date,close
2006-01-04,1180.963
2006-01-05,1197.269
2006-01-06,1209.422
2006-01-09,1215.668
2006-01-10,1220.618
2006-01-11,1211.053
2006-01-12,1226.704
2006-01-13,1221.459
2006-01-16,1202.869
2006-01-17,1208.438
2006-01-18,1233.35
2006-01-19,1251.576
2006-01-20,1255.308
2006-01-23,1255.774
2006-01-24,1252.062
2006-01-25,1258.046
2006-02-06,1287.626
2006-02-07,1282.096
2006-02-08,1290.055
2006-02-09,1269.454
2006-02-10,1282.656
2006-02-13,1279.64
2006-02-14,1286.327
2006-02-15,1299.166
2006-02-16,1270.633
2006-02-17,1267.408
2006-02-20,1267.542
2006-02-21,1288.419
2006-02-22,1284.226
2006-02-23,1288.847
2006-02-24,1296.866
2006-02-27,1297.186
2006-02-28,1299.03
2006-03-01,1306.586
2006-03-02,1285.666
2006-03-03,1293.297
2006-03-06,1288.955
2006-03-07,1259.916
2006-03-08,1250.384
2006-03-09,1245.166
2006-03-10,1245.653
2006-03-13,1259.674
2006-03-14,1259.044
2006-03-15,1274.812
2006-03-16,1274.19
2006-03-17,1269.462
2006-03-20,1288.418
2006-03-21,1290.395
2006-03-22,1296.706
2006-03-23,1302.457
2006-03-24,1294.704
2006-03-27,1295.915
2006-03-28,1298.791
2006-03-29,1305.567
2006-03-30,1294.718
2006-03-31,1298.295
2006-04-03,1319.471
2006-04-04,1329.798
2006-04-05,1340.162
2006-04-06,1339.737
2006-04-07,1342.965
2006-04-10,1359.081
2006-04-11,1362.229
2006-04-12,1360.132
2006-04-13,1332.33
2006-04-14,1359.538
2006-04-17,1378.614
2006-04-18,1385.114
2006-04-19,1396.702
2006-04-20,1385.9
2006-04-21,1416.793
2006-04-24,1409.786
2006-04-25,1399.767
2006-04-26,1417.477
2006-04-27,1416.732
2006-04-28,1440.223
2006-05-08,1497.104
2006-05-09,1531.161
2006-05-10,1545.687
2006-05-11,1537.377
2006-05-12,1602.832
2006-05-15,1664.088
2006-05-16,1613.251
2006-05-17,1625.146
2006-05-18,1617.281
2006-05-19,1659.545
2006-05-22,1657.689
2006-05-23,1604.552
2006-05-24,1590.924
2006-05-25,1591.425
2006-05-26,1613.894
2006-05-29,1648.538
2006-05-30,1657.288
2006-05-31,1641.3
2006-06-01,1684.195
2006-06-02,1669.399
2006-06-05,1684.624
2006-06-06,1679.126
2006-06-07,1589.545
2006-06-08,1591.49
2006-06-09,1551.384
2006-06-12,1552.798
2006-06-13,1548.495
2006-06-14,1531.327
2006-06-15,1533.98
2006-06-16,1574.467
2006-06-19,1586.286
2006-06-20,1592.332
2006-06-21,1598.116
2006-06-22,1596.066
2006-06-23,1605.711
2006-06-26,1633.449
2006-06-27,1639.551
2006-06-28,1639.286
2006-06-29,1671.618
2006-06-30,1672.211
2006-07-03,1697.282
2006-07-04,1681.547
2006-07-05,1718.555
2006-07-06,1741.47
2006-07-07,1730.19
2006-07-10,1734.329
2006-07-11,1745.806
2006-07-12,1740.0
2006-07-13,1655.773
2006-07-14,1665.208
2006-07-17,1682.887
2006-07-18,1684.252
2006-07-19,1645.16
2006-07-20,1655.122
2006-07-21,1665.328
2006-07-24,1665.944
2006-07-25,1685.461
2006-07-26,1686.654
2006-07-27,1675.168
2006-07-28,1662.031
2006-07-31,1612.733
2006-08-01,1600.614
2006-08-02,1600.872
2006-08-03,1601.058
2006-08-04,1570.15
2006-08-07,1547.436
2006-08-08,1580.577
2006-08-09,1578.566
2006-08-10,1606.065
2006-08-11,1605.926
2006-08-14,1570.738
2006-08-15,1595.657
2006-08-16,1616.41
2006-08-17,1603.332
2006-08-18,1598.018
2006-08-21,1601.15
2006-08-22,1613.355
2006-08-23,1612.396
2006-08-24,1623.017
2006-08-25,1623.034
2006-08-28,1650.438
2006-08-29,1651.024
2006-08-30,1655.195
2006-08-31,1658.638
2006-09-01,1636.691
2006-09-04,1657.52
2006-09-05,1664.078
2006-09-06,1672.121
2006-09-07,1661.19
2006-09-08,1667.984
2006-09-11,1674.966
2006-09-12,1695.862
2006-09-13,1689.389
2006-09-14,1689.692
2006-09-15,1721.045
2006-09-18,1732.987
2006-09-19,1735.241
2006-09-20,1732.453
2006-09-21,1740.901
2006-09-22,1725.361
2006-09-25,1722.366
2006-09-26,1712.637
2006-09-27,1725.039
2006-09-28,1736.963
2006-09-29,1752.424
2006-10-09,1785.385
2006-10-10,1784.862
2006-10-11,1790.104
2006-10-12,1778.181
2006-10-13,1784.656
2006-10-16,1771.299
2006-10-17,1763.901
2006-10-18,1787.185
2006-10-19,1792.253
2006-10-20,1790.364
2006-10-23,1759.394
2006-10-24,1805.181
2006-10-25,1806.646
2006-10-26,1810.646
2006-10-27,1807.175
2006-10-30,1809.656
2006-10-31,1837.993
2006-11-01,1855.713
2006-11-02,1851.314
2006-11-03,1866.362
2006-11-06,1886.307
2006-11-07,1889.53
2006-11-08,1866.817
2006-11-09,1896.482
2006-11-10,1883.347
2006-11-13,1863.765
2006-11-14,1888.239
2006-11-15,1922.935
2006-11-16,1941.547
2006-11-17,1971.793
2006-11-20,2017.279
2006-11-21,2037.552
2006-11-22,2041.355
2006-11-23,2062.363
2006-11-24,2050.812
2006-11-27,2047.277
2006-11-28,2038.721
2006-11-29,2054.091
2006-11-30,2099.289
2006-12-01,2102.049
2006-12-04,2161.648
2006-12-05,2173.285
2006-12-06,2156.604
2006-12-07,2156.75
2006-12-08,2093.638
2006-12-11,2180.496
2006-12-12,2218.951
2006-12-13,2223.455
2006-12-14,2249.11
2006-12-15,2273.908
2006-12-18,2332.434
2006-12-19,2364.177
2006-12-20,2373.205
2006-12-21,2342.938
2006-12-22,2343.668
2006-12-25,2435.762
2006-12-26,2479.732
2006-12-27,2536.387
2006-12-28,2567.594
2006-12-29,2675.474
2007-01-04,2715.719
2007-01-05,2641.334
2007-01-08,2707.199
2007-01-09,2807.804
2007-01-10,2825.576
2007-01-11,2770.11
2007-01-12,2668.11
2007-01-15,2794.701
2007-01-16,2821.017
2007-01-17,2778.9
2007-01-18,2756.983
2007-01-19,2832.207
2007-01-22,2933.19
2007-01-23,2949.144
2007-01-24,2975.129
2007-01-25,2857.365
2007-01-26,2882.558
2007-01-29,2945.263
2007-01-30,2930.562
2007-01-31,2786.335
2007-02-01,2785.432
2007-02-02,2673.212
2007-02-05,2612.537
2007-02-06,2675.697
2007-02-07,2716.175
2007-02-08,2737.732
2007-02-09,2730.386
2007-02-12,2807.174
2007-02-13,2831.872
2007-02-14,2905.093
2007-02-15,2993.008
2007-02-16,2998.474
2007-02-26,3040.599
2007-02-27,2771.791
2007-02-28,2881.073
2007-03-01,2797.19
2007-03-02,2831.526
2007-03-05,2785.306
2007-03-06,2840.175
2007-03-07,2896.594
2007-03-08,2928.015
2007-03-09,2937.91
2007-03-12,2954.914
2007-03-13,2964.794
2007-03-14,2906.334
2007-03-15,2951.698
2007-03-16,2930.481
2007-03-19,3014.442
2007-03-20,3032.195
2007-03-21,3057.38
2007-03-22,3071.225
2007-03-23,3074.286
2007-03-26,3122.811
2007-03-27,3138.826
2007-03-28,3173.018
2007-03-29,3197.537
2007-03-30,3183.983
2007-04-02,3252.595
2007-04-03,3291.299
2007-04-04,3291.542
2007-04-05,3319.14
2007-04-06,3323.585
2007-04-09,3398.95
2007-04-10,3444.291
2007-04-11,3495.224
2007-04-12,3531.029
2007-04-13,3518.267
2007-04-16,3596.441
2007-04-17,3611.87
2007-04-18,3612.396
2007-04-19,3449.016
2007-04-20,3584.204
2007-04-23,3710.886
2007-04-24,3720.532
2007-04-25,3743.959
2007-04-26,3783.063
2007-04-27,3759.867
2007-04-30,3841.272
2007-05-08,3950.011
2007-05-09,4013.085
2007-05-10,4049.701
2007-05-11,4021.678
2007-05-14,4046.392
2007-05-15,3899.178
2007-05-16,3986.043
2007-05-17,4048.293
2007-05-18,4030.258
2007-05-21,4072.225
2007-05-22,4110.379
2007-05-23,4173.709
2007-05-24,4151.133
2007-05-25,4179.776
2007-05-28,4272.111
2007-05-29,4334.924
2007-05-30,4053.088
2007-05-31,4109.654
2007-06-01,4000.742
2007-06-04,3670.401
2007-06-05,3767.101
2007-06-06,3776.317
2007-06-07,3890.803
2007-06-08,3913.135
2007-06-11,3995.68
2007-06-12,4072.138
2007-06-13,4176.48
2007-06-14,4115.209
2007-06-15,4132.869
2007-06-18,4253.348
2007-06-19,4269.524
2007-06-20,4181.323
2007-06-21,4230.823
2007-06-22,4091.445
2007-06-25,3941.081
2007-06-26,3973.371
2007-06-27,4078.599
2007-06-28,3914.204
2007-06-29,3820.703
2007-07-02,3836.294
2007-07-03,3899.724
2007-07-04,3816.165
2007-07-05,3615.872
2007-07-06,3781.348
2007-07-09,3883.216
2007-07-10,3853.021
2007-07-11,3865.723
2007-07-12,3915.991
2007-07-13,3914.395
2007-07-16,3821.916
2007-07-17,3896.191
2007-07-18,3930.06
2007-07-19,3912.941
2007-07-20,4058.853
2007-07-23,4213.361
2007-07-24,4210.329
2007-07-25,4323.966
2007-07-26,4346.458
2007-07-27,4345.357
2007-07-30,4440.769
2007-07-31,4471.032
2007-08-01,4300.563
2007-08-02,4407.73
2007-08-03,4560.774
2007-08-06,4628.108
2007-08-07,4651.225
2007-08-08,4663.162
2007-08-09,4754.095
2007-08-10,4749.369
2007-08-13,4820.064
2007-08-14,4872.785
2007-08-15,4869.883
2007-08-16,4765.448
2007-08-17,4656.574
2007-08-20,4904.855
2007-08-21,4955.207
2007-08-22,4980.075
2007-08-23,5032.494
2007-08-24,5107.668
2007-08-27,5150.118
2007-08-28,5194.689
2007-08-29,5109.427
2007-08-30,5167.884
2007-08-31,5218.825
2007-09-03,5321.055
2007-09-04,5294.045
2007-09-05,5310.716
2007-09-06,5393.66
2007-09-07,5277.176
2007-09-10,5355.287
2007-09-11,5113.968
2007-09-12,5172.627
2007-09-13,5273.592
2007-09-14,5312.182
2007-09-17,5421.392
2007-09-18,5425.208
2007-09-19,5395.265
2007-09-20,5470.065
2007-09-21,5454.674
2007-09-24,5485.013
2007-09-25,5425.88
2007-09-26,5338.52
2007-09-27,5409.403
2007-09-28,5552.301
2007-10-08,5692.755
2007-10-09,5715.892
2007-10-10,5771.464
2007-10-11,5913.23
2007-10-12,5903.264
2007-10-15,6030.086
2007-10-16,6092.057
2007-10-17,6036.281
2007-10-18,5825.282
2007-10-19,5818.047
2007-10-22,5667.332
2007-10-23,5773.387
2007-10-24,5843.109
2007-10-25,5562.394
2007-10-26,5589.631
2007-10-29,5747.997
