date,close
2006-01-04,2948.798
2006-01-05,3037.968
2006-01-06,3053.314
2006-01-09,3064.847
2006-01-10,3079.919
2006-01-11,3043.965
2006-01-12,3084.185
2006-01-13,3045.573
2006-01-16,2985.305
2006-01-17,3024.554
2006-01-18,3123.045
2006-01-19,3161.176
2006-01-20,3153.348
2006-01-23,3154.103
2006-01-24,3198.151
2006-01-25,3242.347
2006-02-06,3359.5
2006-02-07,3358.693
2006-02-08,3335.682
2006-02-09,3262.523
2006-02-10,3321.913
2006-02-13,3307.697
2006-02-14,3334.681
2006-02-15,3362.146
2006-02-16,3277.13
2006-02-17,3295.874
2006-02-20,3308.531
2006-02-21,3359.692
2006-02-22,3363.027
2006-02-23,3358.974
2006-02-24,3390.872
2006-02-27,3345.437
2006-02-28,3351.638
2006-03-01,3378.183
2006-03-02,3342.676
2006-03-03,3350.42
2006-03-06,3330.05
2006-03-07,3233.471
2006-03-08,3199.942
2006-03-09,3184.933
2006-03-10,3213.514
2006-03-13,3277.748
2006-03-14,3269.504
2006-03-15,3312.06
2006-03-16,3309.422
2006-03-17,3300.348
2006-03-20,3345.633
2006-03-21,3370.856
2006-03-22,3399.897
2006-03-23,3405.237
2006-03-24,3392.486
2006-03-27,3445.589
2006-03-28,3488.78
2006-03-29,3520.383
2006-03-30,3488.073
2006-03-31,3516.396
2006-04-03,3606.616
2006-04-04,3627.439
2006-04-05,3668.274
2006-04-06,3716.522
2006-04-07,3703.581
2006-04-10,3735.264
2006-04-11,3780.071
2006-04-12,3729.602
2006-04-13,3665.238
2006-04-14,3760.027
2006-04-17,3760.63
2006-04-18,3803.72
2006-04-19,3835.432
2006-04-20,3847.786
2006-04-21,3857.29
2006-04-24,3775.571
2006-04-25,3805.841
2006-04-26,3821.778
2006-04-27,3842.109
2006-04-28,3848.105
2006-05-08,4015.788
2006-05-09,4132.148
2006-05-10,4147.359
2006-05-11,4093.824
2006-05-12,4173.766
2006-05-15,4358.635
2006-05-16,4252.892
2006-05-17,4296.988
2006-05-18,4296.07
2006-05-19,4369.404
2006-05-22,4370.465
2006-05-23,4165.434
2006-05-24,4141.324
2006-05-25,4135.484
2006-05-26,4217.027
2006-05-29,4327.894
2006-05-30,4348.743
2006-05-31,4292.095
2006-06-01,4360.455
2006-06-02,4261.021
2006-06-05,4303.812
2006-06-06,4294.487
2006-06-07,4095.324
2006-06-08,4075.276
2006-06-09,4010.537
2006-06-12,4018.85
2006-06-13,4004.844
2006-06-14,3938.761
2006-06-15,3944.602
2006-06-16,4058.302
2006-06-19,4106.085
2006-06-20,4112.236
2006-06-21,4081.292
2006-06-22,4070.184
2006-06-23,4111.693
2006-06-26,4202.359
2006-06-27,4206.44
2006-06-28,4193.048
2006-06-29,4301.444
2006-06-30,4301.657
2006-07-03,4398.378
2006-07-04,4345.567
2006-07-05,4291.263
2006-07-06,4348.451
2006-07-07,4322.847
2006-07-10,4336.24
2006-07-11,4323.492
2006-07-12,4350.806
2006-07-13,4149.058
2006-07-14,4187.491
2006-07-17,4229.104
2006-07-18,4235.098
2006-07-19,4109.663
2006-07-20,4135.884
2006-07-21,4178.98
2006-07-24,4183.279
2006-07-25,4221.838
2006-07-26,4199.281
2006-07-27,4129.913
2006-07-28,4080.625
2006-07-31,3946.902
2006-08-01,3919.559
2006-08-02,3892.397
2006-08-03,3883.15
2006-08-04,3820.481
2006-08-07,3780.381
2006-08-08,3868.702
2006-08-09,3852.727
2006-08-10,3905.444
2006-08-11,3909.66
2006-08-14,3853.748
2006-08-15,3912.22
2006-08-16,3972.71
2006-08-17,3939.593
2006-08-18,3924.271
2006-08-21,3932.168
2006-08-22,3977.895
2006-08-23,3975.723
2006-08-24,3977.34
2006-08-25,3997.545
2006-08-28,4114.375
2006-08-29,4140.149
2006-08-30,4157.562
2006-08-31,4178.839
2006-09-01,4128.754
2006-09-04,4181.452
2006-09-05,4165.858
2006-09-06,4171.184
2006-09-07,4119.053
2006-09-08,4111.033
2006-09-11,4135.649
2006-09-12,4153.27
2006-09-13,4117.894
2006-09-14,4102.277
2006-09-15,4183.759
2006-09-18,4238.28
2006-09-19,4223.827
2006-09-20,4247.756
2006-09-21,4282.707
2006-09-22,4269.932
2006-09-25,4271.972
