year,return
2005,-0.010945164670461471
2006,0.23672978813035783
2007,0.7156320235357367
2008,-0.1677250825213047
2009,0.5358820099610335
2010,0.14647151796005575
2011,-0.16742856566985476
2012,-0.008075680655569739
2013,0.30079604962041095
2014,0.25277760423533246
2015,0.9487954926180291
2016,-0.020214691678208774
2017,-0.09112320481621017
2018,-0.036493738792441
2019,0.2085253120650239
2020,0.09732562977618309
2021,0.25288314815331914
2022,0.03498184760916345
2023,0.04598097418261338
2024,0.08838655050796285
2025,0.2138109844900813
2026,0.013515969741758393
