date,nav_raw,nav_q3z,nav_stack_base,nav_stack_comb_best,nav_ddc15_actual,pos_MA15_base,pos_comb_best,pos_ddc_base,pos_ddc_comb,dd_raw,rv_hi
2010-08-12,5.780195860277023,2.600223638165629,2.726684645577026,4.195419104648371,4.351464276390647,0.3247243894290505,1.0,1.0,1.0,-0.05951785353306782,0.0
2010-08-13,5.803954532263203,2.603694243404488,2.730324042541486,4.201018870495463,4.369350350652046,0.3247243894290505,1.0,1.0,1.0,-0.05565213559428228,0.0
2010-08-16,5.824036882267411,2.6066197118769137,2.733391790195111,4.205739066919767,4.384468805241073,0.3247243894290505,1.0,1.0,1.0,-0.05238458340494323,0.0
2010-08-17,5.83460231060601,2.6081552322258874,2.7350019900629463,4.208216604356587,4.392422702494994,0.3247243894290505,1.0,1.0,1.0,-0.05066550727630981,0.0
2010-08-18,5.84255237717731,2.60930923765157,2.7362121201567335,4.210078573588277,4.398407695307726,0.3247243894290505,1.0,1.0,1.0,-0.04937197054256082,0.0
2010-08-19,5.8408843538309085,2.60906733536632,2.735958453034706,4.209688268133738,4.3971519690002605,0.3247243894290505,1.0,1.0,1.0,-0.04964337071914682,0.0
2010-08-20,5.811813675190476,2.604850595992096,2.7315366339506335,4.202884626835245,4.375266894056068,0.3247243894290505,1.0,1.0,1.0,-0.05437339283395004,0.0
2010-08-23,5.821030486929791,2.606192022122825,2.732943299892804,4.205048996366285,4.382205521741935,0.3247243894290505,1.0,1.0,1.0,-0.052873746957286416,0.0
2010-08-24,5.840365370119664,2.6090030360589602,2.7358910265520273,4.209584522233365,4.396761266135843,0.3247243894290505,1.0,1.0,1.0,-0.04972781334471377,0.0
2010-08-25,5.834874777702509,2.6082065674162624,2.7350558219231442,4.208299432862289,4.392627821986715,0.3247243894290505,1.0,1.0,1.0,-0.050621174792436996,0.0
2010-08-26,5.844137464002247,2.6095510720673385,2.7364657161084702,4.210468769536496,4.399600985095897,0.3247243894290505,1.0,1.0,1.0,-0.049114064773364,0.0
2010-08-27,5.86023668865844,2.611885418173029,2.7389135923566608,4.214235199510029,4.411720851388049,0.3247243894290505,1.0,1.0,1.0,-0.04649459759143637,0.0
2010-08-30,5.891495691843886,2.616409484853039,2.743657685507299,4.221534708483575,4.435253347338892,0.3247243894290505,1.0,1.0,1.0,-0.04140851830919279,0.0
2010-08-31,5.922122645002696,2.620826194538473,2.7493263967036063,4.230256882971299,4.45831002150475,0.3974442116602437,1.0,1.0,1.0,-0.036425278408190764,0.0
2010-09-01,5.871554223110467,2.61193179978453,2.7399959060626484,4.215900503785934,4.420356701042515,0.3974442116602437,1.0,1.0,1.0,-0.044653148036533974,0.0
2010-09-02,5.912927150618769,2.619246578383003,2.747669331308753,4.227707235792079,4.451504007258855,0.3974442116602437,1.0,1.0,1.0,-0.03792145578782813,0.0
2010-09-03,5.941308199281654,2.624243223114207,2.7529109636165634,4.2357722844435255,4.47287047240122,0.3974442116602437,1.0,1.0,1.0,-0.033303641753378965,0.0
2010-09-06,5.937675960550823,2.6236055875026127,2.7522420644648045,4.234743081347038,4.470135968008768,0.3974442116602437,1.0,1.0,1.0,-0.03389463482015853,0.0
2010-09-07,5.940000450346266,2.6240137996033677,2.7526702913752334,4.235401973589694,4.471885943169238,0.3974442116602437,1.0,1.0,1.0,-0.0335164225233604,0.0
2010-09-08,5.9541369346939845,2.626495773614928,2.755273957608475,4.239408110153667,4.482528492133475,0.3974442116602437,1.0,1.0,1.0,-0.031216308225468503,0.0
2010-09-09,5.943370265806967,2.624608149915339,2.7532937829310633,4.236361310192538,4.474422884119959,0.3974442116602437,1.0,1.0,1.0,-0.03296812773296098,0.0
2010-09-10,5.954564021219824,2.626572793052056,2.7553547533407508,4.239532426678246,4.482850021104285,0.3974442116602437,1.0,1.0,1.0,-0.031146817975958307,0.0
2010-09-13,5.985949634487845,2.632075118419416,2.7611268600173626,4.248413690840718,4.5064784507591735,0.3974442116602437,1.0,1.0,1.0,-0.026040138263365487,0.0
2010-09-14,6.001804471018406,2.634845905578755,2.7640335000275598,4.252885998648259,4.518414648610493,0.3974442116602437,1.0,1.0,1.0,-0.02346043490164762,0.0
2010-09-15,5.987994388967025,2.632436300810853,2.7615057513321974,4.2489966727647275,4.5080178292304565,0.3974442116602437,1.0,1.0,1.0,-0.025707441045474844,0.0
2010-09-16,5.9098095837859,2.618775535793649,2.7471751933046447,4.226946929305544,4.449156969844744,0.3974442116602437,1.0,1.0,1.0,-0.03842870779409324,0.0
2010-09-17,5.924195184274887,2.621309082754406,2.7498329611303074,4.2310363093992756,4.459987064075967,0.3974442116602437,1.0,1.0,1.0,-0.03608806039162782,0.0
2010-09-20,5.896481646000279,2.6164354025700174,2.744720322372364,4.2310363093992756,4.439123129252784,0.3974442116602437,0.0,1.0,1.0,-0.040597265372347646,0.0
2010-09-21,5.8952012284373785,2.6162095916892567,2.7444834398898736,4.2310363093992756,4.438159176244904,0.3974442116602437,0.0,1.0,1.0,-0.04080559911864956,0.0
2010-09-27,5.94401962347338,2.624820194830314,2.75351622449672,4.244961713025717,4.474911748295105,0.3974442116602437,1.0,1.0,1.0,-0.03286247226614025,0.0
2010-09-28,5.91176222720559,2.619158782193729,2.7475772304356756,4.235805855443062,4.450627003177828,0.3974442116602437,1.0,1.0,1.0,-0.038110997751211295,0.0
2010-09-29,5.881994709558652,2.6139171847321063,2.7420786352628386,4.235805855443062,4.428216744989947,0.3974442116602437,0.0,1.0,1.0,-0.04295440091060576,0.0
2010-09-30,5.9541910559270335,2.6266686059071787,2.7537550108661266,4.253842850996262,4.482569236908382,0.3469265693656452,1.0,1.0,1.0,-0.031207502286248134,0.0
2010-10-08,6.032667353230907,2.6386790366365322,2.7663465436271446,4.273293528855108,4.541738470179422,0.3469265693656452,1.0,1.0,1.0,-0.018438807536242496,0.0
2010-10-11,6.014815056409259,2.635970037611253,2.7635064747948914,4.268906353361738,4.528298235784182,0.3469265693656452,1.0,1.0,1.0,-0.021343512989144386,0.0
2010-10-12,6.037796148731991,2.6394640659274056,2.767169555079201,4.2745648697579135,4.545599722005363,0.3469265693656452,1.0,1.0,1.0,-0.01760431321835987,0.0
2010-10-13,6.042460583418698,2.6401714803104994,2.7679111963725953,4.275710514705072,4.549111376339646,0.3469265693656452,1.0,1.0,1.0,-0.016845373962277477,0.0
2010-10-14,5.950017528024863,2.6261585112838497,2.7532202362768046,4.275710514705072,4.479514934765878,0.3469265693656452,0.0,1.0,1.0,-0.031886567247826236,0.0
2010-10-15,5.933218527915368,2.6235861990375864,2.7505234675554933,4.275710514705072,4.466867682631715,0.3469265693656452,0.0,1.0,1.0,-0.03461989325673398,0.0
2010-10-18,5.876759419373522,2.6149250288649606,2.7414432430044426,4.275710514705072,4.424362022988605,0.3469265693656452,0.0,1.0,1.0,-0.043806222729399935,0.0
2010-10-19,5.999789187739719,2.633916958727481,2.761354061562717,4.306764557674314,4.516985898837944,0.3469265693656452,1.0,1.0,1.0,-0.023788336929449816,0.0
2010-10-20,5.996261591962601,2.6333797012568527,2.7607908099029754,4.305886078409742,4.514330122129222,0.3469265693656452,1.0,1.0,1.0,-0.024362303786028328,0.0
2010-10-21,6.004119020545125,2.6345768577252566,2.762045888528518,4.307843570285493,4.5202456456581,0.3469265693656452,1.0,1.0,1.0,-0.023083839962719677,0.0
2010-10-22,6.050823728403525,2.6416866972973043,2.7694997242746604,4.319468995672647,4.555407632222034,0.3469265693656452,1.0,1.0,1.0,-0.015484626206202723,0.0
2010-10-25,6.132099642405753,2.6539969291219987,2.7824055634414053,4.339597675107158,4.61659680837066,0.3469265693656452,1.0,1.0,1.0,-0.0022604123725190606,0.0
2010-10-26,6.126164636687199,2.6531057809591974,2.781471298756009,4.338140542865205,4.612128595188268,0.3469265693656452,1.0,1.0,1.0,-0.0032260832688701946,0.0
2010-10-27,6.118209860893281,2.6519106062158326,2.7802182977375325,4.336186291343381,4.606139783087508,0.3469265693656452,1.0,1.0,1.0,-0.004520386229214579,0.0
2010-10-28,6.135587312282319,2.6545237189988886,2.7829578410526334,4.340459038622669,4.619222526568299,0.3469265693656452,1.0,1.0,1.0,-0.0016929417658181345,0.0
2010-10-29,6.171617292897801,2.659931661427295,2.78862743657268,4.349301661661117,4.646347965360065,0.3469265693656452,1.0,1.0,1.0,0.0,0.0
2010-11-01,6.279510148795187,2.6760641639669696,2.822984642901764,4.402887111125379,4.727743057833345,0.7047476646423995,1.0,1.0,1.0,0.0,0.0
2010-11-02,6.199468801242884,2.6520250313854095,2.797625721011855,4.363335896908943,4.667481203602146,0.7047476646423995,1.0,1.0,1.0,-0.012746431752747478,0.0
2010-11-03,6.094193765496452,2.6202868393849275,2.764145048232316,4.311117538929739,4.588221307906485,0.7047476646423995,1.0,1.0,1.0,-0.029511280164789766,0.0
2010-11-04,6.1500073176655095,2.637199264469081,2.7819859942491028,4.33894329117572,4.630242441330549,0.7047476646423995,1.0,1.0,1.0,-0.020623078562031494,0.0
2010-11-05,6.21395416367753,2.6565242905129853,2.8023719971260843,4.370738458584837,4.678387001995313,0.7047476646423995,1.0,1.0,1.0,-0.010439665445916124,0.0
2010-11-08,6.337953073252477,2.693883463810654,2.841782252646447,4.432204930431599,4.771743803725196,0.7047476646423995,1.0,1.0,1.0,0.0,0.0
2010-11-09,6.4296649325494535,2.721355378463411,2.8707624221880015,4.477404048065331,4.840792200150745,0.7047476646423995,1.0,1.0,1.0,0.0,0.0
2010-11-10,6.485598544447052,2.7380395032069886,2.888362533786805,4.504854181280752,4.882903724629952,0.7047476646423995,1.0,1.0,1.0,0.0,0.0
2010-11-11,6.432234213751811,2.722162286981395,2.8716136313574854,4.478731642209571,4.842726570998191,0.7047476646423995,1.0,1.0,1.0,-0.008228127339292568,0.0
2010-11-12,6.106574785070781,2.6250331644743725,2.7691519546503818,4.3189265944235915,4.597542780116013,0.7047476646423995,1.0,1.0,1.0,-0.05844082959787733,0.0
2010-11-15,6.270856873144007,2.6748024004885953,2.821653606460117,4.400811151127473,4.72122814458088,0.7047476646423995,1.0,1.0,1.0,-0.03311054019631021,0.0
2010-11-16,6.23435185131247,2.663828751265434,2.8100774852105976,4.400811151127473,4.693744095753724,0.7047476646423995,0.0,1.0,1.0,-0.038739168237555965,0.0
2010-11-17,6.148189749161136,2.6378830792078123,2.7827073515812697,4.400811151127473,4.62887402298659,0.7047476646423995,0.0,1.0,1.0,-0.052024310936544804,0.0
2010-11-18,6.1923712519976,2.65124233942614,2.7968000579313905,4.400811151127473,4.662137571953036,0.7047476646423995,0.0,1.0,1.0,-0.045212063380104306,0.0
2010-11-19,6.3530566824115775,2.699726802077054,2.8479464001326846,4.400811151127473,4.783115070218629,0.7047476646423995,0.0,1.0,1.0,-0.02043633461540051,0.0
2010-11-22,6.465008742185159,2.7332544295042913,2.8833147513906447,4.400811151127473,4.867401990832371,0.7047476646423995,0.0,1.0,1.0,-0.0031746957695250044,0.0
2010-11-23,6.46313120897599,2.7326950169392266,2.8827246261232884,4.400811151127473,4.86598842601837,0.7047476646423995,0.0,1.0,1.0,-0.003464188434897597,0.0
2010-11-24,6.550480714730366,2.758723106326962,2.910181701934479,4.442727539641398,4.931752476023872,0.7047476646423995,1.0,1.0,1.0,0.0,0.0
2010-11-25,6.5431162027472025,2.7565372955714196,2.907875886446842,4.439207446733986,4.926207852386404,0.7047476646423995,1.0,1.0,1.0,-0.0011242704625634703,0.0
2010-11-26,6.590107076711108,2.7704889723825414,2.9225935340693643,4.461675630891647,4.961586532076412,0.7047476646423995,1.0,1.0,1.0,0.0,0.0
2010-11-29,6.657177452213932,2.7903603665438608,2.9435559016036668,4.493677099211933,5.012082748286938,0.7047476646423995,1.0,1.0,1.0,0.0,0.0
2010-11-30,6.525052180174351,2.751331161904696,2.9175317770544402,4.493677099211933,4.9126077378405695,0.4454593508363116,0.0,1.0,1.0,-0.019847040729797816,0.0
2010-12-01,6.565960784678355,2.7590150604629993,2.9256798395363095,4.493677099211933,4.943583361154598,0.4454593508363116,0.0,1.0,1.0,-0.013702003317523359,0.0
2010-12-02,6.598597494405381,2.765124062012094,2.9321578696594517,4.493677099211933,4.96815589523763,0.4454593508363116,0.0,1.0,1.0,-0.008799518749356583,0.0
2010-12-03,6.571677227639644,2.7600988958964496,2.9268291465924623,4.493677099211933,4.947887333297466,0.4454593508363116,0.0,1.0,1.0,-0.012843314631166058,0.0
2010-12-06,6.514080578886002,2.7493229919035045,2.9154022988319257,4.493677099211933,4.904522189371965,0.4454593508363116,0.0,1.0,1.0,-0.021495126779344176,0.0
2010-12-07,6.606985708746887,2.7667900760351274,2.9339245231690403,4.493677099211933,4.974471473141359,0.4454593508363116,0.0,1.0,1.0,-0.0075394931000905,0.0
2010-12-08,6.633004228768505,2.771643670774396,2.9390713106880524,4.493677099211933,4.994061100140182,0.4454593508363116,0.0,1.0,1.0,-0.0036311520338679903,0.0
2010-12-09,6.542653600775813,2.7548259794623955,2.921237707267704,4.493677099211933,4.926035128639284,0.4454593508363116,0.0,1.0,1.0,-0.017203064250605582,0.0
2010-12-10,6.624799044207583,2.7702334661384804,2.9375759193318967,4.493677099211933,4.987883327350976,0.4454593508363116,0.0,1.0,1.0,-0.004863684082145214,0.0
2010-12-13,6.738566673701999,2.791425393243638,2.960047994523135,4.528053146821147,5.073540214233242,0.4454593508363116,1.0,1.0,1.0,0.0,0.0
2010-12-14,6.8007612039503975,2.8029021391604685,2.9722180202085755,4.54666991357757,5.12036715319521,0.4454593508363116,1.0,1.0,1.0,0.0,0.0
2010-12-15,6.82260686120745,2.8069128708067503,2.976471029511594,4.553175839222567,5.136814986386883,0.4454593508363116,1.0,1.0,1.0,0.0,0.0
2010-12-16,6.81370079349035,2.8052806734956337,2.974740235491761,4.550528204007698,5.130109511038581,0.4454593508363116,1.0,1.0,1.0,-0.0013053760678691795,0.0
2010-12-17,6.827817532224771,2.8078696953591904,2.9774856532964233,4.5547279324420815,5.140738157326585,0.4454593508363116,1.0,1.0,1.0,0.0,0.0
2010-12-20,6.782664558483113,2.799598096189372,2.9687143887684937,4.541310328396208,5.106741991797118,0.4454593508363116,1.0,1.0,1.0,-0.006613090277904132,0.0
2010-12-21,6.872076507128987,2.816037989322481,2.986147372224407,4.567977962077177,5.174061221398,0.4454593508363116,1.0,1.0,1.0,0.0,0.0
2010-12-22,6.840374850365619,2.810251161474202,2.980010977460496,4.5585909785984375,5.150192698871622,0.4454593508363116,1.0,1.0,1.0,-0.004613111732746367,0.0
2010-12-23,6.738461329421232,2.7916000327160426,2.960233183502682,4.5585909785984375,5.0734608993773245,0.4454593508363116,0.0,1.0,1.0,-0.019443202876036736,0.0
2010-12-24,6.6449924582615365,2.774350889349021,2.941942065153478,4.5585909785984375,5.003087168646369,0.4454593508363116,0.0,1.0,1.0,-0.033044458779217134,0.0
2010-12-27,6.504360293154304,2.7481955933921047,2.914206797167875,4.5585909785984375,4.89720368041574,0.4454593508363116,0.0,1.0,1.0,-0.05350874857013299,0.0
2010-12-28,6.426939847863249,2.733624008402718,2.8987549813933047,4.5585909785984375,4.83891298424723,0.4454593508363116,0.0,1.0,1.0,-0.06477469492721155,0.0
2010-12-29,6.518642697404498,2.7509990341040487,2.91717958629462,4.5585909785984375,4.907957058074239,0.4454593508363116,0.0,1.0,1.0,-0.05143042417496979,0.0
2010-12-30,6.535411670757915,2.7541514812608145,2.9205224644194696,4.5585909785984375,4.920582600682876,0.4454593508363116,0.0,1.0,1.0,-0.04899026313543231,0.0
2010-12-31,6.616782549342206,2.7694268590142945,2.937202147606039,4.5585909785984375,4.981847621087889,0.4587025879359458,0.0,1.0,1.0,-0.03714946385156548,0.0
2011-01-04,6.708744873691535,2.7870825275683,2.955927418297139,4.5585909785984375,5.051334038509532,0.4587025879359458,0.0,1.0,1.0,-0.023767435253087443,0.0
2011-01-05,6.73528844406362,2.792140763495897,2.9612920883844813,4.5585909785984375,5.071319958834194,0.4587025879359458,0.0,1.0,1.0,-0.019904909807605398,0.0
2011-01-06,6.734387389148146,2.791969421603099,2.9611103663888767,4.5585909785984375,5.070641511605868,0.4587025879359458,0.0,1.0,1.0,-0.020036028096893976,0.0
2011-01-07,6.694306742105723,2.7843472543080665,2.953026438815375,4.5585909785984375,5.040462880505313,0.4587025879359458,0.0,1.0,1.0,-0.025868420533276648,0.0
2011-01-10,6.584294489581858,2.7633583369758217,2.93076598703145,4.5585909785984375,4.957629407733658,0.4587025879359458,0.0,1.0,1.0,-0.041877010136396,0.0
2011-01-11,6.508506801607068,2.7487682524702093,2.9152920172444703,4.5585909785984375,4.900565242204236,0.4587025879359458,0.0,1.0,1.0,-0.05290536348725983,0.0
2011-01-12,6.53864940868889,2.7546076597365907,2.9214851829920097,4.5585909785984375,4.923261048950281,0.4587025879359458,0.0,1.0,1.0,-0.048519119089288965,0.0
2011-01-13,6.554517832021335,2.7576741152407074,2.9247374081457136,4.5585909785984375,4.935209141838862,0.4587025879359458,0.0,1.0,1.0,-0.046210002868597444,0.0
2011-01-14,6.457527356665782,2.738955984708723,2.9048853102219994,4.5585909785984375,4.862180386267012,0.4587025879359458,0.0,1.0,1.0,-0.06032371002173187,0.0
2011-01-17,6.2313501585263165,2.694951310643444,2.858214778827195,4.5585909785984375,4.691880784596822,0.4587025879359458,0.0,1.0,1.0,-0.09323620712574876,0.0
2011-01-18,6.252659613971744,2.6991787005777197,2.8626982692480767,4.5585909785984375,4.7079256901134565,0.4587025879359458,0.0,1.0,1.0,-0.09013533136813434,0.0
2011-01-19,6.359217878090786,2.720278832891969,2.8850766735545346,4.5585909785984375,4.788158490251647,0.4587025879359458,0.0,1.0,1.0,-0.07462935380683977,0.0
2011-01-20,6.195393002193147,2.6881332907041635,2.850983714846252,4.5585909785984375,4.664806926351591,0.4587025879359458,0.0,1.0,1.0,-0.09846856393898673,0.0
2011-01-21,6.233786842684052,2.6957747215139327,2.8590880729419283,4.5585909785984375,4.693715480334817,0.4587025879359458,0.0,1.0,1.0,-0.09288162956026214,0.0
2011-01-24,6.16669295718187,2.682465710569974,2.844972785730111,4.5585909785984375,4.643197293402104,0.4587025879359458,0.0,1.0,1.0,-0.10264489186279613,0.0
2011-01-25,6.14334190592104,2.677806423367741,2.840031233173066,4.5585909785984375,4.62561517300707,0.4587025879359458,0.0,1.0,1.0,-0.10604285334308616,0.0
2011-01-26,6.189764970424308,2.687088379012914,2.8498755011183436,4.5585909785984375,4.660569312762313,0.4587025879359458,0.0,1.0,1.0,-0.09928753499715248,0.0
2011-01-27,6.247684174532082,2.6986218909013737,2.862107727356043,4.5585909785984375,4.704179444419024,0.4587025879359458,0.0,1.0,1.0,-0.09085933952411185,0.0
2011-01-28,6.310454533551728,2.711058694456331,2.875297967781449,4.5585909785984375,4.751442242020527,0.4587025879359458,0.0,1.0,1.0,-0.08172522133515836,0.0
2011-01-31,6.327081858594456,2.714335358045966,2.8798885194317836,4.5585909785984375,4.763961748208199,0.6059269595981235,0.0,1.0,1.0,-0.0793056724512834,0.0
2011-02-01,6.323089110986282,2.7132974659969555,2.878787324110618,4.5585909785984375,4.761166225263566,0.6059269595981235,0.0,1.0,1.0,-0.07988668280587297,0.0
2011-02-09,6.279529943564417,2.701971690383797,2.8667707650420007,4.5585909785984375,4.728366998004655,0.6059269595981235,0.0,1.0,1.0,-0.08622525708930495,0.0
2011-02-10,6.422351679465689,2.7392081379871183,2.9062783438086965,4.621413892222467,4.835909057474473,0.6059269595981235,1.0,1.0,1.0,-0.06544234878595434,0.0
2011-02-11,6.4591188326843865,2.7487100549534076,2.9163598031621607,4.6374449088005,4.863594026803752,0.6059269595981235,1.0,1.0,1.0,-0.06009212412233833,0.0
2011-02-14,6.5140554755612525,2.76287575524844,2.931389500037474,4.6613443574143725,4.904960277382166,0.6059269595981235,1.0,1.0,1.0,-0.05209794029451342,0.0
2011-02-15,6.544569558253099,2.770717821327804,2.939709870622354,4.674574981484265,4.927936803152599,0.6059269595981235,1.0,1.0,1.0,-0.047657640094102116,0.0
2011-02-16,6.60899413856534,2.7872444049073013,2.9572444461400553,4.702457558892709,4.976447290744252,0.6059269595981235,1.0,1.0,1.0,-0.03828280553785013,0.0
2011-02-17,6.638381098574442,2.794753967191092,2.9652120328065075,4.715127204175058,4.99857511450296,0.6059269595981235,1.0,1.0,1.0,-0.034006520199842516,0.0
2011-02-18,6.582586572342338,2.7805210713652833,2.9501110420002266,4.691114387630098,4.956562894022101,0.6059269595981235,1.0,1.0,1.0,-0.04212554014588399,0.0
2011-02-21,6.659839736793829,2.8002937799285625,2.9710897306580835,4.724473616077905,5.014733062261877,0.6059269595981235,1.0,1.0,1.0,-0.03088393589841243,0.0
2011-02-22,6.579001299264569,2.7796980113090504,2.949237781737923,4.689725774211038,4.953863251365386,0.6059269595981235,1.0,1.0,1.0,-0.04264725626386523,0.0
2011-02-23,6.621949139149254,2.7906931128783703,2.9609034982403473,4.708275994778136,4.98620216057856,0.6059269595981235,1.0,1.0,1.0,-0.036397640177645685,0.0
2011-02-24,6.635842004878847,2.794240743168354,2.9646675061449073,4.714261325969013,4.996663225087192,0.6059269595981235,1.0,1.0,1.0,-0.034376000035080234,0.0
2011-02-25,6.617860420437276,2.789652821266213,2.959799757001509,4.706520882400324,4.983123432903783,0.6059269595981235,1.0,1.0,1.0,-0.0369926159040852,0.0
2011-02-28,6.680041684402812,2.8055350840118196,2.979459433861665,4.737782686333069,5.029944745815935,0.7069229845354853,1.0,1.0,1.0,-0.02794422072090741,0.0
2011-03-01,6.675434194191917,2.804167125093837,2.9780066706698785,4.735472577251144,5.026723757153444,0.7069229845354853,1.0,1.0,1.0,-0.028614686220835295,0.0
2011-03-02,6.65909168756017,2.799314070837532,2.9728527596140544,4.727277093771936,5.014417551452441,0.7069229845354853,1.0,1.0,1.0,-0.0309927893480042,0.0
2011-03-03,6.574523198607373,2.7741826347841583,2.9461633431592644,4.684836960588465,4.950735936120893,0.7069229845354853,1.0,1.0,1.0,-0.04329889345861271,0.0
2011-03-04,6.602785355559186,2.782613035011958,2.9551163716325455,4.699073604594717,4.972017856014835,0.7069229845354853,1.0,1.0,1.0,-0.039186285439407054,0.0
2011-03-07,6.610009131764025,2.784765132898908,2.957401885147742,4.702707910280713,4.97745749131179,0.7069229845354853,1.0,1.0,1.0,-0.038135107357011644,0.0
2011-03-08,6.651935721836584,2.7972518467030447,2.9706626914209133,4.7237945603132045,5.0090289786852304,0.7069229845354853,1.0,1.0,1.0,-0.03203409989164585,0.0
2011-03-09,6.6759046209263015,2.8043771558946413,2.978229721971009,4.735827261923353,5.0270779970684725,0.7069229845354853,1.0,1.0,1.0,-0.028546231404609546,0.0
2011-03-10,6.693003282274799,2.809454779574631,2.983622124247908,4.744401981838946,5.039953601069003,0.7069229845354853,1.0,1.0,1.0,-0.026058095346933263,0.0
2011-03-11,6.70675137102133,2.813534359418997,2.987954610668326,4.751291278238872,5.05030616276121,0.7069229845354853,1.0,1.0,1.0,-0.024057522633246453,0.0
2011-03-14,6.727412497555674,2.8196616166958584,2.9944617167819794,4.761638542689941,5.0658643680522015,0.7069229845354853,1.0,1.0,1.0,-0.02105098938046457,0.0
2011-03-15,6.689865720264574,2.808536778485149,2.9826472132507367,4.7428517286652925,5.037590959623138,0.7069229845354853,1.0,1.0,1.0,-0.02651466215130016,0.0
2011-03-16,6.726097548117734,2.8192896649760852,2.9940667065514055,4.761010417799207,5.0648741871311005,0.7069229845354853,1.0,1.0,1.0,-0.02124233612064952,0.0
2011-03-17,6.647667193382487,2.7960498417989195,2.9693861702782787,4.721764702245806,5.005814698869998,0.7069229845354853,1.0,1.0,1.0,-0.032655240888791126,0.0
2011-03-18,6.713445640450977,2.8156081532827892,2.990156965836355,4.754793349811204,5.055347069794354,0.7069229845354853,1.0,1.0,1.0,-0.023083396483355334,0.0
2011-03-21,6.693798612374622,2.809783156289878,2.983970858116067,4.754793349811204,5.04055249914683,0.7069229845354853,0.0,1.0,1.0,-0.025942361754765386,0.0
2011-03-22,6.664090639769287,2.8009676901906926,2.974608892271196,4.754793349811204,5.018181853683493,0.7069229845354853,0.0,1.0,1.0,-0.030265359697893124,0.0
2011-03-23,6.728793829228094,2.820192630288945,2.995025649654695,4.787428719954822,5.066904536007164,0.7069229845354853,1.0,1.0,1.0,-0.020849982934889266,0.0
2011-03-24,6.714016959520887,2.8158144252345507,2.990376025265025,4.77999648132185,5.05577728347905,0.7069229845354853,1.0,1.0,1.0,-0.02300026017523693,0.0
2011-03-25,6.716512415652132,2.8165542751652453,2.9911617409269717,4.781252416384094,5.057656407481318,0.7069229845354853,1.0,1.0,1.0,-0.022637130322323173,0.0
2011-03-28,6.710835853172265,2.814871477784773,2.9893746214006116,4.778395777294049,5.053381852351803,0.7069229845354853,1.0,1.0,1.0,-0.023463163396020614,0.0
2011-03-29,6.582557712119669,2.7768344376848932,2.9489795400460403,4.778395777294049,4.956786071404161,0.7069229845354853,0.0,1.0,1.0,-0.042129739782287845,0.0
2011-03-30,6.545437551143025,2.7657647016611437,2.937223554667609,4.778395777294049,4.928833912844497,0.7069229845354853,0.0,1.0,1.0,-0.047531332872547516,0.0
2011-03-31,6.529049096791947,2.760869319014677,2.9337162733121884,4.778395777294049,4.916493107672412,0.4769076535317039,0.0,1.0,1.0,-0.049916122147532715,0.0
2011-04-01,6.580874100971718,2.7713206007238558,2.9448218678493943,4.778395777294049,4.955754992617492,0.4769076535317039,0.0,1.0,1.0,-0.042374732856245156,0.0
2011-04-06,6.556090422226383,2.7663431926161297,2.9395328441842814,4.778395777294049,4.93709153882805,0.4769076535317039,0.0,1.0,1.0,-0.04598116516526041,0.0
2011-04-07,6.572212947540742,2.7695875484647074,2.942980316139522,4.778395777294049,4.949232674503088,0.4769076535317039,0.0,1.0,1.0,-0.0436350729327839,0.0
2011-04-08,6.651273376832187,2.785476561880406,2.9598640769548097,4.805809243480749,5.008769464170847,0.4769076535317039,1.0,1.0,1.0,-0.032130481968258406,0.0
2011-04-11,6.602271466964979,2.7756897326716166,2.9494645336239436,4.805809243480749,4.971868369309246,0.4769076535317039,0.0,1.0,1.0,-0.03926106467006241,0.0
2011-04-12,6.581077599160033,2.771440387060635,2.9449491535282593,4.805809243480749,4.955908237786334,0.4769076535317039,0.0,1.0,1.0,-0.04234512052755457,0.0
2011-04-13,6.652066210851119,2.785697497204428,2.960098844153304,4.8305317495228275,5.009366511172105,0.4769076535317039,1.0,1.0,1.0,-0.032015111596856105,0.0
2011-04-14,6.634211842035486,2.782131703740608,2.9563098106630075,4.824348494321389,4.995921203445424,0.4769076535317039,1.0,1.0,1.0,-0.034613215502874994,0.0
2011-04-15,6.64088056771805,2.7834654262944847,2.9577270322364604,4.826661232566665,5.00094311544202,0.4769076535317039,1.0,1.0,1.0,-0.03364280638771966,0.0
2011-04-18,6.627346055966183,2.7807599916496244,2.9548522211799044,4.8219698804146915,4.990750894293609,0.4769076535317039,1.0,1.0,1.0,-0.035612300140856146,0.0
2011-04-19,6.588057336907899,2.7728981187276402,2.946498147928017,4.8219698804146915,4.961164358730212,0.4769076535317039,0.0,1.0,1.0,-0.04132945404877997,0.0
2011-04-20,6.611161278673193,2.7775357574787067,2.9514261306398546,4.83003456704088,4.978562879503553,0.4769076535317039,1.0,1.0,1.0,-0.03796745105866095,0.0
2011-04-21,6.66633438394765,2.7885903726002947,2.9631728308744676,4.849258144277946,5.020111219089889,0.4769076535317039,1.0,1.0,1.0,-0.029938858068286,0.0
2011-04-22,6.680680632873258,2.7914523769127872,2.9662140137975497,4.854235066617519,5.03091472234,0.4769076535317039,1.0,1.0,1.0,-0.027851243224253586,0.0
2011-04-25,6.644218515598877,2.784186539293712,2.9584932912282063,4.854235066617519,5.003456771169465,0.4769076535317039,0.0,1.0,1.0,-0.03315708014800667,0.0
