date,nav_raw,nav_q3z,nav_stack_base,nav_stack_comb_best,nav_ddc15_actual,pos_MA15_base,pos_comb_best,pos_ddc_base,pos_ddc_comb,dd_raw,rv_hi
2006-02-23,1.002074620201292,1.0020746202012922,1.0020746202012922,0.988761133786481,1.002074620201292,1.0,0.0,1.0,1.0,-0.01649747096889176,0.0
2006-02-24,1.0071980525317898,1.00719805253179,1.00719805253179,0.993816496588668,1.0071980525317898,1.0,1.0,1.0,1.0,-0.011468994493405105,0.0
2006-02-27,1.0033760421750089,1.003376042175009,1.003376042175009,0.993816496588668,1.0033760421750089,1.0,0.0,1.0,1.0,-0.01522016908270074,0.0
2006-02-28,1.00046339926311,1.0004633992631102,1.0004633992631102,0.993816496588668,1.00046339926311,1.0,0.0,1.0,1.0,-0.018078830116787903,0.0
2006-03-01,1.0124861716228886,1.0124861716228888,1.0124861716228888,1.005759391765722,1.0124861716228886,1.0,1.0,1.0,1.0,-0.006278883502600308,0.0
2006-03-02,0.990132794907292,0.9901327949072922,0.9901327949072922,1.005759391765722,0.990132794907292,1.0,0.0,1.0,1.0,-0.02821797076115007,0.0
2006-03-03,0.9905927974589384,0.9905927974589387,0.9905927974589387,1.005759391765722,0.9905927974589384,1.0,0.0,1.0,1.0,-0.027766493731611108,0.0
2006-03-06,0.9909544267078164,0.9909544267078167,0.9909544267078167,1.005759391765722,0.9909544267078164,1.0,0.0,1.0,1.0,-0.027411566789372177,0.0
2006-03-07,0.9642602162385174,0.9642602162385178,0.9642602162385178,1.005759391765722,0.9642602162385174,1.0,0.0,1.0,1.0,-0.05361103634760778,0.0
2006-03-08,0.9564956545813744,0.9564956545813748,0.9564956545813748,1.005759391765722,0.9564956545813744,1.0,0.0,1.0,1.0,-0.0612316924072176,0.0
2006-03-09,0.9585700788121172,0.9585700788121175,0.9585700788121175,1.005759391765722,0.9585700788121172,1.0,0.0,1.0,1.0,-0.059195714810250655,0.0
2006-03-10,0.958319456598026,0.9583194565980263,0.9583194565980263,1.005759391765722,0.958319456598026,1.0,0.0,1.0,1.0,-0.059441692082223274,0.0
2006-03-13,0.9696563758676424,0.9696563758676428,0.9696563758676428,1.005759391765722,0.9696563758676424,1.0,0.0,1.0,1.0,-0.048314887203311674,0.0
2006-03-14,0.9685400977406086,0.9685400977406089,0.9685400977406089,1.005759391765722,0.9685400977406086,1.0,0.0,1.0,1.0,-0.04941047663238962,0.0
2006-03-15,0.980408312300956,0.9804083123009564,0.9804083123009564,1.005759391765722,0.980408312300956,1.0,0.0,1.0,1.0,-0.03776222329887957,0.0
2006-03-16,0.986309768256606,0.9863097682566063,0.9863097682566063,1.005759391765722,0.986309768256606,1.0,0.0,1.0,1.0,-0.031970142808724566,0.0
2006-03-17,0.9845931522802772,0.9845931522802776,0.9845931522802776,1.005759391765722,0.9845931522802772,1.0,0.0,1.0,1.0,-0.03365494364097732,0.0
2006-03-20,0.9973688668133136,0.9973688668133139,0.9973688668133139,1.0188097515497208,0.9973688668133136,1.0,1.0,1.0,1.0,-0.021116009613392883,0.0
2006-03-21,0.996220345606852,0.9962203456068524,0.9962203456068524,1.0176365400690544,0.996220345606852,1.0,1.0,1.0,1.0,-0.022243244540242846,0.0
2006-03-22,1.0022817037840357,1.0022817037840361,1.0022817037840361,1.0238282019747256,1.0022817037840357,1.0,1.0,1.0,1.0,-0.01629422539890779,0.0
2006-03-23,1.0120576225198137,1.0120576225198141,1.0120576225198141,1.0338142780091526,1.0120576225198137,1.0,1.0,1.0,1.0,-0.006699490030488864,0.0
2006-03-24,1.0018257520748164,1.0018257520748168,1.0018257520748168,1.0233624484676276,1.0018257520748164,1.0,1.0,1.0,1.0,-0.016741726662878653,0.0
2006-03-27,1.0112669049647631,1.0112669049647636,1.0112669049647636,1.033006562045067,1.0112669049647631,1.0,1.0,1.0,1.0,-0.007475552710317412,0.0
2006-03-28,1.020976547543309,1.0209765475433095,1.0209765475433095,1.0429249371540592,1.020976547543309,1.0,1.0,1.0,1.0,0.0,0.0
2006-03-29,1.0223066027504872,1.0223066027504877,1.0223066027504877,1.044283585153071,1.0223066027504872,1.0,1.0,1.0,1.0,0.0,0.0
2006-03-30,1.0148461456474926,1.014846145647493,1.014846145647493,1.0366627472660468,1.0148461456474926,1.0,1.0,1.0,1.0,-0.007297670858157801,0.0
2006-03-31,1.0055288210115616,1.005528821011562,1.005528821011562,1.0271451239339984,1.0055288210115616,1.0,1.0,1.0,1.0,-0.016411692630944108,0.0
2006-04-03,1.0075410748287184,1.0075410748287188,1.0075410748287188,1.029200636071712,1.0075410748287184,1.0,1.0,1.0,1.0,-0.014443345941464791,0.0
2006-04-04,1.0173468429925212,1.0173468429925216,1.0173468429925216,1.0392172032206726,1.0173468429925212,1.0,1.0,1.0,1.0,-0.004851538417752543,0.0
2006-04-05,1.0264521577172565,1.026452157717257,1.026452157717257,1.0485182589696145,1.0264521577172565,1.0,1.0,1.0,1.0,0.0,0.0
2006-04-06,1.021269308375659,1.0212693083756594,1.0212693083756594,1.0432239915969985,1.021269308375659,1.0,1.0,1.0,1.0,-0.005049284862066794,0.0
