year,return
2006,0.21271791703974952
2007,1.002835230699275
2008,-0.2363151711690672
2009,0.5699341231015611
2010,0.15225247494517813
2011,-0.11654719140856773
2012,-0.03235101142358665
2013,0.10636583911158937
2014,0.2940305953493978
2015,0.4285679081747662
2016,-0.019944288304698188
2017,-0.04952383636621582
2018,-0.06425164723861754
2019,0.08989229875539162
2020,0.0064006805875522765
2021,0.18733935219625275
2022,-0.03179233916410429
2023,0.02814802151174578
2024,-0.015151440042498021
