ym,market_cap_log,circ_mv,float_ratio,mv_volatility_60d,avg_amount_20d,turnover_rate,amihud_illiquidity,amount_cv,zero_volume_ratio,log_amount_60d,turnover_rate_60d,amihud_60d,amount_cv_60d,turnover_std_20d,amount_ratio_10_60,volume_slope_20d,turnover_chg_20_60,vp_corr,volume_surge,up_down_volume_ratio,obv_factor,vr,mfi,tail_volume_ratio,vp_corr_60d,obv_slope_60d,vol_surge_5d,vwap_slope_20d,volatility_20d,volatility_60d,idiosyncratic_vol,volatility_120d,downside_vol_20d,return_skew_60d,return_kurt_60d,atr_ratio_20d,gk_vol_20d,vol_ratio_20_60,max_drawdown_20d,max_drawdown_60d,max_drawdown_120d,max_drawdown_250d,dd_current,dd_area_120d,dd_duration_120d,return_5d,return_10d,return_20d,return_60d,return_120d,return_250d,mom_3_1,mom_6_1,mom_12_1,mom_accel,price_52w_pos,rsi_14,macd_hist_norm,boll_pos_20,ma5_ma20_ratio,ma20_ma60_ratio,roe,roa,roe_ttm,roa_ttm,net_profit_margin,gross_profit_margin,revenue_growth_yoy,profit_growth_yoy,ocf_to_asset,div_yield_ttm,debt_to_asset,vp_divergence_20d,up_vol_shrink_ratio,down_vol_expand_ratio,turnover_zscore_20d,turnover_momentum_5_20,realized_vol_ratio_5_60,overnight_gap_ratio_20d,large_order_proxy_20d,vol_ma_ratio_5_20,price_level_log,shell_value_proxy,mktcap_rank_pct,microcap_liq_interact,strong_reversal_micro,gp_margin,roe_report,accrual_quality,cf_or_ratio,cf_np_ratio,ocf_stability,dupont_np_margin,dupont_asset_turn,dupont_leverage,dupont_roe_check,dupont_tax_burden,cash_to_asset,inventory_to_asset,ar_to_asset,asset_yoy,revenue_yoy,net_profit_yoy,profit_accel,revenue_accel,growth_persist,margin_trend
2016-12,-0.281042,-0.311271,-0.149223,0.229834,-0.036073,0.340795,-0.166635,0.012956,-0.033081,0.007624,0.367021,-0.173357,0.103289,0.312343,-0.05438,0.168641,-0.19113,-0.032111,0.060213,-0.080497,-0.053171,-0.021506,0.108999,,0.015779,-0.040384,0.090283,0.197408,0.291364,0.276274,0.273697,0.296272,-0.298839,-0.009322,0.049645,0.23612,0.234438,0.03524,-0.114366,-0.18698,-0.185089,-0.136209,-0.136209,-0.22865,-0.083345,0.043549,-0.003403,-0.032356,-0.034322,-0.107104,-0.014978,-0.029212,0.123553,0.029831,0.16653,0.131378,0.08523,-0.108685,-0.043096,-0.009349,0.13838,,,,,,,,,,,,-0.090448,-0.005328,-0.092816,0.033923,0.088009,0.043238,-0.058797,-0.062784,-0.090283,0.25738,0.281158,-0.281158,-0.242176,-0.125347,-0.137073,0.009836,-0.07879,0.105016,0.07879,0.066171,-0.048005,0.023291,-0.194994,0.011163,-0.11539,-0.084953,-0.005055,0.120583,-0.085294,-0.044189,-0.017599,-0.035629,-0.011437,0.007672,-0.024023
2017-01,0.073801,0.084038,0.019569,-0.01898,0.048717,-0.06042,0.036025,0.062202,-0.050079,0.029434,-0.066325,0.032906,-0.025692,-0.035585,0.050797,0.061315,0.059266,-0.052477,0.034139,-0.052604,-0.0462,0.032312,0.076679,,-0.006858,-0.063768,0.035101,-0.053877,-0.001373,-0.0015,0.01956,-0.022096,0.051068,0.072639,-0.018369,-0.005174,0.011639,0.014526,0.108727,0.105202,0.109616,0.099537,0.099537,0.074683,0.042806,0.052897,0.140385,0.100908,0.103427,0.095411,0.064783,-0.066851,-0.051026,-0.024353,-0.019446,-0.100159,0.140885,-0.079402,-0.133586,-0.114041,-0.080291,,,,,,,,,,,,-0.014812,0.024063,-0.020807,0.059212,0.023021,0.044043,0.070073,-0.067562,-0.035101,0.12113,-0.074252,0.074252,0.057367,0.085005,-0.041574,-0.005626,-0.02731,-0.002966,0.02731,0.009596,-0.018536,0.027533,-0.020844,-0.002965,0.01933,0.03648,0.014944,0.012252,-0.005494,-0.072695,-0.06382,-0.035873,-0.09448,-0.041446,0.001018
2017-02,-0.054648,-0.079072,-0.051131,0.117853,0.012996,0.174168,-0.034901,0.017981,-0.04493,0.036234,0.189211,-0.027987,0.032274,0.155227,-0.052374,0.032909,-0.072473,-0.061005,0.04783,0.020588,0.009483,-0.035627,-0.063636,,-0.015634,0.025181,0.037272,0.122537,0.105355,0.208305,0.19674,0.191952,-0.108492,-0.029238,0.082644,0.118674,0.126581,-0.067057,-0.00495,-0.17729,-0.17784,-0.161022,-0.161022,-0.147974,0.007901,0.045516,-0.001425,0.00191,-0.128004,-0.066307,-0.080339,0.125363,0.054449,0.070082,-0.022678,0.16081,-0.056859,-0.077747,-0.020688,0.035516,0.120674,,,,,,,,,,,,-0.030994,0.026066,-0.023201,0.04762,0.029497,-0.066602,0.063501,-0.018921,-0.037272,0.038791,0.053693,-0.053693,-0.051775,0.024253,0.115467,0.195155,-0.031639,0.10954,0.031639,0.11621,0.163879,-0.011094,0.004252,0.196246,-0.052669,-0.020046,0.029431,-0.017792,0.105584,0.095427,0.089263,0.040967,0.009902,0.133043,0.039893
2017-03,-0.247767,-0.265858,-0.108267,0.149079,-0.04083,0.305035,-0.147008,0.050496,-0.022528,-0.018849,0.345965,-0.138731,0.113556,0.27326,-0.055064,0.011091,-0.052743,0.026528,-0.018908,0.083851,0.062864,-0.070336,-0.079202,,0.036089,0.051768,0.033998,0.115492,0.181852,0.291751,0.278869,0.316936,-0.268664,-0.089342,0.141648,0.180099,0.15828,-0.115873,-0.260396,-0.345777,-0.315538,-0.295245,-0.295245,-0.22834,0.003442,-0.154511,-0.211517,-0.196183,-0.246389,-0.109968,-0.091226,0.183368,0.052053,0.027055,-0.059875,0.29488,-0.133905,0.135861,0.160788,0.178864,0.187926,,,,,,,,,,,,-0.035629,0.042063,0.003491,-0.015559,0.020101,0.063337,0.043079,-0.045704,-0.033998,0.085662,0.248112,-0.248112,-0.217921,-0.197843,0.086948,0.186497,-0.030393,0.083426,0.030393,0.051487,0.137214,-0.005114,-0.070552,0.179714,-0.115326,-0.014997,0.002281,0.101237,0.098767,0.08398,0.081729,0.027925,-0.014437,0.129961,0.032216
2017-04,-0.184293,-0.193521,-0.045244,0.194671,-0.065901,0.247464,-0.156972,0.058495,0.003134,-0.008406,0.286767,-0.119964,0.053849,0.223656,-0.186899,-0.074375,-0.113022,0.058087,-0.120978,0.117769,0.133515,-0.087531,-0.106348,,0.004058,0.011689,-0.108063,0.177717,0.201512,0.213005,0.187802,0.250812,-0.249093,-0.094292,-0.02002,0.210038,0.167822,0.005226,-0.237851,-0.253101,-0.238353,-0.224073,-0.224073,-0.172544,-0.011658,-0.084514,-0.189614,-0.250037,-0.167019,-0.138063,-0.084126,-0.059606,0.019064,0.004799,0.049388,0.222147,-0.130119,0.134942,0.102762,0.224224,0.175644,,,,,,,,,,,,0.010789,-0.019879,0.034533,-0.096748,-0.110641,0.015992,-0.053257,0.039023,0.108063,0.06502,0.184293,-0.184293,-0.179406,-0.24006,0.080323,0.14033,-0.036585,0.077577,0.036585,0.097657,0.144849,-0.016768,-0.025864,0.132767,-0.048352,0.015132,0.069698,0.044987,0.07465,0.02213,-0.021196,-0.079347,-0.030264,0.104809,-0.02193
2017-05,-0.075306,-0.090979,-0.077795,-0.003783,-0.05055,0.072856,-0.087848,0.189224,-0.005466,-0.087192,0.051717,-0.133946,0.12359,0.130061,0.140711,0.126869,0.134511,-0.194517,0.074247,-0.152148,-0.130681,0.160633,0.140386,,-0.07303,-0.028993,0.06584,-0.133836,0.082151,0.048131,0.053534,0.046528,-0.024588,0.052595,0.050466,0.070335,0.099196,0.101127,0.112633,0.080289,0.043107,0.020987,0.020987,-0.05736,-0.074988,0.074773,0.12846,0.181654,0.097101,0.017448,-0.040182,0.019881,0.073745,0.12111,0.10856,-0.02073,0.140862,-0.099577,-0.114171,-0.144747,-0.094518,,,,,,,,,,,,-0.116891,0.040238,-0.133029,0.096541,0.057696,0.029448,0.164219,-0.165056,-0.06584,0.033865,0.075306,-0.075306,-0.086351,0.118347,-0.073442,0.036447,-0.011477,0.039146,0.011477,0.034801,-0.031383,0.116816,-0.056415,0.039483,-0.016685,-0.018648,-0.036315,0.018459,-0.001821,0.03775,0.064676,0.058352,0.046742,0.035489,0.033798
2017-06,-0.224282,-0.263469,-0.129554,0.145575,-0.037822,0.25065,-0.15414,0.107837,-0.017853,-0.074908,0.244071,-0.193269,0.066495,0.253272,-0.071082,-0.188171,-0.034508,0.023871,-0.155407,0.219073,-0.023034,-0.214417,-0.228968,,-0.040672,-0.022848,-0.229955,0.104753,0.286904,0.249853,0.267111,0.228453,-0.334073,0.078454,-0.034972,0.295785,0.264728,0.087699,-0.314007,-0.169377,-0.174243,-0.206297,-0.206297,-0.200963,-0.050684,-0.201059,-0.270641,-0.15011,-0.087941,-0.147442,-0.121307,0.063628,0.103953,0.078726,0.128953,0.205335,-0.264476,0.197796,0.272823,0.241823,0.041239,,,,,,,,,,,,0.001885,0.046715,0.097012,-0.140187,-0.250381,-0.08647,0.083943,-0.042345,0.229955,0.315672,0.224282,-0.224282,-0.193808,-0.068206,-0.222681,-0.103219,-0.105327,0.116469,0.105327,0.019363,-0.120429,-0.030254,-0.206379,-0.125473,-0.055153,-0.159461,0.03057,0.241907,-0.165034,-0.129595,-0.034137,0.00593,0.002254,-0.092872,0.008612
2017-07,0.21062,0.230916,0.099236,-0.126059,0.184619,-0.069492,0.209582,0.070676,0.017867,0.093531,-0.153088,0.139018,0.083571,-0.035166,0.314444,0.192331,0.298352,-0.226041,0.233098,-0.277938,-0.273803,0.275018,0.304046,,-0.17007,-0.145823,0.161206,-0.374716,-0.092918,-0.184592,-0.172236,-0.187598,0.282382,0.20484,-0.074915,-0.067745,0.004568,0.13667,0.364503,0.387018,0.344626,0.341592,0.341592,0.244443,0.066796,-0.000271,0.199412,0.383503,0.368006,0.254591,0.262616,-0.160693,-0.110074,-0.166183,-0.045463,-0.34119,0.353933,-0.114887,-0.299654,-0.384958,-0.38268,,,,,,,,,,,,-0.086297,-0.030839,-0.149614,0.251458,0.170556,0.108521,-0.056568,-0.031268,-0.161206,-0.04971,-0.21218,0.21218,0.22536,0.403987,0.102287,-0.076684,0.036988,-0.134926,-0.036988,-0.06544,-0.015258,-0.049776,0.105064,-0.057818,0.064495,0.08885,-0.005334,-0.119123,0.055889,0.025907,-0.026867,-0.029096,-0.038813,-0.013283,-0.018561
2017-08,0.078834,0.062423,-0.005685,0.014372,0.115009,0.069139,0.113192,0.053227,-0.016677,0.115943,0.057843,0.107995,0.082148,0.084258,0.030951,-0.00325,0.045246,-0.000649,0.025152,0.020984,0.010383,-0.037347,-0.01175,,-0.077658,-0.021541,0.041625,0.033717,0.060623,0.031672,0.025049,0.068019,-0.08928,0.061145,-0.030464,0.039258,0.038182,0.074032,-0.067006,-0.031637,0.000333,0.049009,0.049009,0.014572,0.084556,0.019793,0.041822,-0.053984,0.042525,0.086613,0.146762,-0.053227,-0.079035,-0.140544,-0.021091,-0.051151,-0.022451,0.005905,0.010787,0.021245,-0.051353,,,,,,,,,,,,-0.043656,0.043013,-0.038181,0.012751,0.03425,0.053368,0.088004,-0.014477,-0.041625,-0.079967,-0.078834,0.078834,0.107094,-0.072928,0.104056,0.049514,0.088907,-0.100244,-0.088907,-0.046138,0.020181,0.055336,0.099507,0.03405,0.047726,0.045808,-0.066094,-0.135762,0.15535,0.137881,0.051968,0.013891,0.047527,0.131327,-0.016638
2017-09,-0.07308,-0.060423,0.008146,0.208871,0.180108,0.331155,0.02656,0.221548,0.025467,0.129871,0.30831,-0.005969,0.225785,0.349303,0.05546,-0.044837,0.116888,-0.185502,-0.030011,-0.113084,-0.1348,0.144746,0.090051,,-0.225831,-0.158287,-0.10257,-0.159731,0.293591,0.328063,0.300342,0.266217,-0.260858,0.027817,0.014878,0.284533,0.272728,0.107282,-0.130522,-0.079973,-0.096693,-0.150952,-0.150952,-0.220124,-0.100816,0.01712,-0.016722,0.080599,0.09552,-0.066747,-0.146627,-0.037842,0.116528,0.185942,0.174061,0.151579,0.041869,0.079543,-0.06271,0.01803,-0.168642,,,,,,,,,,,,-0.177677,0.061755,-0.171991,0.053918,-0.102827,0.036599,0.099419,-0.144206,0.10257,-0.06499,0.07308,-0.07308,-0.025939,0.112488,0.104762,0.201872,-0.104118,0.163456,0.104118,0.198673,0.126718,0.082037,0.002661,0.198506,-0.036706,-0.003184,0.03018,0.076417,0.081414,0.02939,0.012535,-0.017944,-0.007456,0.068337,0.003522
2017-10,-0.245602,-0.279309,-0.160811,0.058479,-0.071001,0.26639,-0.203738,0.153942,-0.003836,-0.108947,0.242356,-0.204631,0.10837,0.277914,0.061267,0.033001,0.038287,-0.060828,-0.074892,-0.021619,-0.043926,0.011263,-0.027508,,-0.06174,-0.071524,-0.038148,0.003275,0.24046,0.149788,0.152352,0.222179,-0.261807,-0.022556,0.016269,0.189189,0.17173,0.207674,-0.127952,-0.099724,-0.205485,-0.284354,-0.284354,-0.310071,-0.154867,-0.066154,-0.100333,-0.028535,-0.03741,-0.254984,-0.207899,0.023022,0.25068,0.220863,0.221468,0.283797,-0.047176,0.075241,0.056742,0.055631,0.022483,,,,,,,,,,,,-0.050676,-0.030962,-0.083421,-0.041967,-0.038271,0.152297,-0.032231,-0.134972,0.038148,0.088084,0.245602,-0.245602,-0.236939,-0.047512,-0.067054,-0.006632,-0.057096,0.053223,0.057096,0.01339,-0.007998,-0.031787,-0.11724,-0.006295,-0.060561,-0.047699,0.03127,0.092991,-0.016091,0.004522,0.020905,0.010939,-0.008889,0.067561,0.013415
2017-11,-0.107195,-0.117782,-0.092754,-0.002501,-0.073133,0.076142,-0.097,0.155335,-0.04306,-0.073354,0.100376,-0.105672,0.148084,0.117152,-0.04394,0.0147,-0.051539,-0.087479,0.023271,-0.0063,-0.00683,-0.001219,0.034075,,-0.076992,0.064515,-0.01157,0.058589,0.004184,0.025432,0.03234,0.055304,-0.004292,0.014488,0.122198,-0.001212,0.020215,-0.02884,0.014683,-0.054272,-0.081704,-0.165784,-0.165784,-0.19003,-0.161943,0.040786,0.014121,-0.018297,-0.118914,-0.150747,-0.177396,0.128927,0.172686,0.190569,0.106246,0.165913,-0.015224,-0.078907,-0.056196,-0.006999,0.10085,,,,,,,,,,,,-0.067051,0.068649,-0.030656,0.07672,-0.016749,-0.04564,0.135322,-0.110875,0.01157,-0.009916,0.107195,-0.107195,-0.108788,-0.047517,0.032792,0.07586,-0.082397,0.065144,0.082397,0.094903,-0.002737,0.067199,-0.002747,0.067121,-0.02156,0.029682,0.019237,0.074225,0.040255,0.048447,0.03536,0.009313,-2.2e-05,0.082024,0.012311
2017-12,-0.224932,-0.236594,-0.088167,0.177402,-0.046696,0.258362,-0.157237,0.069062,-0.01706,-0.045066,0.265673,-0.167555,0.170919,0.265644,-0.01945,0.064821,-0.108287,-0.039059,0.022084,-0.069304,-0.081823,0.049928,0.077667,,-0.044473,-0.015793,0.019429,0.08263,0.269023,0.280193,0.287751,0.26265,-0.245287,-0.008183,0.028681,0.267224,0.263457,0.033701,-0.026203,-0.150846,-0.116511,-0.134563,-0.134563,-0.195142,-0.012157,-0.004311,-0.029147,0.019801,-0.065884,-0.046595,-0.145222,0.076344,0.039437,0.164245,-0.010114,0.13516,0.057775,-0.081939,-0.042047,-0.025834,0.091543,,,,,,,,,,,,-0.05604,0.001426,-0.051355,0.021988,0.016598,0.011725,0.058595,-0.065248,-0.019429,0.174338,0.224932,-0.224932,-0.197465,-0.022735,-0.004498,0.040573,-0.118541,0.109467,0.118541,0.041042,0.034423,-0.056246,-0.162567,0.043254,-0.138245,-0.009334,0.008232,0.266245,-0.033595,-0.049552,0.001243,0.006306,0.000778,-0.007102,-0.007731
2018-01,-0.075076,-0.081095,-0.072178,-0.045838,-0.142149,-0.014467,-0.128788,0.080849,-0.029589,-0.162674,-0.049191,-0.153337,0.097309,0.012231,0.109543,0.082363,0.094322,-0.175336,0.109384,-0.112563,-0.135903,0.134334,0.143071,,-0.136472,-0.03861,0.082311,-0.096346,-0.059714,-0.093167,-0.097795,-0.094008,0.090572,0.00789,0.113581,-0.112528,-0.078963,0.045302,0.11369,0.037371,-0.030029,-0.152477,-0.152477,-0.178402,-0.175081,0.052179,0.030154,0.113622,-0.026725,-0.144789,-0.194888,0.124414,0.19116,0.224447,0.1435,0.152288,0.09712,-0.075552,0.017549,-0.108436,-0.013995,,,,,,,,,,,,-0.116425,0.036989,-0.150845,0.111562,0.072778,0.05,-0.004788,-0.119017,-0.08231,-0.059291,0.075076,-0.075076,-0.117006,0.022804,0.079888,0.08627,0.015242,0.012338,-0.015242,0.025937,0.069699,0.051796,0.084136,0.096891,0.031132,-0.008926,0.069159,-0.103717,0.145333,0.186264,0.10089,0.036684,0.055878,0.186361,0.021517
2018-02,0.379888,0.389528,0.160771,-0.286532,0.265957,-0.136454,0.34746,-0.010858,-0.040408,0.23467,-0.1639,0.331063,-0.002508,-0.130156,0.104292,-0.146296,0.135859,-0.06399,-0.143895,-0.096758,-0.149269,0.063944,-0.06441,,-0.087186,-0.159463,-0.139778,-0.333225,-0.184901,-0.182052,-0.210919,-0.209895,0.2162,0.089527,0.058113,-0.13863,-0.125785,0.00065,0.18701,0.29215,0.333285,0.329289,0.329289,0.284268,0.090831,-0.238395,-0.31777,0.246339,0.317408,0.2554,0.32858,-0.254536,-0.167264,-0.317396,-0.012337,-0.328394,-0.016506,0.345264,0.100542,-0.07155,-0.369681,,,,,,,,,,,,0.014902,-0.029692,-0.061785,-0.177375,-0.137326,0.117073,0.088988,0.061539,0.139778,-0.174908,-0.379888,0.379888,0.379645,0.36308,0.21001,0.053748,0.180025,-0.123559,-0.180025,-0.063936,0.086059,0.049778,0.257281,0.040404,0.158374,0.113747,-0.041612,-0.267788,0.089669,0.10149,-0.005002,-0.048857,-0.038148,0.037992,-0.051547
2018-03,0.006806,0.011067,0.042608,0.090172,0.095028,0.128497,0.034306,0.160225,-0.075464,0.053289,0.084916,0.003707,0.100854,0.167555,0.116283,0.072298,0.121824,-0.087946,-0.07388,0.033012,0.030237,-0.022225,0.009427,,-0.055282,0.003129,-0.004663,-0.085245,0.139273,0.1178,0.117732,0.079006,-0.110709,0.044556,0.033871,0.134451,0.136103,0.07685,-0.160036,-0.081195,-0.146148,-0.151687,-0.151687,-0.180588,-0.068615,-0.098922,-0.056591,-5.9e-05,-0.048309,-0.164458,-0.114507,0.053969,0.180456,0.116832,0.158554,0.151047,-0.006808,0.035672,0.063487,0.011078,0.004121,,,,,,,,,,,,-0.084999,0.059449,-0.094365,-0.081566,-0.014855,0.060671,0.110508,-0.118419,0.004664,-0.010612,-0.005961,0.005961,0.020085,-0.006963,0.095125,0.03602,0.021349,0.018411,-0.021349,0.004756,0.07802,-0.011128,0.069694,0.042886,0.030186,0.033155,0.005104,0.017748,-0.015781,-0.000732,-0.029363,-0.022353,-0.022324,-0.001675,-0.007057
2018-04,0.052628,0.075768,0.075029,0.114979,0.13283,0.096311,0.129547,-0.011645,-0.028701,0.124905,0.09474,0.086652,0.075673,0.081543,0.103795,0.065443,0.02634,-0.094425,0.025564,-0.011731,-0.006599,0.036995,0.074462,,-0.086104,-0.020849,0.08534,-0.004739,0.095677,0.122421,0.120025,0.109377,-0.086366,-0.000392,-0.018614,0.083505,0.088932,0.015335,-0.002108,0.004862,0.007657,-0.003587,-0.003587,-0.061149,-0.02055,-0.051344,0.097603,0.005794,0.044294,0.023033,-0.022922,-0.042271,0.014263,0.057442,0.063952,0.005385,0.066923,-0.074908,-0.043147,-0.082923,-0.031923,,,,,,,,,,,,-0.078535,0.05786,-0.076353,-0.016777,0.081947,-0.019116,0.053032,0.009897,-0.08534,-0.074498,-0.052628,0.052628,0.109043,0.028583,0.057293,0.207751,-0.062319,0.142118,0.062319,0.185192,0.081767,0.23966,0.047819,0.220009,-0.063382,0.039799,0.009097,0.121777,0.002733,-0.017903,-0.030944,-0.009692,0.031319,-0.014169,-0.031419
2018-05,-0.071321,-0.077395,-0.011332,-0.038374,-0.133471,0.021687,-0.15839,0.154518,-0.008814,-0.13232,0.021368,-0.152446,0.179346,0.06196,0.056248,0.149086,0.041503,-0.109353,0.080805,-0.074037,-0.071706,0.034169,0.08923,,-0.124537,0.015737,0.123318,0.061745,0.015075,-0.009126,-0.0056,-0.026099,0.00067,0.003237,0.126671,-0.010354,0.016935,0.039546,0.063301,0.012669,-0.030235,-0.135053,-0.135053,-0.151397,-0.137171,0.056749,0.090765,0.069088,-0.052473,-0.10729,-0.206851,0.089427,0.161097,0.245965,0.087408,0.13498,0.054026,-0.143276,-0.034155,-0.091734,0.098054,,,,,,,,,,,,-0.113857,0.054728,-0.10474,0.097383,0.137635,0.092483,0.03647,-0.162784,-0.123318,-0.052694,0.071321,-0.071321,-0.134482,0.064261,0.046327,0.08708,0.00485,0.047497,-0.00485,0.069345,0.088494,0.019091,-0.038086,0.109045,-0.01797,-0.004167,0.010254,0.00558,0.030872,0.066888,0.055932,0.025291,0.019066,0.04372,0.023085
2018-06,-0.025098,-0.071816,-0.146064,0.047641,0.234558,0.280589,0.167708,0.03983,-0.039621,0.218597,0.271907,0.139167,0.031651,0.264497,0.012757,-0.066574,-0.031603,-0.206572,0.044032,-0.160374,-0.049189,0.236346,0.17565,,-0.106118,-0.140943,0.02201,-0.179339,0.18318,0.231827,0.261746,0.212241,-0.05778,0.187599,-0.247923,0.194883,0.227636,-0.110016,0.124396,0.122737,0.189014,0.193009,0.193009,0.051918,0.166805,0.122405,0.156443,0.161284,0.208701,0.24134,0.194773,-0.15535,-0.195004,-0.139885,-0.099358,-0.191521,0.1906,-0.054824,-0.178936,-0.145869,-0.172369,,,,,,,,,,,,-0.122843,0.004633,-0.134694,0.033636,0.005499,0.039995,0.060459,0.027429,-0.02201,0.333437,0.025459,-0.025459,0.106067,0.14152,-0.212986,-0.163177,-0.029286,-0.004066,0.029286,-0.022297,-0.169581,-0.063178,-0.13956,-0.16877,-0.048953,-0.097888,-0.011986,0.070831,-0.155239,-0.053667,-0.023473,0.034339,0.059982,-0.027991,0.007492
2018-07,-0.124959,-0.150515,-0.100788,0.149774,0.122676,0.279952,0.020519,0.003222,-0.044174,0.141582,0.29108,0.010493,0.109087,0.261637,-0.093992,-0.07172,-0.125422,0.038613,-0.04421,0.149065,0.026325,-0.122104,-0.181631,,-0.075831,-0.013591,-0.035543,0.140867,0.234909,0.295494,0.288696,0.268836,-0.259622,0.06859,-0.146594,0.271514,0.250985,-0.004395,-0.202585,-0.234527,-0.16264,-0.134867,-0.134867,-0.147943,0.068494,-0.117265,-0.155959,-0.19256,-0.080481,-0.043893,-0.050178,-0.050555,-0.026832,0.002544,0.035408,0.13459,-0.224486,0.06481,0.17875,0.173232,0.127059,,,,,,,,,,,,0.007915,0.005893,0.042878,-0.045933,-0.042622,0.037687,0.053708,0.022354,0.035542,0.162526,0.123933,-0.123933,-0.039193,-0.162621,-0.052983,-0.085849,-0.018328,-0.03632,0.018328,-0.03733,-0.044598,-0.111114,-0.048754,-0.085515,-0.023082,-0.010918,0.049627,0.061074,-0.077785,-0.055112,-0.027772,0.012682,-0.008798,-0.000764,0.024541
2018-08,-0.13301,-0.162342,-0.102655,0.057447,-0.0283,0.168643,-0.070396,-0.000362,-0.070612,-0.016472,0.178847,-0.023288,-0.000273,0.150621,0.040678,0.138672,-0.065014,-0.083184,0.043163,-0.064197,-0.070778,0.033473,0.006362,,-0.110421,-0.066606,0.108329,0.051691,0.100099,0.099261,0.08158,0.155507,-0.081922,0.049929,-0.10016,0.106265,0.11971,0.044732,-0.017409,-0.023396,-0.000872,0.036109,0.036109,0.034259,0.054863,-0.038551,-0.034012,0.046122,0.012916,0.067239,0.124855,-0.013835,-0.092059,-0.111782,-0.100034,-0.036478,0.017633,-0.002527,0.025413,-0.055293,0.025339,,,,,,,,,,,,-0.092653,0.078576,-0.067665,-0.017858,0.100098,0.115342,0.016381,-0.052674,-0.108329,0.174318,0.133636,-0.133636,-0.105028,0.031192,-0.078765,-0.090149,-0.017652,0.006451,0.017652,0.008994,-0.055629,-0.075175,-0.096755,-0.078726,-0.094616,-0.060186,0.018964,0.106426,-0.093807,-0.077294,-0.045831,-0.026897,-0.025132,-0.027947,-0.021424
2018-09,0.112667,0.110522,0.064047,0.110336,0.186137,0.13266,0.147376,0.016962,-0.044209,0.16532,0.111559,0.146613,-0.041811,0.11803,0.064694,0.002655,0.020845,-0.022646,-0.013061,0.026122,0.006056,-0.033983,-0.033861,,0.044355,0.048255,-0.001563,0.022758,0.157793,0.157742,0.146928,0.141794,-0.139174,-0.009123,0.015497,0.167545,0.166952,0.04674,-0.083412,-0.106791,-0.116784,-0.029269,-0.029269,-0.021101,0.07721,-0.034708,-0.024062,-0.028993,-0.093715,-0.081747,0.009946,0.09032,0.061204,-0.02147,-0.003049,0.027322,-0.03339,-0.037444,0.05127,-0.001574,0.073827,,,,,,,,,,,,-0.024441,0.035407,-0.009887,-0.027474,-0.011681,-0.002283,-0.026256,-0.019165,0.001563,0.137955,-0.111881,0.111881,0.138861,0.012879,-0.044663,0.017902,-0.042894,0.060859,0.042894,0.044828,0.013747,-0.023901,-0.042737,0.015141,-0.000766,0.009229,-0.003065,0.056407,-0.045977,-0.076522,-0.043155,0.037814,0.040107,-0.098057,-0.006856
2018-10,0.157779,0.120663,-0.045603,-0.133716,0.271426,0.108739,0.256755,0.021922,-0.005343,0.227608,0.083644,0.230805,-0.001766,0.106654,0.114925,-0.034063,0.091935,-0.212468,-0.019147,-0.152029,-0.123692,0.141429,0.048308,,-0.124249,-0.150642,-0.024158,-0.304448,0.025879,0.036483,0.071451,0.017731,0.111342,0.183717,-0.118595,0.041071,0.061615,-0.022017,0.175691,0.192571,0.254028,0.283238,0.283238,0.19774,0.139856,-0.062942,-0.06712,0.240395,0.216698,0.305834,0.313561,-0.084528,-0.232485,-0.238663,-0.230306,-0.283787,0.076425,0.135227,-0.05878,-0.106159,-0.256488,,,,,,,,,,,,-0.073488,-0.006753,-0.134278,-0.032368,-0.033437,0.110495,0.014337,0.01089,0.024158,0.117299,-0.157779,0.157779,0.24186,0.289122,0.022084,-0.14478,0.08678,-0.103703,-0.08678,-0.092033,-0.06263,-0.075541,0.055595,-0.143124,0.054203,-0.004822,-0.05,-0.042923,-0.029918,-0.064521,-0.11098,-0.07477,-0.068737,-0.005798,-0.067036
2018-11,0.051915,0.086807,0.092043,0.15756,0.13018,0.079277,0.07777,-0.005735,-0.02418,0.096235,0.05788,0.044847,0.040039,0.067373,0.100943,0.022261,0.079848,-0.045748,0.064414,-0.075013,-0.048448,0.045686,0.053811,,0.02154,0.050586,0.059149,-0.093685,0.131467,0.139753,0.114519,0.096238,-0.098771,-0.028602,0.002888,0.141051,0.16082,0.038328,0.012611,-0.039846,-0.084288,-0.086756,-0.086756,-0.087998,-0.026211,0.072787,0.048612,0.131579,-0.033588,-0.067845,-0.086805,0.132961,0.114279,0.118225,0.015328,0.085934,0.116517,-0.106508,-0.114266,-0.083168,0.021643,,,,,,,,,,,,-0.014751,-0.0012,-0.038095,0.024973,0.060846,0.016098,-2.7e-05,-0.037233,-0.059148,-0.054195,-0.051915,0.051915,0.06773,0.142137,0.018007,0.097301,-0.051343,0.060996,0.051343,0.073459,0.058505,0.048563,0.042137,0.094623,0.007344,0.063489,-0.016663,-0.040883,0.014456,-0.036478,-0.027276,-0.009702,-0.022623,-0.007399,-0.048355
