year,return
2006,0.14950727895995475
2007,0.38024355770318996
2008,-0.15310100291083495
2009,0.37707463022601617
2010,0.11493334241026187
2011,-0.14612329631677035
2012,0.00529556085747096
2013,0.29826767591868486
2014,0.2479674472103739
2015,0.9570393554132843
2016,-0.016190812214928907
2017,-0.08077770663616568
2018,-0.03230833957201795
2019,0.20053177046245207
2020,0.09560765924639703
2021,0.22303153284385835
2022,0.035424349472176875
2023,0.04538322388972804
2024,0.08647663045437914
2025,0.20306757799627273
2026,-0.006962204932187577
