date,trend_ma,trend_ma_hs300,mom,vol,f_val,f_credit,f_m2,f_evt_fx,f_evt_shibor,f_breadth,f_trend_comp,f_mom_comp,f_vol_comp,f_val_q3,f_val_q5,f_val_abs,f_val_deind,pe_hs300,f_val_abs_v2,f_val_abs_s1,f_val_abs_s2,f_val_abs_s3,f_val_abs_s4,f_q_q3r60,f_q_q3r70,f_q_q5r60,f_q_q5r70,f_q_q3m60,f_q_q5m60,f_q_q3z,f_q_q5z,f_q_q8r60
2009-08-31,0.0,0.0,1.0,0.6547778283694938,1.0,1.0,0.85,1.0,1.0,0.8991885743758887,0.3,1.0,0.6547778283694938,1.0,1.0,0.8097142857142857,1.0,19.88,0.8097142857142857,0.8450857142857143,0.7045,0.5795,0.6246666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2009-09-30,0.0,0.0,1.0,0.594924350289352,1.0,1.0,0.85,1.0,1.0,1.0,0.3,1.0,0.594924350289352,1.0,1.0,0.7865714285714285,1.0,20.96,0.7865714285714285,0.8250285714285714,0.6819999999999999,0.5389999999999999,0.5526666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2009-10-31,1.0,1.0,1.0,0.6050816529304547,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6050816529304547,1.0,1.0,0.7640714285714285,1.0,22.01,0.7640714285714285,0.8055285714285714,0.6623125,0.4998333333333333,0.52475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2009-11-30,1.0,1.0,1.0,0.6854563145132453,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6854563145132453,1.0,1.0,0.7383571428571428,1.0,23.21,0.7383571428571428,0.7832428571428571,0.6398125,0.47983333333333333,0.49475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2009-12-31,1.0,1.0,1.0,0.7903129627862383,1.0,1.0,0.85,1.0,1.0,0.9901530151090846,1.0,1.0,0.7903129627862383,1.0,1.0,0.7216428571428571,1.0,23.99,0.7216428571428571,0.7687571428571429,0.6251875,0.4668333333333334,0.47525000000000006,1.0,1.0,0.9958333333333438,1.0,1.0,1.0,1.0,1.0,0.9958333333333438
2010-01-31,0.5,0.0,1.0,0.778367420648677,1.0,1.0,0.85,1.0,1.0,0.9465688090446335,0.6499999999999999,1.0,0.778367420648677,1.0,1.0,0.7728571428571428,1.0,21.6,0.7728571428571428,0.8131428571428572,0.6699999999999999,0.5149999999999999,0.535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-02-28,0.5,0.0,1.0,0.8808374142805098,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,1.0,0.8808374142805098,1.0,1.0,0.7694285714285714,1.0,21.76,0.7694285714285714,0.8101714285714285,0.6669999999999999,0.5089999999999999,0.531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-03-31,0.5,0.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,1.0,1.0,1.0,1.0,0.7775714285714286,1.0,21.38,0.7775714285714286,0.8172285714285714,0.674125,0.52325,0.5405000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-04-30,0.0,0.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,0.8796897141973335,0.3,1.0,1.0,1.0,1.0,0.8714999999999999,1.0,17.14,0.8714999999999999,0.8929,0.8072499999999999,0.693,0.7929999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-05-31,0.0,0.0,0.9826228786314362,0.819729049007764,1.0,1.0,0.85,1.0,1.0,0.9298895766485993,0.3,0.9826228786314362,0.819729049007764,1.0,1.0,0.911,1.0,15.56,0.911,0.9166,0.861,0.772,0.872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-06-30,0.0,0.0,0.6359160033818272,0.7333106510429558,1.0,1.0,0.85,1.0,1.0,0.8176453808723132,0.3,0.6359160033818272,0.7333106510429558,1.0,1.0,0.93725,1.0,14.51,0.93725,0.93235,0.88725,0.8196,0.9098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-07-31,0.0,0.0,0.6386447913546527,0.7316255759695277,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.6386447913546527,0.7316255759695277,1.0,1.0,0.9027499999999999,1.0,15.89,0.9027499999999999,0.91165,0.8527499999999999,0.7555000000000001,0.8554999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-08-31,0.5,0.0,1.0,0.8724981467247133,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,1.0,0.8724981467247133,1.0,1.0,0.9325,1.0,14.7,0.9325,0.9295,0.8825,0.812,0.906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-09-30,1.0,1.0,0.9690553883979525,1.0,1.0,1.0,0.85,1.0,1.0,0.9812560935468839,1.0,0.9690553883979525,1.0,1.0,1.0,0.9325,1.0,14.7,0.9325,0.9295,0.8825,0.812,0.906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-10-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8995,1.0,16.02,0.8995,0.9097,0.84925,0.7490000000000001,0.849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-11-30,1.0,1.0,0.8417670624766753,0.8303629535481243,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.8417670624766753,0.8303629535481243,1.0,1.0,0.9295,1.0,14.82,0.9295,0.9277,0.8795,0.8072,0.9036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-12-31,1.0,1.0,0.761992986822686,0.8160057907272943,1.0,1.0,0.85,1.0,1.0,0.9332644814273232,1.0,0.761992986822686,0.8160057907272943,1.0,1.0,0.92525,1.0,14.99,0.92525,0.92515,0.87525,0.8004,0.9002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-01-31,0.0,0.0,0.4423765199104903,0.7863771167103291,1.0,1.0,0.85,1.0,1.0,0.9873763210441986,0.3,0.4423765199104903,0.7863771167103291,1.0,1.0,0.92425,1.0,15.03,0.92425,0.92455,0.87425,0.7985000000000001,0.8985000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-02-28,1.0,1.0,0.8636565642836151,0.9425803758116713,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.8636565642836151,0.9425803758116713,1.0,1.0,0.9137500000000001,1.0,15.45,0.9137500000000001,0.91825,0.86375,0.7775000000000001,0.8775000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-03-31,1.0,1.0,0.6665271174312775,1.0,1.0,1.0,0.85,1.0,1.0,0.9719577871163173,1.0,0.6665271174312775,1.0,1.0,1.0,0.9245,1.0,15.02,0.9245,0.9247,0.8745,0.799,0.899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-04-30,0.0,0.0,0.44348899087655913,1.0,1.0,1.0,1.0,1.0,1.0,0.9139637417301717,0.3,0.44348899087655913,1.0,1.0,1.0,0.946,1.0,14.16,0.946,0.9376,0.896,0.8336,0.9168000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-05-31,0.0,0.0,0.6239879842507752,1.0,1.0,1.0,0.85,1.0,1.0,0.8333976309918845,0.3,0.6239879842507752,1.0,1.0,1.0,0.96625,1.0,13.35,0.96625,0.94975,0.91625,0.8660000000000001,0.933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-30,0.0,0.0,0.7094395913580942,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.7094395913580942,1.0,1.0,1.0,0.96425,1.0,13.43,0.96425,0.94855,0.91425,0.8628,0.9314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-31,0.0,0.0,0.9635548960034406,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.9635548960034406,1.0,1.0,1.0,0.9705,1.0,13.18,0.9705,0.9523,0.9205,0.8728,0.9364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-31,0.0,0.0,0.4880689960146969,1.0,1.0,1.0,0.85,1.0,1.0,0.929829928981692,0.3,0.4880689960146969,1.0,1.0,1.0,1.0,1.0,11.99,1.0,0.97015,0.95025,0.9204,0.9602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.7255008480576495,0.3,0.4,1.0,1.0,1.0,1.0,1.0,11.13,1.0,0.98305,0.97175,0.9548,0.9773999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-31,0.0,0.0,0.4,0.9524842598721476,1.0,1.0,0.75,1.0,1.0,0.9826750409944202,0.3,0.4,0.9524842598721476,1.0,1.0,1.0,1.0,11.22,1.0,0.9817,0.9695,0.9511999999999999,0.9756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-30,0.0,0.0,0.4,0.9542044467759787,1.0,1.0,0.85,1.0,1.0,0.8531269066899748,0.3,0.4,0.9542044467759787,1.0,1.0,1.0,1.0,10.64,1.0,0.9904,0.984,0.9743999999999999,0.9872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-31,0.0,0.0,0.4,0.9161827266115975,1.0,1.0,0.85,1.0,1.0,0.6962778778874678,0.3,0.4,0.9161827266115975,1.0,1.0,1.0,1.0,10.26,1.0,0.9961,0.9935,0.9896,0.9948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-01-31,0.0,0.0,0.4,0.7943348992481877,1.0,1.0,1.0,1.0,1.0,0.8953455493012822,0.3,0.4,0.7943348992481877,1.0,1.0,1.0,1.0,10.82,1.0,0.9877,0.9795,0.9672,0.9836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-02-29,0.5,1.0,0.4,0.7892975126464326,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.4,0.7892975126464326,1.0,1.0,1.0,1.0,11.35,1.0,0.97975,0.96625,0.9460000000000001,0.973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-03-31,0.0,0.0,0.4,0.8138272685880533,1.0,1.0,0.85,1.0,1.0,0.8504653611029201,0.3,0.4,0.8138272685880533,1.0,1.0,1.0,1.0,10.73,1.0,0.98905,0.98175,0.9708,0.9853999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-04-30,1.0,1.0,0.4,1.0,1.0,1.0,0.93,1.0,1.0,0.9731358321720365,1.0,0.4,1.0,1.0,1.0,1.0,1.0,11.23,1.0,0.98155,0.96925,0.9508,0.9754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-05-31,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9236498680380608,1.0,0.4,1.0,1.0,1.0,1.0,1.0,10.84,1.0,0.9874,0.979,0.9664,0.9832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-06-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.8043490301691211,0.3,0.4,1.0,1.0,1.0,1.0,1.0,10.2,1.0,0.997,0.995,0.992,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-07-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.7920016933724415,0.3,0.4,1.0,1.0,1.0,1.0,1.0,9.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9218814567113334,0.3,0.4,1.0,1.0,1.0,1.0,1.0,9.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9967748882445221,0.3,0.4,1.0,1.0,1.0,1.0,1.0,9.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9905186291235868,0.3,0.4,1.0,1.0,1.0,1.0,1.0,9.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.6869608553175077,0.3,0.4,1.0,1.0,1.0,1.0,1.0,9.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-31,1.0,1.0,0.40742813722307725,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.40742813722307725,1.0,1.0,1.0,1.0,1.0,10.49,1.0,0.99265,0.98775,0.9803999999999999,0.9902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-31,1.0,1.0,0.6493496305575426,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.6493496305575426,1.0,1.0,1.0,1.0,1.0,11.1,1.0,0.9835,0.9725,0.9560000000000001,0.978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
