date,trend_ma,trend_ma_hs300,mom,vol,f_val,f_credit,f_m2,f_evt_fx,f_evt_shibor,f_breadth,f_trend_comp,f_mom_comp,f_vol_comp,f_val_q3,f_val_q5,f_val_abs,f_val_deind,pe_hs300,f_val_abs_v2,f_val_abs_s1,f_val_abs_s2,f_val_abs_s3,f_val_abs_s4,f_q_q3r60,f_q_q3r70,f_q_q5r60,f_q_q5r70,f_q_q3m60,f_q_q5m60,f_q_q3z,f_q_q5z,f_q_q8r60
2013-02-28,1.0,1.0,0.51679639388969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51679639388969,1.0,1.0,1.0,1.0,1.0,10.91,1.0,0.98635,0.97725,0.9636,0.9818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-03-31,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.8790232578890824,1.0,0.4,1.0,1.0,1.0,1.0,1.0,10.1,1.0,0.9985,0.9975,0.996,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-30,0.5,0.0,0.4,1.0,1.0,1.0,0.95,1.0,1.0,0.8555231288388004,0.6499999999999999,0.4,1.0,1.0,1.0,1.0,1.0,9.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-05-31,1.0,1.0,0.568403682529631,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.568403682529631,1.0,1.0,1.0,1.0,1.0,10.05,1.0,0.99925,0.99875,0.998,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-06-30,0.0,0.0,0.4,1.0,1.0,1.0,0.7899999999999998,1.0,1.0,0.6993875736794585,0.3,0.4,1.0,1.0,1.0,1.0,1.0,8.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-07-31,0.0,0.0,0.4974725508895852,0.9140065695135713,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4974725508895852,0.9140065695135713,1.0,1.0,1.0,1.0,8.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-08-31,0.5,0.0,0.6878220734807448,0.8991174426901075,1.0,1.0,0.85,1.0,1.0,0.9916497881942086,0.6499999999999999,0.6878220734807448,0.8991174426901075,1.0,1.0,1.0,1.0,8.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-09-30,1.0,1.0,0.8028227155091039,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.8028227155091039,1.0,1.0,1.0,1.0,1.0,9.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-10-31,0.5,0.0,0.7868088342372106,1.0,1.0,1.0,0.85,1.0,1.0,0.9739317375139944,0.6499999999999999,0.7868088342372106,1.0,1.0,1.0,1.0,1.0,8.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-11-30,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-12-31,0.5,0.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,0.9364933967798962,0.6499999999999999,1.0,1.0,1.0,1.0,1.0,1.0,8.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-01-31,0.5,0.0,0.7958397161381434,1.0,1.0,1.0,0.7300000000000001,1.0,1.0,0.9403324972784285,0.6499999999999999,0.7958397161381434,1.0,1.0,1.0,1.0,1.0,8.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-02-28,0.5,0.0,0.7586360571326964,1.0,1.0,1.0,0.7699999999999999,1.0,1.0,1.0,0.6499999999999999,0.7586360571326964,1.0,1.0,1.0,1.0,1.0,8.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-03-31,0.0,0.0,0.7268172264339658,1.0,1.0,1.0,0.85,1.0,1.0,0.887380704849012,0.3,0.7268172264339658,1.0,1.0,1.0,1.0,1.0,8.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-04-30,0.0,0.0,0.7505752422202243,1.0,1.0,1.0,0.6099999999999998,1.0,1.0,0.9162358585541359,0.3,0.7505752422202243,1.0,1.0,1.0,1.0,1.0,7.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-05-31,0.0,0.0,0.6064334643010874,1.0,1.0,1.0,0.85,1.0,1.0,0.9804242464188461,0.3,0.6064334643010874,1.0,1.0,1.0,1.0,1.0,8.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-06-30,0.5,0.0,0.6770196446905201,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.6770196446905201,1.0,1.0,1.0,1.0,1.0,8.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-08-31,1.0,1.0,0.9537792447163058,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.9537792447163058,1.0,1.0,1.0,1.0,1.0,8.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-09-30,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-10-31,1.0,1.0,0.9767893633106142,1.0,1.0,1.0,0.8699999999999999,1.0,1.0,1.0,1.0,0.9767893633106142,1.0,1.0,1.0,1.0,1.0,8.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-11-30,1.0,1.0,1.0,1.0,1.0,1.0,0.7899999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.83,1.0,1.0,1.0,1.0,1.0,0.9611111111112084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-12-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,0.9558482259753202,1.0,1.0,1.0,1.0,1.0,0.9815,1.0,12.74,0.9815,0.9589,0.9315,0.8904,0.9452,0.600000000001,0.6000000000013332,0.916666666666875,1.0,0.6000000000012092,1.0,0.6464010934462481,1.0,1.0
2015-01-31,1.0,1.0,1.0,0.9471107147897303,1.0,1.0,0.8299999999999997,1.0,1.0,1.0,1.0,1.0,0.9471107147897303,1.0,1.0,0.9884999999999999,1.0,12.46,0.9884999999999999,0.9631,0.9385,0.9016,0.9508,0.6277777777787084,0.6370370370382469,0.916666666666875,1.0,0.658577405858791,1.0,0.7348871742408842,1.0,1.0
2015-02-28,1.0,1.0,1.0,0.9588525097794489,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.9588525097794489,1.0,1.0,0.97975,1.0,12.81,0.97975,0.95785,0.92975,0.8876,0.9438,0.600000000001,0.6000000000013332,0.883333333333625,0.9777777777778518,0.6000000000012061,1.0,0.7166472671291293,1.0,1.0
2015-03-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9385,1.0,14.46,0.9385,0.9331,0.8885,0.8216,0.9108,0.600000000001,0.6000000000013332,0.8000000000004999,0.866666666667111,0.6000000000011538,0.8919389978216978,0.6,0.9534709166171457,1.0
2015-04-30,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8855000000000001,1.0,16.58,0.8855000000000001,0.9013,0.82825,0.7210000000000001,0.8210000000000001,0.600000000001,0.6000000000013332,0.600000000001,0.6000000000013332,0.600000000001116,0.600000000001116,0.6,0.7862794482859748,0.9125000000002187
2015-05-31,1.0,1.0,1.0,0.8112850526130253,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.8112850526130253,1.0,1.0,0.8915,1.0,16.34,0.8915,0.9049,0.8372499999999999,0.7330000000000001,0.833,0.6277777777787084,0.6370370370382469,0.616666666667625,0.6222222222234814,0.6278422273792332,0.6278422273792332,0.6219118117031053,0.8095421986380261,0.9125000000002187
2015-06-30,1.0,1.0,1.0,0.537628829088611,1.0,1.0,0.85,1.0,1.0,0.9459535726433976,1.0,1.0,0.537628829088611,1.0,1.0,0.89725,1.0,16.11,0.89725,0.90835,0.845875,0.7445,0.8445,0.6555555555564166,0.6740740740751605,0.6333333333342499,0.6444444444456296,0.6545243619499292,0.6545243619499292,0.7083227153779281,0.8351278313941536,0.9229166666668593
2015-07-31,0.0,0.0,1.0,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.9545,1.0,13.82,0.9545,0.9427,0.9045,0.8472,0.9236,0.7111111111118333,0.7481481481489877,0.816666666667125,0.8888888888892592,0.920185614849466,0.920185614849466,0.9156563778512332,1.0,1.0
2015-08-31,0.0,0.0,1.0,0.5,1.0,1.0,0.85,0.5,1.0,0.998769161009424,0.3,1.0,0.5,1.0,1.0,1.0,1.0,11.69,1.0,0.97465,0.95775,0.9324,0.9662000000000001,0.8222222222226666,0.8962962962966419,0.9333333333335,1.0,1.0,1.0,1.0,1.0,1.0
2015-09-30,0.0,0.0,1.0,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,1.0,0.5,1.0,1.0,1.0,1.0,11.22,1.0,0.9817,0.9695,0.9511999999999999,0.9756,0.8500000000003749,0.9333333333335555,0.9750000000000625,1.0,1.0,1.0,1.0,1.0,1.0
2015-10-31,0.0,0.0,1.0,0.5,1.0,1.0,0.8099999999999997,1.0,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.989,1.0,12.44,0.989,0.9634,0.9390000000000001,0.9024000000000001,0.9512,0.8222222222226666,0.8962962962966419,0.883333333333625,0.9777777777778518,1.0,1.0,1.0,1.0,1.0
2015-11-30,0.0,0.0,1.0,0.5449828815758739,1.0,1.0,0.85,1.0,1.0,1.0,0.3,1.0,0.5449828815758739,1.0,1.0,0.98975,1.0,12.41,0.98975,0.96385,0.93975,0.9036,0.9518,0.8500000000003749,0.9333333333335555,0.883333333333625,0.9777777777778518,1.0,1.0,1.0,1.0,1.0
2015-12-31,1.0,1.0,1.0,0.7853115702828547,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.7853115702828547,1.0,1.0,0.97475,1.0,13.01,0.97475,0.95485,0.92475,0.8796,0.9398,0.7388888888895415,0.7851851851859011,0.8000000000004999,0.866666666667111,1.0,1.0,1.0,1.0,1.0
2016-01-31,0.0,0.0,0.4987614467500676,0.5615458019176719,1.0,1.0,0.7700000000000002,1.0,1.0,0.8893388616072443,0.3,0.4987614467500676,0.5615458019176719,1.0,1.0,1.0,1.0,10.47,1.0,0.99295,0.98825,0.9812,0.9906,0.9888888888889166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-02-29,0.0,0.0,0.4,0.528583323908772,1.0,1.0,0.9899999999999998,1.0,1.0,0.9766688123937308,0.3,0.4,0.528583323908772,1.0,1.0,1.0,1.0,10.26,1.0,0.9961,0.9935,0.9896,0.9948,0.9888888888889166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-03-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4,0.5,1.0,1.0,1.0,1.0,11.44,1.0,0.9784,0.964,0.9424,0.9712000000000001,0.9333333333335,1.0,0.883333333333625,0.9777777777778518,1.0,1.0,1.0,1.0,1.0
2016-04-30,0.0,0.0,0.4,0.6882182851554767,1.0,1.0,0.7300000000000001,1.0,1.0,0.9642833571459668,0.3,0.4,0.6882182851554767,1.0,1.0,1.0,1.0,11.32,1.0,0.9802,0.967,0.9472,0.9736,0.9611111111112084,1.0,0.90000000000025,1.0,1.0,1.0,1.0,1.0,1.0
2016-05-31,0.0,0.0,0.4,0.8623562953103635,1.0,1.0,0.85,1.0,1.0,0.9192938752804493,0.3,0.4,0.8623562953103635,1.0,1.0,1.0,1.0,11.36,1.0,0.9796,0.966,0.9456,0.9728,0.9611111111112084,1.0,0.866666666667,0.9555555555557037,1.0,1.0,1.0,1.0,1.0
2016-06-30,1.0,1.0,0.4,0.9463786236088023,1.0,1.0,0.6499999999999999,1.0,1.0,1.0,1.0,0.4,0.9463786236088023,1.0,1.0,1.0,1.0,11.37,1.0,0.97945,0.96575,0.9452,0.9726,0.9611111111112084,1.0,0.8500000000003749,0.9333333333335555,1.0,1.0,1.0,1.0,1.0
2016-07-31,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9551733102001396,1.0,0.4,1.0,1.0,1.0,1.0,1.0,11.7,1.0,0.9745,0.9575,0.932,0.966,0.9055555555557917,1.0,0.8000000000004999,0.866666666667111,1.0,1.0,1.0,1.0,1.0
2016-08-31,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.991,1.0,12.36,0.991,0.9646,0.9410000000000001,0.9056000000000001,0.9528,0.9055555555557917,1.0,0.783333333333875,0.8444444444449629,1.0,1.0,1.0,1.0,1.0
2016-09-30,1.0,1.0,0.5248452948664886,1.0,1.0,1.0,1.0,1.0,1.0,0.9514397547929683,1.0,0.5248452948664886,1.0,1.0,1.0,0.99875,1.0,12.05,0.99875,0.96925,0.94875,0.9179999999999999,0.959,0.9333333333335,1.0,0.8000000000004999,0.866666666667111,1.0,1.0,1.0,1.0,1.0
2016-10-31,1.0,1.0,0.4,1.0,1.0,1.0,0.8699999999999999,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.998,1.0,12.08,0.998,0.9688,0.948,0.9168000000000001,0.9584,0.9333333333335,1.0,0.8000000000004999,0.866666666667111,1.0,1.0,1.0,1.0,1.0
2016-11-30,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9761984338063504,1.0,0.4,1.0,1.0,1.0,0.98125,1.0,12.75,0.98125,0.95875,0.93125,0.89,0.9450000000000001,0.7944444444449583,0.8592592592597283,0.716666666667375,0.7555555555563703,1.0,1.0,1.0,1.0,0.9958333333333438
2016-12-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9328445038642561,0.3,0.4,1.0,1.0,1.0,0.99225,1.0,12.31,0.99225,0.96535,0.94225,0.9076,0.9538,0.9611111111112084,1.0,0.816666666667125,0.8888888888892592,1.0,1.0,1.0,1.0,1.0
2017-01-31,0.5,1.0,0.6119924692238232,1.0,1.0,1.0,0.8300000000000001,1.0,1.0,0.9725741674116926,0.6499999999999999,0.6119924692238232,1.0,1.0,1.0,0.9805,1.0,12.78,0.9805,0.9583,0.9305,0.8888,0.9444,0.7944444444449583,0.8592592592597283,0.716666666667375,0.7555555555563703,1.0,1.0,1.0,1.0,0.985416666666703
2017-02-28,1.0,1.0,0.6606179576957678,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.6606179576957678,1.0,1.0,1.0,0.97575,1.0,12.97,0.97575,0.95545,0.92575,0.8812,0.9406,0.7666666666672499,0.8222222222228147,0.7000000000007499,0.7333333333342221,1.0,1.0,1.0,0.9956323929825236,0.9645833333334219
2017-03-31,0.5,1.0,0.599079577426342,1.0,1.0,1.0,0.85,1.0,1.0,0.9136951624846052,0.6499999999999999,0.599079577426342,1.0,1.0,1.0,0.97875,1.0,12.85,0.97875,0.95725,0.92875,0.886,0.9430000000000001,0.7944444444449583,0.8592592592597283,0.716666666667375,0.7555555555563703,1.0,1.0,1.0,1.0,0.9645833333334219
2017-04-30,0.5,1.0,0.44596536844001333,1.0,1.0,1.0,0.75,1.0,1.0,0.8688223804819009,0.6499999999999999,0.44596536844001333,1.0,1.0,1.0,0.98275,1.0,12.69,0.98275,0.95965,0.93275,0.8924000000000001,0.9462,0.9333333333335,1.0,0.8000000000004999,0.866666666667111,1.0,1.0,1.0,1.0,1.0
2017-05-31,0.5,1.0,0.5039782938342641,1.0,1.0,1.0,0.8300000000000001,1.0,1.0,0.8380569676924416,0.6499999999999999,0.5039782938342641,1.0,1.0,1.0,0.97875,1.0,12.85,0.97875,0.95725,0.92875,0.886,0.9430000000000001,0.8083333333338125,0.8777777777781852,0.7250000000006875,0.7666666666674444,1.0,1.0,1.0,1.0,0.9489583333334609
2017-06-30,0.5,1.0,0.5583085412603586,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.5583085412603586,1.0,1.0,1.0,0.9652499999999999,1.0,13.39,0.9652499999999999,0.9491499999999999,0.91525,0.8644000000000001,0.9322,0.7388888888895415,0.7851851851859011,0.6833333333341249,0.711111111112074,0.992373923739331,0.9700696055685931,1.0,0.9766240160965717,0.8916666666669374
2017-07-31,1.0,1.0,0.4644193071413878,1.0,1.0,1.0,0.85,1.0,1.0,0.932456711302702,1.0,0.4644193071413878,1.0,1.0,1.0,0.9555,1.0,13.78,0.9555,0.9433,0.9055,0.8488,0.9244,0.7388888888895415,0.7851851851859011,0.6833333333341249,0.711111111112074,0.9444034440346599,0.9248259860791525,1.0,0.9496194871755453,0.8708333333336562
2017-08-31,1.0,1.0,0.49384260588856654,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.49384260588856654,1.0,1.0,1.0,0.953,1.0,13.88,0.953,0.9418,0.9029999999999999,0.8448,0.9224,0.7111111111118333,0.7481481481489877,0.6666666666674999,0.6888888888899258,0.9443877551022631,0.9132250580049367,1.0,0.9495663553842485,0.8500000000003749
2017-09-30,1.0,1.0,0.5823792622964907,1.0,1.0,1.0,0.7900000000000001,1.0,1.0,0.926480578735619,1.0,0.5823792622964907,1.0,1.0,1.0,0.95425,1.0,13.83,0.95425,0.94255,0.90425,0.8468,0.9234,0.7388888888895415,0.7851851851859011,0.6833333333341249,0.711111111112074,0.9530166880618177,0.9190255220420445,1.0,0.9623954400507421,0.8500000000003749
2017-10-31,1.0,1.0,0.5190719391933629,1.0,1.0,1.0,0.9099999999999998,1.0,1.0,0.9984687582978001,1.0,0.5190719391933629,1.0,1.0,1.0,0.954,1.0,13.84,0.954,0.9424,0.904,0.8464,0.9232,0.7388888888895415,0.7851851851859011,0.6833333333341249,0.711111111112074,1.0,0.9178654292346231,1.0,0.9695317288820522,0.8395833333337344
2017-11-30,0.5,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.8496059178646602,0.6499999999999999,0.4,1.0,1.0,1.0,0.95475,1.0,13.81,0.95475,0.94285,0.9047499999999999,0.8476,0.9238,0.8222222222226666,0.8962962962966419,0.733333333334,0.7777777777785184,1.0,0.9213457076568876,1.0,0.9797654074598618,0.8604166666670156
2017-12-31,0.5,1.0,0.4841866807774069,1.0,1.0,1.0,0.85,1.0,1.0,0.936456662589503,0.6499999999999999,0.4841866807774069,1.0,1.0,1.0,0.94875,1.0,14.05,0.94875,0.93925,0.8987499999999999,0.838,0.919,0.7111111111118333,0.7481481481489877,0.6666666666674999,0.6888888888899258,1.0,0.8935034802787701,1.0,0.9663149559016707,0.8083333333338125
2018-01-31,0.5,1.0,0.5220003338779269,1.0,1.0,1.0,0.85,1.0,1.0,0.8394606286013193,0.6499999999999999,0.5220003338779269,1.0,1.0,1.0,0.92025,1.0,15.19,0.92025,0.92215,0.87025,0.7905000000000001,0.8905000000000001,0.6833333333341249,0.711111111112074,0.650000000000875,0.6666666666677779,0.819936708861333,0.7612529002327125,0.9048905647563451,0.8798251962103879,0.7041666666674062
2018-02-28,0.0,0.0,0.4101066517545211,1.0,1.0,1.0,0.93,1.0,1.0,0.9248380277153304,0.3,0.4101066517545211,1.0,1.0,1.0,0.9470000000000001,1.0,14.12,0.9470000000000001,0.9382,0.897,0.8352,0.9176,0.7388888888895415,0.7851851851859011,0.6833333333341249,0.711111111112074,0.9892405063292373,0.8853828306268194,1.0,0.9782114364645056,0.7979166666671718
2018-03-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4,1.0,1.0,1.0,0.96575,1.0,13.37,0.96575,0.94945,0.9157500000000001,0.8652000000000001,0.9326,0.9611111111112084,1.0,0.8333333333337499,0.9111111111114073,1.0,0.9723897911834364,1.0,1.0,0.8916666666669374
2018-04-30,0.0,0.0,0.4,1.0,1.0,1.0,0.7299999999999996,1.0,1.0,0.9290525093298514,0.3,0.4,1.0,1.0,1.0,0.9815,1.0,12.74,0.9815,0.9589,0.9315,0.8904,0.9452,1.0,1.0,0.9750000000000625,1.0,1.0,1.0,1.0,1.0,0.9906250000000234
2018-05-31,0.0,0.0,0.4261915150468363,1.0,1.0,1.0,0.85,1.0,1.0,0.9446052318717582,0.3,0.4261915150468363,1.0,1.0,1.0,0.98625,1.0,12.55,0.98625,0.96175,0.93625,0.898,0.949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018-06-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,0.5,1.0,0.8538159919155952,0.3,0.4,1.0,1.0,1.0,1.0,1.0,11.81,1.0,0.97285,0.95475,0.9276,0.9638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018-07-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,0.5,1.0,0.9790368276369479,0.3,0.4,1.0,1.0,1.0,1.0,1.0,11.93,1.0,0.97105,0.95175,0.9228000000000001,0.9614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018-08-31,0.0,0.0,0.4,0.9761122586024755,1.0,1.0,0.85,1.0,1.0,0.8767279913175748,0.3,0.4,0.9761122586024755,1.0,1.0,1.0,1.0,11.09,1.0,0.98365,0.97275,0.9564,0.9782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018-09-30,0.0,0.0,0.4,1.0,1.0,1.0,0.7899999999999998,1.0,1.0,0.9436463892184175,0.3,0.4,1.0,1.0,1.0,1.0,1.0,11.58,1.0,0.9763,0.9605,0.9368,0.9684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018-10-31,0.0,0.0,0.4,0.8905754586750738,1.0,1.0,0.8700000000000002,1.0,1.0,0.8985392237800488,0.3,0.4,0.8905754586750738,1.0,1.0,1.0,1.0,10.6,1.0,0.991,0.985,0.976,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018-11-30,0.0,0.0,0.4,0.8672278268206014,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4,0.8672278268206014,1.0,1.0,1.0,1.0,10.44,1.0,0.9934000000000001,0.989,0.9824,0.9912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018-12-31,0.0,0.0,0.4,0.8505500176736773,1.0,1.0,0.85,1.0,1.0,0.8472260741515312,0.3,0.4,0.8505500176736773,1.0,1.0,1.0,1.0,10.09,1.0,0.99865,0.99775,0.9964,0.9982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-01-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9154844116585898,0.3,0.4,1.0,1.0,1.0,1.0,1.0,10.74,1.0,0.9889,0.9815,0.9704,0.9852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-02-28,1.0,1.0,0.4,1.0,1.0,1.0,0.9100000000000001,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.9984999999999999,1.0,12.06,0.9984999999999999,0.9691,0.9485,0.9176,0.9588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.985416666666703
2019-03-31,1.0,1.0,0.4,0.9213357806924718,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,0.9213357806924718,1.0,1.0,0.9875,1.0,12.5,0.9875,0.9625,0.9375,0.9,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9125000000002187
2019-04-30,1.0,1.0,0.4,0.8245702881467574,1.0,1.0,0.85,1.0,1.0,0.8669948570482588,1.0,0.4,0.8245702881467574,1.0,1.0,0.99325,1.0,12.27,0.99325,0.96595,0.94325,0.9092,0.9546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9645833333334219
2019-05-31,1.0,1.0,0.4,0.7602681429523175,1.0,1.0,0.85,1.0,1.0,0.9395206771630731,1.0,0.4,0.7602681429523175,1.0,1.0,1.0,1.0,11.48,1.0,0.9778,0.963,0.9408,0.9704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-30,0.5,1.0,0.4,0.8609026006818189,1.0,1.0,0.85,1.0,1.0,0.9471753984209194,0.6499999999999999,0.4,0.8609026006818189,1.0,1.0,0.9944999999999999,1.0,12.22,0.9944999999999999,0.9667,0.9445,0.9112,0.9556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9541666666667812
2019-07-31,0.5,1.0,0.40170607349442555,1.0,1.0,1.0,0.85,1.0,1.0,0.9111843275735023,0.6499999999999999,0.40170607349442555,1.0,1.0,1.0,0.9964999999999999,1.0,12.14,0.9964999999999999,0.9679,0.9465,0.9144,0.9572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9541666666667812
2019-08-31,0.5,1.0,0.5347551513846778,1.0,1.0,1.0,0.85,1.0,1.0,0.907511387443115,0.6499999999999999,0.5347551513846778,1.0,1.0,1.0,1.0,1.0,11.7,1.0,0.9745,0.9575,0.932,0.966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-30,0.5,1.0,0.6159821673290393,1.0,1.0,1.0,0.85,1.0,1.0,0.9868721111040045,0.6499999999999999,0.6159821673290393,1.0,1.0,1.0,1.0,1.0,11.72,1.0,0.9742,0.957,0.9312,0.9656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-31,0.5,1.0,0.9474130767973117,1.0,1.0,1.0,0.85,1.0,1.0,0.9311403064617197,0.6499999999999999,0.9474130767973117,1.0,1.0,1.0,1.0,1.0,11.67,1.0,0.97495,0.95825,0.9332,0.9666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-11-30,0.0,0.0,0.6012406481341772,1.0,1.0,1.0,0.85,1.0,1.0,0.8398061093103418,0.3,0.6012406481341772,1.0,1.0,1.0,1.0,1.0,11.46,1.0,0.9781,0.9635,0.9416,0.9708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-12-31,1.0,1.0,0.945941139487954,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.945941139487954,1.0,1.0,1.0,0.9924999999999999,1.0,12.3,0.9924999999999999,0.9655,0.9425,0.908,0.954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333335
