year,return
2006,0.5704681750810776
2007,2.521256814483011
2008,-0.7288588514791545
2009,0.21560813661449751
2010,0.12359179219510597
2011,-0.3824210072315516
2012,0.0913891273557097
2013,0.48283645421945653
2014,0.1780887627838179
2015,0.554303035604111
2016,-0.1542592629486368
2017,-0.02540196308006004
2018,-0.31152801089283544
2019,1.0524181077125934
2020,-0.12216405528568841
2021,0.08010519001850014
2022,-0.16614287364535418
2023,0.0012798746483335677
2024,0.18307090029882622
2025,-0.026834702409024302
2026,0.1360114839200961
