date,ew_idx,ma200,trend_f
2005-01-31,0.9413798484907064,,1.0
2005-02-28,1.0432216064401423,,1.0
2005-03-31,0.9141736134768237,,1.0
2005-04-30,0.8478136403989898,,1.0
2005-05-31,0.8139570582757306,,1.0
2005-06-30,0.8164496979786273,,1.0
2005-07-31,0.7649564799513455,,1.0
2005-08-31,0.8789617659020101,,1.0
2005-09-30,0.9043381802435713,,1.0
2005-10-31,0.8479650400642662,,1.0
2005-11-30,0.8476415941695448,0.8787935236662326,0.6
2005-12-31,0.8593855922013013,0.859501684509386,0.6
2006-01-31,0.9217227601929425,0.8556057894021918,1.0
2006-02-28,0.9359317726847277,0.8576223184326066,1.0
2006-03-31,0.9272549651733666,0.8690033850192642,1.0
2006-04-30,0.9760911466619516,0.882783239478117,1.0
2006-05-31,1.200238372264746,0.9167869721564885,1.0
2006-06-30,1.2594246954009123,0.958021370050754,1.0
2006-07-31,1.2061890619903068,0.9940544884645529,1.0
2006-08-31,1.2304598295220173,1.0268269678824344,1.0
2006-09-30,1.2870764281965006,1.0684410741095443,1.0
2006-10-31,1.2827680422287273,1.1078035018354437,1.0
2006-11-30,1.3320449578268192,1.1467847608355413,1.0
2006-12-31,1.3997414743268115,1.1940725503751544,1.0
2007-01-31,1.7194818941650933,1.2656642231984756,1.0
2007-02-28,2.025203516563199,1.3331694187959144,1.0
2007-03-31,2.400349726115907,1.452604663514672,1.0
2007-04-30,3.1945733076768783,1.6230176309398083,1.0
2007-05-31,3.498586352732332,1.827351964626784,1.0
2007-06-30,2.959241040551194,2.0523286465096047,1.0
2007-07-31,3.618203935459913,2.2600164384622214,1.0
2007-08-31,4.060201390189833,2.542030328107674,1.0
2007-09-30,4.220366957580197,2.8285982951157256,1.0
2007-10-31,3.8702301707373676,3.0626594348951324,1.0
2007-11-30,3.611161304313625,3.2838516110760976,1.0
2007-12-31,4.303075328946898,3.4847364470916644,1.0
2008-01-31,4.03316023638614,3.7106267685262897,1.0
2008-02-29,4.354970881578977,3.808957502209068,1.0
2008-03-31,3.5639244671744463,3.8667651119732573,0.6
2008-04-30,3.433508387264119,3.8623135363854426,0.6
2008-05-31,3.3301433636045585,3.8851485738026015,0.6
2008-06-30,2.5410174512439863,3.7902135642410584,0.6
2008-07-31,2.763447274358935,3.630999059899095,0.6
2008-08-31,2.1607541693174643,3.4707516201475084,0.6
2008-09-30,1.990357509683095,3.3118317352241764,0.6
2008-10-31,1.4950320468801792,3.0711641768723967,0.6
2008-11-30,1.7730111427524469,2.79967563149288,0.6
2008-12-31,1.9062198674729818,2.533956312327721,0.6
2009-01-31,2.195853564561381,2.414600659724984,0.6
2009-02-28,2.391808044909163,2.346431140749601,1.0
2009-03-31,2.914796302404585,2.2626509988956993,1.0
2009-04-30,3.1401177368169413,2.3016209262649276,1.0
2009-05-31,3.361176843350514,2.348308036205275,1.0
2009-06-30,3.634185257118678,2.4786153567353426,1.0
2009-07-31,4.155834357474921,2.711232906947248,1.0
2009-08-31,3.511288608819886,2.952131170468496,1.0
2009-09-30,3.677803765095524,3.174109985903869,1.0
2009-10-31,4.113027669934099,3.338158855790379,1.0
2009-11-30,4.704131202223653,3.588181583533446,1.0
2009-12-31,4.812673551818149,3.8364143455721234,1.0
2010-01-31,4.640493577653315,4.037010324476245,1.0
2010-02-28,4.944077554219191,4.152956332255894,1.0
2010-03-31,5.177445693999939,4.340773072668437,1.0
2010-04-30,4.794427443313535,4.509917252942407,1.0
2010-05-31,4.410855877289482,4.551374471393415,0.6
2010-06-30,4.018108337527852,4.603268153004936,0.6
2010-07-31,4.599794300007479,4.647934532328163,0.6
2010-08-31,4.995626420208626,4.7187357702415245,1.0
2010-09-30,5.025633246432351,4.751505668299736,1.0
2010-10-31,5.4884164349983875,4.794110577091442,1.0
2010-11-30,5.5651732023678875,4.880975137733119,1.0
2010-12-31,5.451936632279428,4.971073021822397,1.0
2011-01-31,5.1627023009816515,4.986863323314715,1.0
2011-02-28,5.641195925678134,5.001447390626993,1.0
2011-03-31,5.5780498504069636,5.138347746241419,1.0
2011-04-30,5.377664371913951,5.2598278521043165,1.0
2011-05-31,4.99808281560933,5.369669784830927,0.6
2011-06-30,5.16937389012113,5.395398791611021,0.6
2011-07-31,5.2958921541019315,5.431457709456496,0.6
2011-08-31,5.178287949959218,5.402736749517094,0.6
2011-09-30,4.562201172522186,5.33271757821542,0.6
2011-10-31,4.755963284613523,5.25641668321481,0.6
2011-11-30,4.566029847623563,5.212981416169064,0.6
2011-12-31,3.8707539337263355,5.057726113597372,0.6
2012-01-31,3.8442852228078355,4.915089406353855,0.6
2012-02-29,4.348378419053665,4.763084214328685,0.6
2012-03-31,4.029218020638286,4.667973690304255,0.6
2012-04-30,4.2918077750540835,4.605311734927302,0.6
2012-05-31,4.397145163285664,4.4916122651262995,0.6
2012-06-30,4.153735570347326,4.399284784860513,0.6
2012-07-31,3.7606877379431336,4.297446999592047,0.6
2012-08-31,3.849797991766656,4.2131104702824675,0.6
2012-09-30,3.8859941738091854,4.1333380410631255,0.6
2012-10-31,3.8865963209160546,4.1219978622685165,0.6
2012-11-30,3.4644918876978634,4.110831781276981,0.6
2012-12-31,4.0498206943945165,4.049516224746975,1.0
2013-01-31,4.308268084965764,4.041012647251413,1.0
2013-02-28,4.4935854307989995,4.04708363827856,1.0
2013-03-31,4.343445707100673,4.0563000934080335,1.0
2013-04-30,4.223786085304251,4.060896762405616,1.0
2013-05-31,4.8274659128081545,4.124634417493167,1.0
2013-06-30,4.090354637189687,4.165035381952385,0.6
2013-07-31,4.3789383197757585,4.207289415932563,1.0
2013-08-31,4.74981515565883,4.289302019601022,1.0
2013-09-30,5.01096771756201,4.400623320950514,1.0
2013-10-31,4.897474859518245,4.531770368000034,1.0
2013-11-30,5.312721240805094,4.623266105168318,1.0
2013-12-31,5.150643160110202,4.702957132122278,1.0
2014-01-31,5.252539639590067,4.775053266170449,1.0
2014-02-28,5.464492639587763,4.876957807624579,1.0
2014-03-31,5.334335554738489,4.968421176903409,1.0
2014-04-30,5.271611790417469,5.081313417755301,1.0
2014-05-31,5.4292184841510585,5.180523505516377,1.0
2014-06-30,5.686595672291632,5.2618226878247105,1.0
2014-07-31,6.116917963984329,5.365314160441349,1.0
2014-08-31,6.50250583622027,5.5054153685375455,1.0
2014-09-30,7.408462248906414,5.707769818139802,1.0
2014-10-31,7.586403109749026,5.916385256279759,1.0
2014-11-30,8.069815136327486,6.177606292534154,1.0
2014-12-31,7.813242399954086,6.464887674239091,1.0
2015-01-31,8.436862621001433,6.7335404418263645,1.0
2015-02-28,9.092038161480632,6.971783180253469,1.0
2015-03-31,11.142305833426295,7.4971135066395105,1.0
2015-04-30,13.183181848626957,8.219038161559174,1.0
2015-05-31,16.846565097779077,9.11542699515354,1.0
2015-06-30,15.499746259229257,10.337656253769676,1.0
2015-07-31,13.296565641822756,11.03637799100571,1.0
2015-08-31,11.617382163338236,11.661813070988119,0.6
2015-09-30,11.267897535369546,11.991758693551327,0.6
2015-10-31,13.527173740334469,12.412808903524587,1.0
2015-11-30,15.018234999456396,13.110269397069594,1.0
2015-12-31,16.165164792178107,13.885950630012637,1.0
2016-01-31,11.696676304488546,14.07555798615394,0.6
2016-02-29,11.506155730983945,14.053523635845853,0.6
2016-03-31,13.653334466410792,13.702225495546196,0.6
2016-04-30,13.65985761356842,13.388198210426863,1.0
2016-05-31,13.578390564880115,13.394700685439199,1.0
2016-06-30,14.452165702306523,13.451509267583763,1.0
2016-07-31,14.470316203242213,13.838222113563011,1.0
2016-08-31,15.365384683054376,14.008302177420115,1.0
2016-09-30,15.347293971899866,14.019543273462126,1.0
2016-10-31,16.07799818656925,14.023520573648801,1.0
2016-11-30,16.817856693794884,14.452184046106872,1.0
2016-12-31,16.212597379146814,14.88058377612693,1.0
2017-01-31,15.966688438818819,15.139430170489764,1.0
2017-02-28,16.933808460644265,15.378279009458527,1.0
2017-03-31,16.892388621130458,15.83326792579331,1.0
2017-04-30,16.047012604206902,16.065929158270386,0.6
2017-05-31,15.009503123106223,16.116155907465746,0.6
2017-06-30,15.642448902836106,16.161430488139576,0.6
2017-07-31,15.553781398872719,16.177763465395156,0.6
2017-08-31,16.381309311470883,16.1431980075164,1.0
2017-09-30,16.767500358718166,16.12706412582311,1.0
2017-10-31,16.60008757554358,16.183767441438743,1.0
2017-11-30,15.614628437058288,16.204086629769566,0.6
2017-12-31,15.415970461051119,16.051242718768748,0.6
2018-01-31,15.020493608202177,15.863448595571729,0.6
2018-02-28,14.308247421566596,15.697221927644444,0.6
2018-03-31,15.05538375213594,15.651632208190684,0.6
2018-04-30,14.511752868391287,15.589294790140352,0.6
2018-05-31,14.406224223021763,15.520758139630319,0.6
2018-06-30,12.918793783149454,15.287929993439695,0.6
2018-07-31,12.918557050710033,14.859963171283434,0.6
2018-08-31,11.885899510374157,14.334303862552229,0.6
2018-09-30,11.822772043279691,13.940584119599205,0.6
2018-10-31,10.748350535033447,13.514477833757049,0.6
2018-11-30,11.343999421455973,13.070326507474688,0.6
2018-12-31,10.88569650379091,12.795407831862809,0.6
2019-01-31,10.665456517429085,12.389821910986745,0.6
2019-02-28,13.05579632607281,12.19666886882969,1.0
2019-03-31,14.483086054877399,12.125253422881551,1.0
2019-04-30,13.962754671361164,12.301994675567332,1.0
2019-05-31,13.294237860558795,12.343939167537851,1.0
2019-06-30,13.3885223833368,12.436740599419831,1.0
2019-07-31,13.200446818845004,12.609474157764897,1.0
2019-08-31,13.064824808899864,12.845794182828577,1.0
2019-09-30,13.278297597097517,13.061978996086987,1.0
2019-10-31,13.207903172503677,13.265904729625497,0.6
2019-11-30,12.947216900453475,13.461062178843108,0.6
2019-12-31,14.041994738684435,13.565649875958549,1.0
2020-01-31,14.131868212339564,13.579366601488704,1.0
2020-02-29,14.166337911877266,13.505833257113585,1.0
2020-03-31,13.613749954244888,13.631045438133446,0.6
2020-04-30,13.938498275077423,13.705732588479293,1.0
2020-05-31,14.266350740317096,13.799265305119862,1.0
2020-06-30,15.263395561681635,14.009496700951859,1.0
2020-07-31,17.273605041148013,14.364027055585074,1.0
2020-08-31,17.863612886998947,14.810051779293921,1.0
2020-09-30,16.6883092691306,15.280833052674138,1.0
2020-10-31,16.749083468595114,15.574615148175537,1.0
2020-11-30,17.23234728690484,15.892412888698354,1.0
2020-12-31,16.552544161381235,16.149518955568535,1.0
2021-01-31,15.490756657380116,16.358033673458994,0.6
2021-02-28,15.97443623749631,16.472547722337385,0.6
2021-03-31,16.255440760998354,16.68881275855741,0.6
2021-04-30,16.331554549820336,16.828891323969774,0.6
2021-05-31,17.39743402957901,16.80700430312004,1.0
2021-06-30,17.943009224614993,16.797454470997312,1.0
2021-07-31,17.821527986835175,16.866850549182242,1.0
2021-08-31,18.960305143951267,17.010348672138917,1.0
2021-09-30,18.56538780547781,17.195003110263485,1.0
2021-10-31,18.174384940531436,17.33977060671563,1.0
2021-11-30,20.1476282410901,17.68702900372306,1.0
2021-12-31,20.708466135579492,18.2051128459965,1.0
2022-01-31,18.796097774971734,18.582200667924965,1.0
2022-02-28,19.705344304612865,18.817046049892824,1.0
2022-03-31,18.63762067878131,19.043601127384193,0.6
2022-04-30,15.791812098729048,18.993319034908954,0.6
2022-05-31,17.48329132079967,18.87673213783158,0.6
2022-06-30,18.850455886217194,18.84082153013268,1.0
2022-07-31,19.435922629806797,18.807698279403695,1.0
2022-08-31,18.878378309229795,18.92754354304451,0.6
2022-09-30,17.232635457436217,18.799647493941688,0.6
2022-10-31,17.837687765397135,18.605913197824222,0.6
2022-11-30,19.22173221193784,18.480709714840724,1.0
2022-12-31,18.461519235266202,18.427880692181656,1.0
2023-01-31,19.94502178818392,18.481864336604524,1.0
2023-02-28,20.606668978909426,18.826599227253553,1.0
2023-03-31,20.349268443907867,19.207420183569774,1.0
2023-04-30,19.722569292927677,19.371283707393694,1.0
2023-05-31,19.746253358010172,19.443305815432538,1.0
2023-06-30,20.202250491299942,19.47070544443565,1.0
2023-07-31,20.389331696620232,19.644135717159322,1.0
2023-08-31,19.62859251835753,19.828142965280062,0.6
2023-09-30,19.578367988252793,19.857216768335118,0.6
2023-10-31,19.39588337292278,19.874212570098823,0.6
2023-11-30,20.088989376137086,19.938575841091307,1.0
2023-12-31,19.670674745021575,19.835051306650026,0.6
2024-01-31,15.957575823050227,19.61041790632819,0.6
2024-02-29,16.951722876617723,19.285430931908593,0.6
