year,return
2006,0.2483116082242065
2007,0.6195157079361908
2008,-0.16158765739888303
2009,0.5602874573575842
2010,0.16983687620636445
2011,-0.133717330280258
2012,-0.011823202339478311
2013,0.34036951132887894
2014,0.2610307103622309
2015,0.5946907410011644
2016,0.03237981130627032
2017,-0.10213491212532244
2018,-0.02442466497449447
2019,0.18474515137772363
2020,0.06804071283377988
2021,0.24181385233195396
2022,0.049584984743168414
2023,0.03339607670736999
2024,0.05383187188362126
2025,0.23372911996954993
2026,-0.07095843336919727
