year,return
2006,0.2857414269428247
2007,0.9079519833857821
2008,-0.17605761638828865
2009,0.629953822920839
2010,0.1664629558316546
2011,-0.19813189542013265
2012,-0.023410502973712166
2013,0.3687272818809859
2014,0.3076127518999443
2015,0.7907288812980431
2016,-0.03705685388186275
2017,-0.1322203523506521
2018,-0.033845637058604994
2019,0.18301679548846184
2020,0.09132641714608059
2021,0.21494563727969074
2022,0.012614021179408574
2023,0.03532777997907277
2024,0.047719362929845355
2025,0.22829003829399275
2026,-0.034987998240954776
