year,return
2006,0.29360552437860177
2007,0.7658817470101622
2008,-0.18846686281337244
2009,0.6202273101708105
2010,0.14055174995522712
2011,-0.18748570301825762
2012,-0.02491429696628189
2013,0.23556975596878282
2014,0.24304308799728425
2015,0.7203109900253899
2016,-0.08133434505456338
2017,-0.0580315625635508
2018,-0.05802446434136732
2019,0.057455532939088005
2020,0.08460351076693584
2021,0.2062249143692103
2022,-0.027030610976646607
2023,0.011169249462505082
2024,0.00022808632949233854
