year,return
2005,0.0
2006,-41.1440596429686
2007,1.4564695069789848
2008,-0.48918260453767115
2009,1.6228039848232858
2010,0.24938817524732504
2011,-0.33935143545589186
2012,-0.03308671508759886
2013,0.5480633359332041
2014,0.3344646844722585
2015,1.4034683963586292
2016,-0.044638377786640704
2017,-0.22063567162190334
2018,-0.17219291759986166
2019,0.4496104975811863
2020,0.10198897600384149
2021,0.3929499735703077
2022,0.05750048538667052
2023,0.04917184264774277
2024,0.07650590670726376
2025,0.339731714478652
2026,0.0255273995625247
