year,return
2006,0.503837967429446
2007,1.8573637118086768
2008,-0.7322483978886176
2009,0.2520284057116777
2010,0.12298340409119324
2011,-0.37034677310818
2012,0.08317564497812535
2013,0.3378533645146127
2014,0.04712917401033234
2015,0.5128803871993195
2016,-0.1162883568212415
2017,0.010903298262655348
2018,-0.25156298408394095
2019,0.9397097503235523
2020,-0.13712767562100525
2021,0.23775015015811696
2022,-0.13051383143990114
2023,0.09312681184997729
2024,0.1784314655838921
2025,0.03428898196306829
2026,0.06678616219017952
