date,MA15_on_f0,MA15_off_f0,MA15_on_f10,MA15_off_f10,MA15_on_f18,MA15_off_f18,MA15_on_f30,MA15_off_f30,MA20_on_f0,MA20_off_f0,MA20_on_f10,MA20_off_f10,MA20_on_f18,MA20_off_f18,MA20_on_f30,MA20_off_f30,MA50_on_f0,MA50_off_f0,MA50_on_f10,MA50_off_f10,MA50_on_f18,MA50_off_f18,MA50_on_f30,MA50_off_f30,MA100_on_f0,MA100_off_f0,MA100_on_f10,MA100_off_f10,MA100_on_f18,MA100_off_f18,MA100_on_f30,MA100_off_f30,MA200_on_f0,MA200_off_f0,MA200_on_f10,MA200_off_f10,MA200_on_f18,MA200_off_f18,MA200_on_f30,MA200_off_f30
2009-03-03,2.1045020641703776,2.2828344558858977,2.1045020641703776,2.3024665325618257,2.091317443147174,2.3138754415247074,2.028479538257691,2.3236883233845873,2.142547255674159,2.4937466949259712,2.142547255674159,2.4899871686336716,2.1291247394571977,2.4827321237968767,2.0651527587887677,2.4648441945744257,2.2259624106697378,3.526964753299266,2.2259624106697378,3.3996609136299445,2.2190810801160277,3.2958046904260816,2.180382868859389,3.1374681464421994,2.2669750809051155,3.366478202671961,2.2669750809051155,3.258716149800785,2.2554220493746877,3.170086434098059,2.197887559833247,3.033797471812292,2.3520452537836514,4.046348723484787,2.3520452537836514,3.8473263625782415,2.3394975433280067,3.6891957248735325,2.2823149787502803,3.4547353824517537
2009-03-04,2.1314355987234443,2.2828344558858977,2.1314355987234443,2.318019517799055,2.119293023087628,2.342009534304333,2.0603489839236455,2.3707773338154716,2.1699676947056727,2.4937466949259712,2.1699676947056727,2.50680684141804,2.157606068079527,2.5129193217178813,2.0975983774883016,2.514793696330221,2.2734423953830785,3.7652085234671495,2.2734423953830785,3.6293054068440975,2.268555539668274,3.518433775236071,2.2374762008021394,3.349401718868974,2.3153298696791604,3.5938812291531033,2.3153298696791604,3.47883993207257,2.305706731604144,3.3842233468956957,2.2554392521615054,3.2387281694990873,2.40221459723682,4.319676483393711,2.40221459723682,4.107210314304582,2.391656690470981,3.938398073028252,2.3420774032954093,3.6881001138905236
2009-03-05,2.136525268977802,2.2828344558858977,2.136525268977802,2.32094105189314,2.1245826322458936,2.3473227204837794,2.066388721970314,2.3797414172803117,2.175149376026598,2.4937466949259712,2.175149376026598,2.5099663150972966,2.162991303954562,2.5186202413830876,2.1037473089683565,2.52430231625383,2.2824903442097657,3.8126636246351255,2.2824903442097657,3.6750476424142735,2.2779924698362892,3.5627786314946297,2.2484078198659847,3.3916161663372795,2.3245445241697693,3.6391769933192015,2.3245445241697693,3.5226857642209786,2.3152982064583383,3.4268766714860894,2.266458633157573,3.279547734200812,2.411775039494191,4.374119865016467,2.411775039494191,4.158975861888119,2.4016057072700767,3.9880359822782863,2.3535200715935956,3.7345833731659313
2009-03-06,2.1338087270281676,2.2828344558858977,2.1338087270281676,2.3193834770239103,2.121759071385801,2.3444872173685463,2.0631633464254815,2.374950310555997,2.1723837244274833,2.4937466949259712,2.1723837244274833,2.508281886080101,2.1601166981407554,2.5155778154404547,2.1004636213200887,2.519220166691787,2.2776534556570365,3.787076981485726,2.2776534556570365,3.6503845349804265,2.272946733417449,3.5388689571988587,2.2425586787049654,3.3688551569508007,2.3196185174386614,3.6147546124713568,2.3196185174386614,3.4990451516596703,2.3101698381096747,3.403879030166838,2.260562533542629,3.2575388118756887,2.4066641801602704,4.3447653100130506,2.4066641801602704,4.1310651302522325,2.3962861684474843,3.9612724217883977,2.347397485200499,3.7095207236671777
2009-03-09,2.1164272486614517,2.2828344558858977,2.1164272486614517,2.3094115240192252,2.103693885414504,2.326343426205978,2.0425321353414754,2.344317739719911,2.154688023668526,2.4937466949259712,2.154688023668526,2.497497783607064,2.141724925767594,2.496109968399783,2.0794594151234196,2.4867267752027598,2.2467314523827038,3.6242554642221867,2.2467314523827038,3.493439970218055,2.2406926743556443,3.386718891112295,2.2051834659046867,3.2240146610281024,2.288126785799991,3.4593419199342583,2.288126785799991,3.3486072695273275,2.277387567717813,3.257532718490892,2.2228872626381087,3.1174842488215244,2.3739906944399998,4.157966551131528,2.3739906944399998,3.953454192922332,2.3622818715276512,3.7909615490063064,2.3082749947304286,3.5500336587089474
2009-03-10,2.1291388761332595,2.2828344558858977,2.1291388761332595,2.316732611226014,2.116900621554465,2.3396179999466487,2.0575921915995252,2.3666129709089905,2.1676294519610235,2.4937466949259712,2.1676294519610235,2.5054151248355025,2.15517041618571,2.510353263464083,2.094791744655094,2.5103763630627416,2.269221880744892,3.73914832778196,2.269221880744892,3.6041858394910045,2.264137337673923,3.4940815854127036,2.232282335392236,3.3262194532180778,2.3110315933616885,3.5690068437061013,2.3110315933616885,3.4547617837250835,2.3012161745506226,3.36080006977497,2.2502036890249046,3.2163119103882742,2.39775502443555,4.289778640086405,2.39775502443555,4.07878301636241,2.386998738670873,3.911139177848981,2.336640726557604,3.6625736098269313
2009-03-11,2.128918634092446,2.2828344558858977,2.128918634092446,2.316606123442093,2.116671739445146,2.3393880728630134,2.057330906033168,2.3662253375300177,2.167405228384263,2.4937466949259712,2.167405228384263,2.5052783354600665,2.1549373962953213,2.5101065572903503,2.0945257352633218,2.50996518232298,2.268830659937523,3.7371068466742967,2.268830659937523,3.6022180445134264,2.2637293351092636,3.4921739045934497,2.231809887420724,3.3244034209084647,2.310633164431718,3.567058255576978,2.310633164431718,3.4528755705303436,2.300801490297406,3.3589651573169372,2.249727448115987,3.2145558848375826,2.397341644120257,4.287436528652973,2.397341644120257,4.076556103242035,2.386568596209543,3.9090037940553786,2.336146191814435,3.6605739365926993
2009-03-12,2.128703538779311,2.2828344558858977,2.128703538779311,2.3164825854543776,2.116448207015138,2.3391635176718006,2.057075732329038,2.3658467854139857,2.1671862445777315,2.4937466949259712,2.1671862445777315,2.5051447361221824,2.1547098227969217,2.5098656150266554,2.0942659482311554,2.509563634500858,2.268448607727672,3.7351139543347442,2.268448607727672,3.6002970845192808,2.2633308975451327,3.4903116279959683,2.2313485297831686,3.3226306115179582,2.310244073027844,3.5651560452940148,2.310244073027844,3.451034250611952,2.3003965276867597,3.35717391713958,2.249262386577163,3.2128416540005227,2.3969379517296887,4.285150161212911,2.3969379517296887,4.074382192309535,2.386148537784997,3.9069192339836247,2.33566326587432,3.658621857068108
2009-03-13,2.1323233509829405,2.2828344558858977,2.1323233509829405,2.3185616900401183,2.120209989211111,2.342942548055395,2.0613699200139615,2.372217016209072,2.170871495751861,2.4937466949259712,2.170871495751861,2.5073931699940886,2.1585396113180955,2.51392042280143,2.0986377712527933,2.516320834352212,2.27487768361351,3.768637593145946,2.27487768361351,3.6326107061517283,2.270035650856017,3.5216381009726985,2.239111839309388,3.352452102879501,2.3167916026521462,3.5971542667751306,2.3167916026521462,3.482008198704844,2.307211081958114,3.3873054438347596,2.25708802200776,3.2416777603370646,2.403731182985984,4.32361052092685,2.403731182985984,4.110950853577624,2.3932171185772835,3.9419848707663,2.343789507310823,3.6914589590100126
2009-03-16,2.1404392494496216,2.2828344558858977,2.1404392494496216,2.323219466448984,2.128644843071308,2.3514147075990337,2.0710015404684197,2.38651371122772,2.179134113443316,2.4937466949259712,2.179134113443316,2.512430291415148,2.1671269523199594,2.523010844126384,2.108443523382891,2.53148600317614,2.28930848143772,3.844346043562965,2.28930848143772,3.70558650197545,2.2850871623178066,3.5923845595971833,2.2565486865098214,3.4197997709778845,2.3314882834713075,3.669417775461615,2.3314882834713075,3.5519585291751294,2.3225090857721797,3.455353283379816,2.2746648568342938,3.306800074149564,2.4189793692842123,4.410467865167489,2.4189793692842123,4.193536061407352,2.409085386935639,4.0211757079738435,2.3620415208063,3.7656169619108364
2009-03-17,2.1518598625744843,2.2828344558858977,2.1518598625744843,2.3297621089553,2.1405163230601456,2.3633343901208805,2.084566759779386,2.40667638583657,2.1907611884295486,2.4937466949259712,2.1907611884295486,2.519505788782556,2.179213047532826,2.535800373835446,2.122253990560529,2.552873489164075,2.309666691009805,3.9526103818953637,2.309666691009805,3.8099430989684775,2.306327097049447,3.6935531674626327,2.281182965480836,3.5161080520844066,2.3522215867699354,3.772755790048175,2.3522215867699354,3.6519886605908907,2.3440968580939177,3.552662821254582,2.299496906319336,3.3999260617605866,2.4404907074676583,4.534675306367585,2.4404907074676583,4.311634276764818,2.4314778878543173,4.134419917108206,2.3878274434023945,3.8716641346093406
2009-03-18,2.155803287071566,2.2828344558858977,2.155803287071566,2.332015557062965,2.1446164115781428,2.3674490473640843,2.0892563536873823,2.4136599147469835,2.1947759021606617,2.4937466949259712,2.1947759021606617,2.5219427653005266,2.1833872583520573,2.54021530107517,2.1270283684204188,2.560281242828475,2.3167210507970677,3.990841763336332,2.3167210507970677,3.8467945398674415,2.3136899197069885,3.729278833889195,2.2897361589983514,3.5501173915180693,2.3594059209585136,3.8092475389829104,2.3594059209585136,3.6873122968745635,2.3515802586403214,3.5870257344505445,2.3081187671390495,3.4328116380201745,2.4479446399224845,4.578536675082997,2.4479446399224845,4.353338294804133,2.439240247541678,4.174409840125183,2.396780495620874,3.9091125684391854
2009-03-19,2.1651883018730764,2.2828344558858977,2.1651883018730764,2.3373739395940087,2.1543750808813478,2.3772406868941895,2.100421834956085,2.4302978566559346,2.204330579273969,2.4937466949259712,2.204330579273969,2.5277375525681114,2.1933223470234204,2.5507214923635013,2.1383957122907304,2.5779298810349154,2.3335303004188455,4.082541223591024,2.3335303004188455,3.9351841588839678,2.331236596643934,3.8149682389035893,2.3101309804607393,3.6316901192653224,2.376524875815356,3.8967744227873005,2.376524875815356,3.77203741690318,2.3694142902182804,3.6694465226638617,2.3286773236280993,3.511688975942817,2.465705998157043,4.683739879509331,2.465705998157043,4.45336700944951,2.4577390793128036,4.270327230971905,2.418128767604361,3.998934098296343
2009-03-20,2.157634468328145,2.2828344558858977,2.157634468328145,2.3330698988386596,2.14651895923625,2.369361274391542,2.091426069027112,2.416872404041577,2.1966401875147703,2.4937466949259712,2.1966401875147703,2.5230829762246407,2.1853242006848177,2.542267074210345,2.1292373104063347,2.563688879518915,2.319961735007261,4.007365302810543,2.319961735007261,3.8627216713344485,2.317068158311733,3.7447194075015635,2.293641120170422,3.564816171458618,2.362706313774842,3.8250192121812,2.362706313774842,3.702579113727812,2.355013821255704,3.6018773283831127,2.312055078373331,3.4470247293858765,2.451368882793371,4.597493485693702,2.451368882793371,4.37136270204063,2.4428018032628245,4.1916934183438235,2.400868012314269,3.925297719258029
2009-03-23,2.166445320379793,2.2828344558858977,2.166445320379793,2.3380984656744137,2.1556809512753747,2.378553491374866,2.1019104414181133,2.432499974081287,2.205610322163154,2.4937466949259712,2.205610322163154,2.5285210864948966,2.194651825229399,2.5521300996713747,2.1399112315177318,2.5802657693281206,2.3357512797708155,4.093737786851832,2.3357512797708155,3.9459765883941147,2.3335514043049845,3.825430970541921,2.312804589530165,3.6416502019532904,2.3787867760262436,3.907461511771416,2.3787867760262436,3.7823824087225995,2.3717670065230503,3.679510154081898,2.331372397139029,3.521319949794158,2.4680527781019843,4.696585258645998,2.4680527781019843,4.465580580045384,2.46017949795493,4.282038806279372,2.420927366930022,4.009901365043987
2009-03-24,2.1743203928295034,2.2828344558858977,2.1743203928295034,2.342584329248908,2.163871376574995,2.3867677560529623,2.111289967965207,2.4465009195361773,2.213627760184539,2.4937466949259712,2.213627760184539,2.533372293920832,2.2029903188374544,2.5609438060722005,2.149460332092589,2.595117222845248,2.3499021181508297,4.17228002744251,2.3499021181508297,4.021683890304425,2.348328466164468,3.8988254904880546,2.3300056173969073,3.7115187136170205,2.3931983392348766,3.982429865421732,2.3931983392348766,3.85495100119718,2.386786066187652,3.7501050448210997,2.348711519411823,3.588879811488715,2.4830051475082393,4.786693699524642,2.4830051475082393,4.5512569771564735,2.4757584239471515,4.3641937804503135,2.4389325366233177,4.086835124399488
2009-03-25,2.1619737097178993,2.2828344558858977,2.1619737097178993,2.3355633379421943,2.151028173527271,2.3738916107535624,2.0965724514995276,2.424503596144061,2.201057873716942,2.4937466949259712,2.201057873716942,2.5257794894141994,2.189914933542704,2.547128015043954,2.13447673518743,2.5717836396303273,2.3276626045294884,4.047232056122555,2.3276626045294884,3.901149456262379,2.3250984507083743,3.781973262231719,2.302935361329544,3.6002802822075277,2.3705490694406657,3.863071919090347,2.3705490694406657,3.7394137412177666,2.3631756224159224,3.6377101372388636,2.321423936161326,3.4813170072699147,2.4595059445527885,4.643231052598119,2.4595059445527885,4.414850636209587,2.4512678523416467,4.233393935976069,2.4105967558833648,3.9643480338724997
2009-03-26,2.17158659409428,2.2828344558858977,2.17158659409428,2.3410444842959923,2.161025055225292,2.3839195833815725,2.108016325533238,2.4415732154901373,2.2108445398316396,2.4937466949259712,2.2108445398316396,2.531707038804103,2.200092541064904,2.5578877860036693,2.1461275049320667,2.5898901781558936,2.344911928903779,4.142213300548729,2.344911928903779,3.992702405268047,2.3431082366284626,3.8707293606842086,2.323885827540862,3.6847723737765743,2.3881162072914797,3.953731256903197,2.3881162072914797,3.827171044391895,2.381480347120511,3.7230806400678205,2.342542598262469,3.563017245113279,2.477732304230317,4.752199319655319,2.477732304230317,4.518459226369008,2.470254923293424,4.332744064313027,2.4325266488066686,4.057384139629284
2009-03-27,2.170828424488154,2.2828344558858977,2.170828424488154,2.3406130890812356,2.1602364418033355,2.3831288505639936,2.1071128361120532,2.440223455147641,2.2100726640342256,2.4937466949259712,2.2100726640342256,2.5312405093088146,2.1992896709162055,2.5570393489044583,2.1452076811746634,2.5884584246325026,2.343547457293965,4.134580250393785,2.343547457293965,3.9853448658315487,2.341683136226816,3.8635965866808992,2.3222258101461573,3.6779822714091126,2.3867265957134833,3.946445531424233,2.3867265957134833,3.8201185373349738,2.3800319084414343,3.7162199452666203,2.3408692538085947,3.556451506615149,2.476290546292985,4.743442219737647,2.476290546292985,4.51013285025183,2.4687524910846497,4.324759914209734,2.4307890261996343,4.049907408136108
2009-03-30,2.1787001917540936,2.2828344558858977,2.1787001917540936,2.3450928291375943,2.168424165487421,2.391338851643645,2.116492654339934,2.454234613347369,2.2180867371207222,2.4937466949259712,2.2180867371207222,2.5360850944966553,2.207625414068327,2.565848480567754,2.1547570787036534,2.6033207112827026,2.357710913628883,4.213712700136635,2.357710913628883,4.0616210736215175,2.3564755405088076,3.9375426330039938,2.339454800457734,3.7483758131041016,2.4011510093589443,4.021977238094717,2.4011510093589443,3.8932324497178805,2.3950665617850264,3.787345324444876,2.3582365630161335,3.6245190498883266,2.4912562483596674,4.834227784493767,2.4912562483596674,4.596453066450835,2.484347592042306,4.407532245579647,2.4488234655719383,4.127419289640162
2009-03-31,2.188382075140225,2.3082277762878287,2.188382075140225,2.371178686317918,2.1783015746601793,2.4179391307365097,2.1270825541971865,2.481534519268078,2.227943649609373,2.5214861171439247,2.227943649609373,2.5642954718216826,2.2176813892146985,2.5943899336730687,2.1655384351299976,2.632278990215342,2.3681882992785286,4.260584323438261,2.3681882992785286,4.106800891635821,2.3672095442566263,3.9813422529976084,2.3511602944534795,3.790071218464567,2.4118214376046905,4.066716074234536,2.4118214376046905,3.936539181285726,2.405976351854362,3.829474210772317,2.370036031816955,3.664836723077204,2.502327093523623,4.888001764780011,2.502327093523623,4.647582137649092,2.495664066966594,4.456559838537723,2.461076187174974,4.173331020201575
2009-04-01,2.2014414842068795,2.3434540386354623,2.2014414842068795,2.4073634629395504,2.191638326676579,2.454835843352461,2.141434661866059,2.5193994069715497,2.241237815321311,2.5599591829976487,2.241237815321311,2.603420181544163,2.231257923765647,2.633972718119738,2.1801487410433666,2.672438465796411,2.382314388267197,4.325501629290549,2.382314388267197,4.169381974098098,2.381696234611872,4.0420171215808836,2.3670164212829055,3.8478394094993438,2.4262062675061924,4.128688138096791,2.4262062675061924,3.996533249523495,2.420698929536423,3.887841246227785,2.3860188022768924,3.7207014284516147,2.5172484833217923,4.962446646555179,2.5172484833217923,4.7183768852313115,2.510932249671736,4.5244537767935125,2.477669667587802,4.236922852593795
2009-04-02,2.215813439595139,2.3817495481662574,2.215813439595139,2.44670334711017,2.206304406062485,2.494951496523274,2.157175442053771,2.5605701243873424,2.2558695782490834,2.6017927072207296,2.2558695782490834,2.6459639228470824,2.2461891309096655,2.677015733117097,2.1961740920477144,2.7161100680766763,2.397867159646592,4.39618673176707,2.397867159646592,4.237515850203289,2.397634149926074,4.108069667374899,2.384415357543539,3.9107188039103615,2.442045583922035,4.196157016656164,2.442045583922035,4.061842521488728,2.436897844401995,3.951374329891687,2.4035574170005654,3.7815031999672524,2.533682162419331,5.043540373897863,2.533682162419331,4.795482151218723,2.527734990916985,4.59839005199852,2.4958819690461502,4.306160446678306
2009-04-03,2.2301555677579485,2.4203381635826124,2.2301555677579485,2.486344330593187,2.2209424238205293,2.5353741865814796,2.1728963848095053,2.6020559539333856,2.270470974752817,2.643946416559865,2.270470974752817,2.688833285120251,2.2610917691384773,2.720388190421989,2.2121792469876564,2.7601159237411377,2.4133876531622045,4.467412843354349,2.4133876531622045,4.306171208861843,2.4135415701204375,4.174627765651845,2.4017923666690217,3.9740794641618944,2.457852027785121,4.264142288015636,2.457852027785121,4.127651657073199,2.4530657647591676,4.015393682598037,2.4210739285582954,3.8427703356287664,2.5500817354374825,5.125254775806765,2.5500817354374825,4.873177564916543,2.544505582310902,4.6728922201158944,2.51407131831998,4.375927970944627
2009-04-07,2.251275165226338,2.477711383468615,2.251275165226338,2.54528220222526,2.2425012051718416,2.5954742927933814,2.196065113650929,2.6637367267472656,2.2919723595636756,2.7066201872777396,2.2919723595636756,2.7525710824351766,2.283040281870407,2.784873985081913,2.235766833344921,2.8255434496077116,2.4362424604710995,4.57331121046679,2.4362424604710995,4.408247402738448,2.4369699194708994,4.273585770919351,2.4274017222120543,4.068283546208145,2.4811279132050212,4.365222201887421,2.4811279132050212,4.225496111082693,2.476877777126358,4.11057710289314,2.446888875717281,3.933861783408564,2.574231037191385,5.246747042320831,2.574231037191385,4.9886944344938255,2.569205204826045,4.783661399762865,2.5408778596117605,4.479657723034596
2009-04-08,2.2293532636218845,2.417318876591431,2.2293532636218845,2.4832427032231315,2.220118181231788,2.532211396185285,2.1719878256073337,2.598809980370581,2.269654167046578,2.640648186113801,2.269654167046578,2.6854790598795923,2.260252626208347,2.7169946015434223,2.2112542623331857,2.7566727759082874,2.4125194308175164,4.461839902479753,2.4125194308175164,4.300799411272423,2.4126458495783583,4.169420063895327,2.400788098554031,3.9691219393793635,2.4569678092686034,4.258822920031249,2.4569678092686034,4.12250255636494,2.452155375883431,4.010384619776668,2.4200615981902636,3.8379766143797953,2.549164337049127,5.118861200188315,2.549164337049127,4.867098446779725,2.543561258025078,4.667062950923815,2.5130201026949996,4.370469154240492
2009-04-09,2.25812451422757,2.4954090682391503,2.25812451422757,2.5634625287828983,2.24948739845652,2.6140131291446846,2.2035487668056795,2.682763144923412,2.298945526964227,2.725952911495583,2.298945526964227,2.7722320226279904,2.2901527688778027,2.8047656569862687,2.2433857802566686,2.8457256135232702,2.4436545596765327,4.605977250870209,2.4436545596765327,4.439734432844022,2.444561952352356,4.304110946013675,2.4356737139865046,4.0973422978603065,2.4886765732963028,4.396401913534948,2.4886765732963028,4.2556777935304595,2.484594137257457,4.139937947048501,2.4552272749479127,3.961960393375056,2.5820629570987648,5.284223269715704,2.5820629570987648,5.024327455396607,2.5772091979153338,4.817829919981498,2.5495365503271312,4.511654819545157
2009-04-10,2.286225227984443,2.573140006915582,2.286225227984443,2.643313304016619,2.278181290546581,2.6954385342324003,2.2344236159191166,2.766330083969835,2.327554228472418,2.8108651935318987,2.327554228472418,2.8585858794326353,2.3193653781438175,2.892132922762377,2.274818802530581,2.934368764648314,2.474064059626378,4.7494514971528305,2.474064059626378,4.578030285548667,2.475744166094205,4.4381821843767,2.4698009634223825,4.2249727801507575,2.5196463393915782,4.53334797656223,2.5196463393915782,4.388240359646719,2.5162869914210235,4.268895265823227,2.4896284975553438,4.0853737865119175,2.6141948486762656,5.448824593065338,2.6141948486762656,5.180833133882952,2.6100834263592168,4.967903287442575,2.585259179881027,4.652190961923911
2009-04-13,2.313136557639029,2.648956249699093,2.313136557639029,2.72119716679579,2.305669145775572,2.7748582400277173,2.264037431546432,2.8478385727041866,2.3549520449100263,2.8936858862931873,2.3549520449100263,2.942812637584195,2.3473501482769508,2.977348127238241,2.3049679936346053,3.020828426415264,2.5031864543406845,4.889391635205514,2.5031864543406845,4.712919586040124,2.505615755990937,4.568950932716788,2.502534340319167,4.349459423393153,2.54930528656019,4.666920735871653,2.54930528656019,4.517537597886851,2.5466477589428127,4.394676062445715,2.5226246576307405,4.2057472174278905,2.6449667334813642,5.609371398572359,2.6449667334813642,5.333483709305844,2.6415759136590915,5.114279994793699,2.6195227761643705,4.7892653684841955
2009-04-14,2.3636032620340997,2.793620478415564,2.3636032620340997,2.8698066009322267,2.357232016825489,2.9263982011489147,2.319653461895459,3.0033641200498877,2.4063310559427107,3.0517152372633642,2.4063310559427107,3.1035248881249737,2.3998451531332936,3.139946422508794,2.3615894823526418,3.1858012584285507,2.5577995598314804,5.1564100391070955,2.5577995598314804,4.970300536365254,2.561650136449866,4.818469497925238,2.5640090420539376,4.58699116552375,2.6049245866333943,4.921789606889235,2.6049245866333943,4.76424838911649,2.603599759295734,4.63467716593871,2.584592877574068,4.435430579489745,2.70267312086804,5.915709182388487,2.70267312086804,5.624754774000188,2.700650841410165,5.3935799533985085,2.683871296285619,5.050815698252372
2009-04-15,2.387292114838905,2.863704586701371,2.387292114838905,2.941802005509562,2.3814483403684896,2.9998133303697,2.3458295817257704,3.078710108467994,2.4304481415380326,3.1282742197014928,2.4304481415380326,3.1813836294993245,2.42449925008538,3.2187188781043186,2.388238829031155,3.2657240833426204,2.58343471537992,5.28576991541777,2.58343471537992,5.094991446850416,2.587966488877398,4.93935139318396,2.592942591410902,4.7020659181733775,2.631032045567628,5.045263514112603,2.631032045567628,4.883770028717549,2.6303470687237187,4.750948226691969,2.6137587051372355,4.54670310180582,2.7297602495618163,6.0641177461605436,2.7297602495618163,5.76586410710678,2.7283951763273278,5.52888975815643,2.7141574307512815,5.17752650849412
2009-04-16,2.3790213528095676,2.838870346666748,2.3790213528095676,2.9162904993722227,2.372991316483428,2.9737987460960915,2.336678990981673,3.0520113259937927,2.4220278656621317,3.101145613899427,2.4220278656621317,3.153794455300246,2.41588934336613,3.190805930101924,2.378922808680031,3.2374035030183776,2.574484418256069,5.239931360890582,2.574484418256069,5.050807336117409,2.578776075615363,4.896517003532417,2.5828280644811645,4.661289284224188,2.621916847722676,5.001510647378637,2.621916847722676,4.841417644421244,2.6210061531098385,4.709747682054215,2.60356297889998,4.50727378471747,2.7203030083298216,6.0115293065548245,2.7203030083298216,5.715862143249243,2.7187060712634255,5.480942851894991,2.7035700700762644,5.13262664811932
2009-04-17,2.3455212573191404,2.7388067840984665,2.3455212573191404,2.8134980568804933,2.3387397621595625,2.868979271953902,2.299631442872116,2.944435040716706,2.3879221756546274,2.9918374595012778,2.3879221756546274,3.0426305519624366,2.381018602580033,3.0783374585477783,2.341205493831204,3.1232925756336827,2.5382319173071632,5.055235994228412,2.5382319173071632,4.872778150497384,2.5415542416248713,4.72392619249911,2.541877875196765,4.496989702001816,2.5849964288861917,4.825219055130501,2.5849964288861917,4.67076895736495,2.583174773781631,4.543740054260506,2.562284041960278,4.348402889856418,2.681997168647331,5.799636910833478,2.681997168647331,5.514391325860824,2.6794644996471844,5.287752391951048,2.6607055419894903,4.951713522464693
2009-04-20,2.3664782545039786,2.8000606882184984,2.3664782545039786,2.876422444690049,2.3601591971977003,2.933144507072695,2.3227659702606505,3.0102878576145184,2.409258020792098,3.0587504399827887,2.409258020792098,3.110679529051536,2.402825249949584,3.147185026996115,2.364758260422175,3.1931455733250287,2.560910764910647,5.168297252398374,2.560910764910647,4.9817587063225375,2.564831160611411,4.829577647631129,2.5674494264574332,4.597565681890029,2.6080931127102827,4.933135943272139,2.6080931127102827,4.77523154141519,2.6068328759588826,4.645361614147812,2.588060881344549,4.445655699085972,2.7059605443522816,5.9293468287911,2.7059605443522816,5.637721675236237,2.7040044748576775,5.406013920989014,2.6874725117249114,5.062459482017571
2009-04-21,2.3554472112834954,2.7673895541307694,2.3554472112834954,2.8428603209193626,2.3488822435193515,2.8989205497518884,2.3105751694638923,2.9751637909638915,2.3980275650268394,3.0230609114714766,2.3980275650268394,3.074384091447197,2.391344435827799,3.1104636429030785,2.352347067364245,3.155887921151027,2.5489733987938177,5.107993512108452,2.5489733987938177,4.923631499518842,2.552576274489601,4.773226090832106,2.5539744294433424,4.543921242859767,2.5959358119640807,4.875576067318813,2.5959358119640807,4.719514095487691,2.5943773036295714,4.591159491736539,2.574477707207202,4.393783747144414,2.693347046780157,5.860163154983182,2.693347046780157,5.571940686425552,2.691084611975028,5.342936500404557,2.673367585763074,5.003390657814363
2009-04-22,2.3082811591383554,2.628679115129381,2.3082811591383554,2.7003670450645973,2.300670390202456,2.753617355452403,2.2584810184052153,2.826039040915733,2.350008873444315,2.871535404145546,2.350008873444315,2.9202861017561608,2.342261027117807,2.954557230392079,2.299311128482351,2.9977046981462934,2.4979321308476883,4.8519644968138005,2.4979321308476883,4.676843299512848,2.5001835105418047,4.533976692234096,2.4963926067501254,4.316165338583839,2.5439541571488085,4.631196559680296,2.5439541571488085,4.482956914341591,2.541126554956933,4.361035854941864,2.516433618294238,4.173553215619192,2.6394148055289635,5.566432985107334,2.6394148055289635,5.292657150954325,2.6358489027631857,5.075131389114238,2.6130939289313746,4.752604673020522
2009-04-23,2.328739524507337,2.6869970982812794,2.328739524507337,2.760275445040708,2.3215716785810647,2.814707128493851,2.2810188111307568,2.8887355093535017,2.3708370728007653,2.935241222157037,2.3708370728007653,2.9850734676620054,2.3635401609712474,3.020104910895047,2.3222563723001888,3.0642096173183155,2.5200713784854742,4.959606689483966,2.5200713784854742,4.780600379323495,2.5228973494192974,4.63456423630784,2.5213045624734627,4.411920676710741,2.5665012993904917,4.733940953770128,2.5665012993904917,4.582412570338763,2.5642123560164327,4.457786658054174,2.541545566915683,4.266144663815048,2.662808018369624,5.689925861500383,2.662808018369624,5.410076233710242,2.659795243913882,5.187724601857691,2.6391704683676958,4.858042540143075
2009-04-24,2.31976074334491,2.661064479992774,2.31976074334491,2.7336356062656075,2.3123964899840947,2.787541961250516,2.2711164661763874,2.860855882930223,2.361695978649005,2.9069127620155752,2.361695978649005,2.9562640689285495,2.3541991068338715,2.9909574183668344,2.312175007096717,3.0346364635502256,2.510354890581614,4.911740769858755,2.510354890581614,4.734462076864523,2.512926492518654,4.589835350909859,2.510359090480507,4.369340558220294,2.5566057944283442,4.688252968534503,2.5566057944283442,4.538187008612978,2.5540782162066678,4.414763879991312,2.530512224797662,4.22497145183018,2.6525411893735584,5.635011520301218,2.6525411893735584,5.357862763896574,2.6492833466429997,5.137657081512427,2.627713317622759,4.811156831593768
2009-04-27,2.2852911739181674,2.562088283733504,2.2852911739181674,2.631960184154901,2.277176324212255,2.6838615347474986,2.2331198622588517,2.7544486028859763,2.3266032891402073,2.7987924326492566,2.3266032891402073,2.846308156593312,2.3183422444135453,2.8797111142396234,2.2734914788668372,2.921765551759054,2.473053262629287,4.729052442662145,2.473053262629287,4.55836749094788,2.474652049523127,4.419120042090802,2.468359870505513,4.206826379452565,2.5186169194201438,4.513877093986721,2.5186169194201438,4.369392719183747,2.5151769903318346,4.250560216566537,2.4881758355608756,4.067826968203353,2.61312680021868,5.425421707521448,2.61312680021868,5.1585812807018865,2.6089320491689314,4.946565975139092,2.5837507187752236,4.632209644714912
