year,return
2006,0.28194983209968516
2007,1.4237010620654607
2008,-0.2703248808978084
2009,0.9231481999064086
2010,0.1794162985141854
2011,-0.18548485877635834
2012,0.0014635737859491904
2013,0.30562511190345587
2014,0.24886754876426842
2015,1.0230397656220576
2016,-0.042252623992971694
2017,-0.09343943828985013
2018,-0.03149111777658864
2019,0.2219131485729351
2020,0.1054145126108883
2021,0.26931554605179286
2022,0.03629985531256552
2023,0.046915069599107184
2024,0.10876527115923573
2025,0.2343095542000353
2026,-0.007552468181791783
