year,return
2006,0.2825965747697319
2007,1.0955405410442585
2008,-0.20493522748869852
2009,0.6401877765381432
2010,0.21274245030933936
2011,-0.17177804078877834
2012,-0.009388655603383755
2013,0.2798643272470418
2014,0.23553021893433623
2015,0.6510917386481021
2016,-0.057075381447135975
2017,-0.027528975516613263
2018,-0.01030886373664286
2019,0.17924605736648824
2020,0.12091950774971738
2021,0.18466949949233702
2022,8.587341658272685e-05
2023,0.03396450869416512
2024,0.049099776817321805
2025,0.22925722828095707
2026,-0.0350246906526126
