date,nav
2006-01-04,1.0
2006-01-05,1.0
2006-01-06,1.0
2006-01-09,1.0
2006-01-10,1.0
2006-01-11,1.0
2006-01-12,1.0
2006-01-13,1.0
2006-01-16,1.0
2006-01-17,1.0
2006-01-18,1.0
2006-01-19,1.0
2006-01-20,1.0
2006-01-23,1.0
2006-01-24,1.0
2006-01-25,1.0
2006-02-06,0.999440878968055
2006-02-07,0.998028075711259
2006-02-08,1.0007042393866665
2006-02-09,0.9935198359239814
2006-02-10,1.000768553190799
2006-02-13,0.9957514917378322
2006-02-14,1.0026036763097903
2006-02-15,1.0003168219743268
2006-02-16,0.9706202554386125
2006-02-17,0.964516409689299
2006-02-20,0.9577121041837465
2006-02-21,0.9710897093260695
2006-02-22,0.9680418591834069
2006-02-23,0.9682142619557709
2006-02-24,0.9764615791172985
2006-02-27,0.97337153220228
2006-02-28,0.9508435375052344
2006-03-01,0.9652177147200232
2006-03-02,0.9455165308517769
2006-03-03,0.9430018853411711
2006-03-06,0.9383075252316129
2006-03-07,0.9146075993139897
2006-03-08,0.9088918834799756
2006-03-09,0.9074264298195666
2006-03-10,0.9115822784509735
2006-03-13,0.9209876323029478
2006-03-14,0.924309852287096
2006-03-15,0.9317181681558927
2006-03-16,0.9326439124389246
2006-03-17,0.9391717748313362
2006-03-20,0.9510526363968294
2006-03-21,0.9525696775376509
2006-03-22,0.9670325181954226
2006-03-23,0.9748613994339757
2006-03-24,0.975300896101892
2006-03-27,0.9842436474498651
2006-03-28,0.9902592356855444
2006-03-29,1.0021852455432052
2006-03-30,0.9891010101047193
2006-03-31,0.9782257290394031
2006-04-03,0.9932925852495836
2006-04-04,1.0023428621321433
2006-04-05,1.0121800184159342
2006-04-06,1.0053375754874894
2006-04-07,1.0210959427620112
2006-04-10,1.0488753538389881
2006-04-11,1.055670917294542
2006-04-12,1.0638580634841646
2006-04-13,1.0426715577715846
2006-04-14,1.062818748929198
2006-04-17,1.075338567516386
2006-04-18,1.0768087254052479
2006-04-19,1.080621943258374
2006-04-20,1.0696904012232844
2006-04-21,1.0762617430463601
2006-04-24,1.0340097957669463
2006-04-25,1.0196210645568378
2006-04-26,1.0439481561832553
2006-04-27,1.0445012114196708
2006-04-28,1.07014672379934
2006-05-08,1.0802515437328184
2006-05-09,1.0914487706394689
2006-05-10,1.098952429744615
2006-05-11,1.0970723955408308
2006-05-12,1.1085856922998019
2006-05-15,1.1286651454238783
2006-05-16,1.121287191406623
2006-05-17,1.127493556335656
2006-05-18,1.1303048516909262
2006-05-19,1.1460040879143056
2006-05-22,1.1602484081108937
2006-05-23,1.1415851316670331
2006-05-24,1.1323652316029487
2006-05-25,1.1429688072263957
2006-05-26,1.1563323641004464
2006-05-29,1.1667693917327502
2006-05-30,1.174625506468675
2006-05-31,1.1724679659376742
2006-06-01,1.1896395467892191
2006-06-02,1.1936207195240838
2006-06-05,1.2042476836634564
2006-06-06,1.2015933991217387
2006-06-07,1.1751364595334601
2006-06-08,1.171712419374893
2006-06-09,1.1634374554507603
2006-06-12,1.1600937542350673
2006-06-13,1.1620793378618894
2006-06-14,1.1627141853835845
2006-06-15,1.1651841799434972
2006-06-16,1.1754160055705904
2006-06-19,1.1795799680514945
2006-06-20,1.1820403593977897
2006-06-21,1.1782864380765405
2006-06-22,1.1783568133276274
2006-06-23,1.1850261659501335
2006-06-26,1.1932796942186759
2006-06-27,1.1996447078846622
2006-06-28,1.2005287464614152
2006-06-29,1.2084320659228684
2006-06-30,1.2054132889747118
2006-07-03,1.209805010724548
2006-07-04,1.2118552450334514
2006-07-05,1.2129254777892258
2006-07-06,1.2206628819034764
2006-07-07,1.2203068478522723
2006-07-10,1.227132744442351
2006-07-11,1.2300239660773185
2006-07-12,1.227419661749049
2006-07-13,1.1999663404734282
2006-07-14,1.2008598305013072
2006-07-17,1.2069387868913726
2006-07-18,1.2110357126033597
2006-07-19,1.2048471111149373
2006-07-20,1.2105446363352252
2006-07-21,1.2108723963221488
2006-07-24,1.2125525594259607
