year,return
2006,0.34836196347905224
2007,1.4284699390172952
2008,-0.10776954072520639
2009,0.7788050470010193
2010,0.27962378422530687
2011,-0.10902945076962556
2012,0.016891188838271454
2013,0.42472061777862136
2014,0.41403522034258544
2015,0.9470692218029351
2016,0.06314968320901104
2017,-0.06785853553693877
2018,-0.02091678188537993
2019,0.1951158386205285
2020,0.19826229481149893
2021,0.12304823183460556
2022,-0.04760881370359982
2023,0.1443663752827451
2024,0.02955929504847754
2025,0.4415671623366264
2026,0.058894129106308535
