year,return
2006,0.29484999180574767
2007,1.1599298940873166
2008,-0.20677811014813774
2009,0.7114701558226004
2010,0.19978961802918693
2011,-0.18007887308841086
2012,-0.005478086389456016
2013,0.27115487843738095
2014,0.24295946331133433
2015,0.7377677831242568
2016,-0.06606682256834073
2017,-0.03466741201251966
2018,-0.009328969584784907
2019,0.19511354599441932
2020,0.09649845691679193
2021,0.19065906884445138
2022,0.011262757354133957
2023,0.030548179294976885
2024,0.05441412940824497
2025,0.2291276629051875
2026,-0.007478404284791296
