year,return
2006,0.3419000788188806
2007,1.4648052955988677
2008,-0.14812030304535628
2009,0.7778819282843179
2010,0.2720220704189662
2011,-0.10723037358490084
2012,0.015892205898637712
2013,0.4151398956276693
2014,0.42345403529054537
2015,0.9770805508020433
2016,0.042672377776963755
2017,-0.061935122332872794
2018,-0.03715845745806212
2019,0.188442474565244
2020,0.2055633508488437
2021,0.15197837422582539
2022,-0.03853079779906354
2023,0.1378657505043981
2024,0.05195296653485282
2025,0.42663750706715553
2026,0.053404168543488284
