year,return
2006,0.29360552437860177
2007,0.7618601852467008
2008,-0.20596546068492627
2009,0.6031813000166459
2010,0.09578562551391001
2011,-0.18899016305432859
2012,-0.01872875992024603
2013,0.3005149932888964
2014,0.25468552261084376
2015,0.5815166642297671
2016,-0.09830525615052055
2017,-0.03149326209936554
2018,-0.04535437574190382
2019,0.09722999619456751
2020,0.1466712471137468
2021,0.13379839084158007
2022,-0.046030740855068975
2023,0.02721280237311441
2024,-0.002333012794761946
