year,return
2006,0.3388276598855078
2007,2.2655396140821167
2008,-0.6266498178479404
2009,1.493485785183176
2010,0.13150183980504138
2011,-0.3503430877327487
2012,-0.004243534322759923
2013,0.34402660864476076
2014,0.35975185040635593
2015,0.60926440091957
2016,-0.1539655525424608
2017,-0.14810168713694272
2018,-0.5406882949283376
2019,0.4303811714323058
2020,0.1187958175503121
2021,0.09967322111779642
2022,-0.16126789660271645
2023,0.03500064723317653
2024,-0.08234887310046857
2025,0.2094227073002688
2026,-0.08331840630244902
