ym,pe_ttm,pb,peg_np,peg_rev,pegy,pcf_proxy,neff_val,buf_quality,davis_dp,graham_score
2007-07,-0.19255161212474972,-0.029543970551435823,-0.08856609956259659,-0.09630610589890824,-0.10316510563930585,-0.0175836640245897,-0.11834435866525746,-0.08023978900726243,-0.045059284025823904,-0.09671968343483205
2007-08,0.014168456277874905,-0.024362051082565773,0.06334666861596279,0.04286046416505963,0.05973304872532664,0.10026786968077785,0.0027506149031257046,-0.11925335842481657,0.025367222412869414,-0.09826814528572801
2007-09,-0.12866773090296044,-0.10577377614706938,-0.04365712098385077,-0.08654213942309508,-0.035725523086265344,0.016930215423650013,-0.0670699895151066,-0.0727097052436902,-0.05795088279092094,-0.07539831702640205
2007-10,0.2732412175411187,-0.026596279331084712,0.24255988150286872,0.24975578204402082,0.24270079457477495,0.19863941698741608,0.1659964406110767,0.03323339373430086,-0.01425904678875546,0.014604015484363117
2007-11,-0.2358896175757016,0.02968780764535902,-0.23163969287953487,-0.20006629289887928,-0.23368180809075859,-0.21579167805764324,-0.11314293038607331,0.04261045543294646,-0.01840071669511457,0.0683061487063942
2007-12,-0.015506881593082632,-0.07755865242484988,0.00730163692406434,-0.04477967505641307,0.01095181000021633,-0.01340709504168831,0.00499458075182471,0.06036857068410925,-0.018961362556507308,0.0429450664176765
2008-01,-0.0940061001330642,-0.047463552869457006,-0.06151469309520345,-0.029932408006071998,-0.06830491220523685,-0.07096154126934102,-0.056792911881272584,-0.023977493642220137,-0.0551692653270457,-0.017402832921755845
2008-02,-0.2906555895793262,-0.06510823802714857,-0.1680389470516189,-0.24112470836541833,-0.1692789953272552,-0.23329442497595224,-0.1804367358678338,-0.03019484754829352,0.024155977734951498,-0.044321867885389915
2008-03,-0.08270803546787618,0.010786392573322588,-0.09398261793895092,-0.08847114189949443,-0.09261584134497254,-0.07527286824676284,-0.047648422099683084,0.009408449416410582,-0.04622679238081214,-0.010119699396615247
2008-04,0.1713404486268725,-0.06273103485315343,0.1762231726158809,0.150410017125927,0.18528322599030483,0.1704886559969805,0.1670892083270608,-0.0087953917266597,0.06510386544060259,-0.014682579538089033
2008-05,-0.19566539408789688,-0.08116798414508457,-0.18013702650435579,-0.13872948634528243,-0.18056007832920232,-0.18243831734061514,-0.12963982035936736,-0.013228863337119754,-0.09521942077657132,-0.015871513575705213
2008-06,0.08742525957493658,-0.017059565445171173,-0.00526846833147729,0.02018258313992719,0.015613422588205887,-0.007558516964728738,0.04718117233893406,0.14563849597539694,-0.06658693716788108,0.13582437343318463
2008-07,-0.11693783533720535,-0.02035723281008076,-0.0875392972172245,-0.08931985453540933,-0.09421873224598633,-0.0912989219867895,-0.09220485303710411,-0.00695817702620793,-0.0006685918987104816,-0.014408807746081087
2008-08,0.0458807794900537,0.04213416089188834,0.0441015736614856,0.0383275182056326,0.05075884045801503,0.009815692315884203,0.07202521352499237,0.016794100373459908,-0.03774825860323121,0.005242501055721548
2008-09,-0.0716407040456178,-0.07233204369486189,0.009696527312538014,-0.03728688184986557,0.010967499911430267,-0.09289161859432017,0.06397474668948867,0.07839922570365232,0.027752057609538874,0.050236968849743296
2008-10,-0.027339376701661533,-0.027174150646933955,-0.09122797289161814,-0.11694946216715477,-0.09315612137674885,-0.05547410088501831,-0.053293233224499637,0.08086884182843752,-0.03805997107513198,0.07181735841739557
2008-11,-0.13758908515107332,-0.037834363966635566,-0.08170030659055884,-0.1065944521950956,-0.09148936585916287,-0.15409703678588413,-0.10115071288553854,-0.05485772949906177,-0.02185859508735597,-0.052196897331505177
2008-12,0.11321451169394546,-0.034369108127636945,-0.01614187309068088,0.03840183192254372,-0.005608711049673989,0.00817945866368462,0.014137699222077242,0.17170635076166185,-0.03379005853984862,0.20032918974769492
2009-01,-0.029818285850360844,-0.06380981102654432,0.061297529758600144,0.0688336469290306,0.054302936756929966,-0.017282341349122984,0.04794911271576507,-0.10389915834806521,0.07835335506022022,-0.11235319550542361
2009-02,-0.15994213025227869,-0.10369666263508352,-0.09947552681138251,-0.14023184843590386,-0.1087119109066719,-0.08353381855608673,-0.1421148148235029,-0.18247889422282382,-0.024062077253157607,-0.16996880125738548
2009-03,-0.09262635119044632,-0.04562614715796323,-0.0559698231170794,-0.0029495981629,-0.06154355862413591,-0.08436829920200069,-0.10552203051551824,-0.04644020740244292,-0.024102142850286657,-0.023624064461579768
2009-04,0.09136202053471798,0.057753095914272384,0.08858461881163736,0.07582507935740453,0.10433739433222071,0.08042843010266354,0.10574592164996462,0.06201102464100943,0.02605154075451787,0.07888666997939686
2009-05,-0.21061495229472907,-0.10207030115551316,-0.19722111679930315,-0.1998030866187317,-0.20412340691777603,-0.08095976645250934,-0.17338369442253906,-0.05814704400646776,-0.05151254766874054,-0.06357070158261571
2009-06,-0.011742377626209397,-0.0220257736932146,0.03315811465727069,0.03933167830285933,0.033069360418285135,0.07999726991606769,-0.032100718169557715,-0.16223546960593233,-0.014737309169895544,-0.15375073571440426
2009-07,-0.011795936642152035,-0.017290982192234537,-0.037411579443922566,0.005434672294053298,-0.03889571309452938,0.0015708658803769056,-0.06770526531410884,-0.06244204730539551,-0.1012338142008473,-0.055188899944931445
2009-08,-0.015279255880260295,-0.09850324102602347,-0.06405569788051726,-0.08141850205145858,-0.05769944921480741,-0.1155339288652078,0.030801272639411514,0.11448774694057069,-0.03640132931452331,0.11096592850616442
2009-09,0.15184327204666911,0.010830810805804758,0.15448325690274456,0.15275377488056893,0.15876823875917395,0.045117144432143354,0.17042785978159086,0.056756891547473695,0.052732595408698874,0.057903975207476296
2009-10,-0.021471891797119797,-0.04116728190041474,-0.05043573282604956,-0.03177741079745244,-0.059923632781839535,0.008437080567128786,-0.026695081194019612,0.039354720877431054,-0.0146566745870857,0.02576904735461171
2009-11,-0.124706677798469,-0.04813759951468978,-0.05745281629517897,-0.11848871412554081,-0.04799034707645595,-0.12973606317899675,-0.07804747084953181,0.027877381368690477,-0.034770826554070315,0.017655045946061834
2009-12,-0.014865181599689537,0.01829087268425256,0.017310998607789715,-0.012596363873696736,0.03295759636935644,-0.006733782018382228,0.028705883919215035,0.04118513904138892,0.014027822429294606,0.05343549147789468
2010-01,-0.10680317923396696,-0.09995724553691397,-0.11797322321166938,-0.13507109867675401,-0.1105685277873462,-0.10022236355011765,0.025945285610969884,0.12817321269538617,-0.03061491823179117,0.13143815873357598
2010-02,-0.1781035885241014,-0.07438128145916158,-0.17594072240880965,-0.23884279740348957,-0.1716044074359295,-0.06714344759281704,-0.10909566342062131,-0.08433352865250117,-0.04915908121947855,-0.06305002616801517
2010-03,0.0046799923264936386,0.009496289342744131,-0.03058282647902482,0.008985586466727227,-0.030568290340930008,0.018678896903468956,-0.051763218088391676,0.051771193322952394,0.035521677096603685,0.008338377591833649
2010-04,-0.07829678752437416,-0.15742855413252574,-0.037726794652350626,-0.042435128368000626,-0.03862400026540489,-0.04142121185614996,-0.004717328693705686,-0.0034072444959783927,-0.04642188644588855,-0.010101517297457044
2010-05,0.00885725703322724,-0.13128288391322734,-0.03819301443855335,-0.017035401920312644,-0.04500901523126216,-0.11988733151231958,0.11810124611173377,0.1279823767666209,0.08933934234280665,0.12725175990305476
2010-06,0.15088273929866297,0.0757032955461116,0.022115459660016216,0.07537715927962212,0.04879472339915661,0.0911965449779855,0.05432138351343424,0.04984701798046141,0.07909947300132485,0.05407493743988137
2010-07,-0.17418431425947775,-0.08448567068040412,-0.07730243736899152,-0.014398063115421696,-0.07499331084440601,-0.018501936514971108,-0.11709779369320829,-0.18915394520146242,-0.18272318582200034,-0.17748835024408954
2010-08,-0.17654114030949786,-0.211079891797425,-0.15991253991312707,-0.16159938261186893,-0.1765081343760324,-0.18623793260453805,-0.028390439228214184,0.11699284815326931,-0.016284937930404544,0.10065267367429087
2010-09,-0.2584553212857942,-0.22749790121057595,-0.03308253614690029,-0.0876287121455424,-0.05295949795725779,-0.19265624498333944,-0.02909450227262301,-0.09926502919033585,-0.09611904195564225,-0.11007096827365456
2010-10,0.05183221245069794,-0.009954060415092995,0.02774250821185307,0.0003606364306678876,0.026214249645558713,0.09078891112127184,-0.08414146263272206,0.015424166192393295,-0.1261681168843807,0.007846162713020403
2010-11,0.08277516291244039,-0.050821029103290886,-0.056931665128644136,-0.010267611254023269,-0.05691097744067519,-0.11555513817798219,0.1258722715901149,0.25069430177304186,0.09963540176352713,0.25580335161163575
2010-12,0.07018979160655878,0.05487865095234197,0.07333684391857052,0.13421195591156918,0.0705711697014543,0.05754119319745212,-0.06347263571989258,-0.03841115649265707,-0.04392390360535298,-0.03433780330835684
2011-01,-0.11071776295459208,-9.781219980282804e-05,-0.024698365147686998,-0.01620361006098092,-0.027095029538512446,0.09224680479520433,-0.07344315026999941,-0.2938582820211285,-0.027144692050056568,-0.2792319733749064
2011-02,-0.2977068712623667,-0.20394379607765725,-0.1616642502097011,-0.2278619875335711,-0.19368126172758143,-0.20576734216439205,-0.126340785107161,-0.07160815810330429,-0.013500382778957577,-0.06057246351462038
2011-03,-0.2184522452652209,-0.08564437804042609,-0.13256584832645668,-0.17536495574493202,-0.14028371388060165,-0.04690579310733935,-0.16482153391187346,-0.24955597053031978,0.012302191769602589,-0.24783340372085622
2011-04,-0.11745392129036172,-0.11771207033405073,-0.030989384407464494,-0.04191801728537031,-0.0334646891476492,0.026819938615712018,-0.01652005410841278,-0.22051749243468027,0.09015957742783232,-0.2292835777777367
2011-05,-0.0518731198554598,-0.05642802030762204,-0.02861300824844494,-0.05262895320425775,-0.023690110482776642,-0.034459529316805494,-0.03769998492312363,-0.012694000137862878,-0.04246728627499701,-0.021781030281197534
2011-06,-0.0326418035128963,-0.07050099137059468,-0.01688924995579131,0.00751396831657868,-0.022737636499199736,-0.020663862708284964,-0.00264426308940495,-0.012545574944005856,0.026144873375141868,-0.007791887501710001
2011-07,0.08449039601322983,0.007234201565601629,-0.019021615541248208,-0.07566502986825178,-0.0037312477250685525,-0.01704653875799604,0.004181803931105567,0.21465109989840275,-0.03460208513583636,0.19218069652827557
2011-08,0.1609770192441565,0.07040229683562274,-0.006200321476484961,0.03163269790360401,-0.0035062696386350353,0.04739780281325151,0.011631777438266573,0.17829453803747966,-0.04139587711150465,0.18129003070285665
2011-09,-0.0531065479222591,0.00017918619451436568,0.00993057358557065,0.04244881248845881,0.0112911461768199,-0.05591647267950525,0.010264937115968535,-0.12088837855183236,0.018539009421957835,-0.11411366077583251
2011-10,0.08989176794545001,0.07148105672073317,0.004327367458104495,-0.0039396832174591915,0.019657529033968744,0.08702025933682858,0.0008673314070398038,0.11043331700277309,-0.0691804962092607,0.1121889791462774
2011-11,0.03312524647443567,-0.0010629539196885046,-0.08397405387669721,-0.05757051928794804,-0.07194045859549175,-0.0035234004446020794,-0.004212713915600784,0.19088194655967713,-0.08800448393188444,0.18881923412773657
2011-12,0.1823011236700963,0.07542165726748418,0.1568231704340497,0.16216572004845592,0.16428434688617977,0.140809415082073,0.16250342643817178,0.0005017121780751084,-0.03685425599158059,0.004475329942434557
2012-01,-0.24464511332130312,-0.20785290705888382,-0.06715172902420914,-0.07597824937950191,-0.09098907355922105,-0.08995796968557902,-0.07935782874752643,-0.37366780429325536,0.13667742280846265,-0.3729471975012514
2012-02,-0.0037227742225005964,0.005012520698959463,-0.028513976855251144,-0.027149068203144316,-0.031873118233881816,-0.09624702661717197,-0.05284366505469499,0.13497158526894007,0.015855201044005708,0.12210046928214795
2012-03,-0.03228377112645552,-0.05092732463289368,-0.0744657161396711,-0.04805729856010648,-0.07549437648796944,-0.024444694563108042,-0.02507594018614024,0.021291011671061764,-0.017537582880741705,0.0164657168729048
2012-04,-0.24242674915174733,-0.23397627229326892,-0.14485486983032422,-0.18690751074596063,-0.15207165449981447,-0.07040510946752579,-0.12191355918476648,-0.22148163798900244,-0.024857198197126895,-0.23690114927752612
2012-05,0.07671376535230326,0.048893949015167526,0.035197008558225,0.053478724913555896,0.03875289852016861,-0.025233175131044297,0.014648877540781539,0.1211185209149284,-0.020115835522996804,0.12041379258588378
2012-06,0.2160385719253311,0.16132254195419607,0.14229680840686207,0.15440206556596783,0.14189222633157492,0.09802807257360249,0.11181942536399166,0.2456724237470174,0.042354895244087226,0.24590052131270884
2012-07,-0.002134415340005089,-0.07956956818753075,0.005630855802099008,0.03290920565685681,-0.00020396559610763067,0.03225258145185559,0.029511002916831848,-0.05096080312672334,-0.002798575018898183,-0.04731447096829313
2012-08,-0.0009163630075659558,0.02958048282667665,-0.07814933119897939,-0.04816100026651382,-0.06923079356168398,-0.07031477124317277,-0.03848643729311747,0.19366479073138565,0.05305518308733916,0.19882718230498514
2012-09,-0.14814653359688273,-0.1377091343499218,-0.03779031337835357,-0.05462165041385899,-0.052955333028274175,-0.11640637488586578,-0.03407661641141388,-0.13218279469785676,-0.00607581567800664,-0.13951146181212945
2012-10,-0.012770468592525598,-0.023332273336373117,-0.0384009818248761,-0.04420666306965596,-0.036485496305719615,0.0008064199614922655,-0.0734216355511229,-0.08410105097413191,-0.09622498440376256,-0.08543886861390454
2012-11,0.02915135356633975,0.03100277115848649,0.03235913400157852,0.008254307220847806,0.03145951315234335,0.08223605846259888,-0.010934155475306045,-0.194219452997395,-0.020746114861626887,-0.18991237921057919
2012-12,0.16922097302957664,0.03143371370278572,0.16001869588285397,0.14298055839231036,0.15889228188954968,0.11098186781815866,0.11162692291695034,0.04897168477141522,0.05932377631955822,0.05266992437127535
2013-01,-0.1205074448443158,-0.08693294716911996,-0.07416172906969841,-0.07156376971853777,-0.07877226506172644,-0.08314817860272604,-0.04088990675699231,0.01940757220234277,-0.024531051010512686,0.0184753633238774
2013-02,0.0971390191326712,0.07510351543055464,0.006750762544683627,0.04998487317364871,0.02068325112133236,-0.021814210933655678,0.046088771083173975,0.25625437892165553,0.026865758128107924,0.2603016186404622
2013-03,-0.09426295677331177,-0.11390237798430637,-0.1017857532921454,-0.07942342311070802,-0.09677490237151501,-0.10220477731736508,-0.03520113185703653,0.05881589929079893,-0.008468468041188917,0.050445472791495395
2013-04,0.11977862580692157,0.041531324019248236,0.0854505522507548,0.11124345110676588,0.08151383216349421,0.08589806970089524,0.025231125495276056,0.044973569972283474,0.03657272800144197,0.04704680617312845
2013-05,-0.037038097954986346,0.0005131630377831108,-0.06709831992559205,0.011069886735640674,-0.06641342979505613,-0.081903726932856,-0.025898853873682272,0.2796691810570441,0.02869873338681825,0.2756825437603047
2013-06,0.0865925160659427,-0.0035656391606492125,0.07642482478970414,0.09286793982258713,0.06538032492883022,0.01209183647480608,0.08387669218479785,0.14871924172477868,0.060874732855184695,0.1473515223707773
2013-07,-0.0597576587682294,-0.04765257136026251,-0.08274915588842555,-0.041847314938436436,-0.08498804447327461,-0.09869607141895591,-0.005978838147148422,0.25993708306458013,0.07735663205351163,0.25698263206772076
2013-08,-0.09564125223848538,-0.0657479179152398,-0.047575871693383835,-0.057873579503931336,-0.054839575460918895,-0.04641974341612382,-0.07917532127480405,-0.12134200944219983,-0.10901844849554743,-0.12289314784791863
2013-09,-0.015329548932293711,-0.020375785227410962,-0.07423016125193675,-0.06256884365030883,-0.062100353957133654,-0.058610391588244735,-0.03169434893615087,0.2030100589664439,0.04720337369099433,0.19805820339275124
2013-10,0.09649643956375237,0.09097961065886462,0.017582979426269917,-0.006347889993370393,0.03307146648644785,0.18362943407973065,-0.012837468573186671,-0.09989440867413277,0.008948032960768586,-0.09578074608937037
2013-11,0.030214611649760578,0.09757890530073617,-0.053777091904306726,-0.008955712160992892,-0.06382109932081508,-0.09655903171425691,-0.031638748969406855,0.3013552087847811,0.014059361143044015,0.30931684852732527
2013-12,0.08654062894637805,0.026221989793775803,0.026747765970700266,0.011379223328525227,0.0213024412061692,0.04969593196519435,-0.01482365491504532,0.054935528866877546,0.052166450468089896,0.055052202423811425
2014-01,-0.11135622219665214,-0.0848225584673904,-0.10565560405849632,-0.0768072644436628,-0.10604358213728664,-0.13506126545959754,-0.029841884235475298,0.3212905139185195,0.06111676701193903,0.3178456394009826
2014-02,-0.19200770871612538,-0.09682487039317433,-0.1604812416132186,-0.14544600066820126,-0.16250597548688892,-0.10540209915974726,-0.07055519480146118,0.01927905188860825,-0.033495117620549616,-0.018521264705359235
2014-03,-0.041493560776751905,0.009013483423669191,-0.01248135206055577,-0.07255198785548533,-0.010229289146592713,0.06355199342368473,-0.06903275078668188,-0.25998381843033014,-0.039877204823977594,-0.24507385227909437
2014-04,0.050321300940204185,0.0008337569081026926,0.034976715988611656,0.016847765449779385,0.03666046732967058,0.10225694255036327,0.010007491515433587,0.004398082774286545,-0.03734045863963671,0.002776455800509596
2014-05,-0.10071203681260497,-0.005099114167404616,-0.12148630771726858,-0.09222809305840571,-0.10622712146951124,-0.06068503639133476,-0.09651915019429899,0.2289471058220483,-0.045166520609141336,0.22267193643845393
2014-06,-0.09372241372844921,-0.03815921375893768,-0.09380945259861084,-0.052960531158088964,-0.09848241555915967,-0.08213617990548859,-0.06104965353919601,0.262109090074872,-0.014507785912325337,0.2613204141932347
2014-07,-0.04184315262754486,-0.01362763454008768,-0.03185903209034889,-0.07705738354315735,-0.037253335954345115,0.03240911236591634,-0.015406175499639293,-0.3186556337638091,0.018543208189916595,-0.3227871978489102
2014-08,-0.16801368279024195,-0.11246152977962753,-0.1513259809691056,-0.1562183952474251,-0.16241387925278095,-0.15838338274956681,-0.1214117360520753,0.12226797696102196,-0.04985755592993266,0.1147595744351225
2014-09,-0.22007459421007314,-0.059875047168316715,-0.1941692585650883,-0.20018066125615377,-0.20337190608931813,-0.14738552151192377,-0.14121051044153007,0.02745091810293989,-0.022495900816607965,0.026356279980950154
2014-10,0.10289512958119586,0.07527686983921326,0.08078920216387055,0.03555623537829361,0.08327016839492743,0.1346074586621671,0.04619387472968009,-0.09583899132522977,0.05789729926661294,-0.10007050279478293
2014-11,0.05711928153766062,0.11001722507351237,0.03350347742163601,0.007060874643678642,0.042147764368381836,0.09154384197235124,-0.010336423395846561,-0.1271702516857562,0.03409281860698962,-0.1254497240508885
2014-12,0.03647526841825083,-0.030784945994093003,0.1304931664573983,0.03569103537281026,0.11959782027317992,0.13328560508998544,0.10030120905170084,-0.3663395087831852,0.05742832812758105,-0.3670655014937039
2015-01,-0.055303102560062586,-0.15714092294494142,-0.06044207162658049,0.005414028852879804,-0.05520692752385146,-0.15917980437988768,-0.009476588279217645,0.21560163850087077,-0.04711887360867885,0.21942450371233752
2015-02,-0.16275412581210702,-0.17889472488249406,-0.1336862342997642,-0.09144852982295336,-0.13896347023827946,-0.15939277689950665,-0.03381462748149072,0.1292277039062259,0.004777438245679044,0.13256298828911411
2015-03,-0.15653730168465205,-0.09607133330116788,-0.1609648989952402,-0.0722982815087459,-0.16123397323271899,-0.18444475729132537,-0.06761480759183125,0.06950225954349831,-0.03391967419480681,0.07502318012212086
2015-04,-0.08502542485507181,-0.05569234220936376,-0.08877147347132788,-0.13329611146690262,-0.0950595080702673,0.0028970376850231943,-0.06188642462883043,-0.0473530592663501,-0.045040773049074605,-0.056197717917402995
2015-05,-0.10732905696670114,-0.20986973852961482,-0.18172670999538984,-0.17290954265214906,-0.19087544737885842,-0.15567372923036107,-0.07616490007454373,0.35698734517262465,0.024270726991609454,0.3446507777773909
2015-06,-0.07142144144234858,-0.016670064608026693,0.04893493080314656,-0.009021647910765518,0.04917310985229252,-0.02716851077637536,-0.0070361381331578085,-0.23679873490345452,0.0004407409578800584,-0.274686923764598
2015-07,0.1773294114149139,-0.05263899067111165,0.05763472072249294,0.10017165719780981,0.06586203025066181,0.06747596952895032,0.09669712944646186,0.11236543280949897,-0.015306460459043802,0.07942316483464691
2015-08,-0.1149385037536708,-0.07460475836143174,-0.05039602725036514,-0.09309800632903564,-0.04531227486969519,-0.053281565990787406,-0.01660059661011029,-0.17197775273434354,-0.02230294319325861,-0.1779893603970131
2015-09,0.07094687241440806,-0.04410380624557452,-0.006157620758067899,0.0307336763117205,-0.007253890633893286,-0.04498289624405024,0.038238506961259404,0.21467298858056505,0.028207785673551408,0.21587024689135118
2015-10,-0.20344225283175124,-0.19994664767842757,-0.18683773658039818,-0.16285455361513596,-0.20078920072903467,-0.22363655532963111,-0.12180927307847447,0.15929796823293027,0.031124978763520942,0.1544036537572707
2015-11,0.004183126615197628,-0.060238740467319064,-0.05884735908318757,-0.07168752922896168,-0.06307562493700997,-0.09646304866969709,-0.04120368721217629,0.22178963508892502,0.03888061728386279,0.2191694354530419
2015-12,-0.1753169093247131,-0.0705195694902399,-0.06405912277806448,-0.10280178477919331,-0.07127669049624084,-0.11091590698493597,-0.05504627663331798,-0.03600808549466961,0.01115824098350995,-0.04013946995736473
2016-01,0.2065852870002156,0.12326922479629482,0.16219523129939967,0.11960674534885046,0.17176116342513456,0.24170832843392057,0.08025592034634581,-0.07946286774616805,0.008434399195463547,-0.09487620435953109
2016-02,-0.08148542437285176,0.001916875062249034,-0.02737705951745522,-0.04570368980590384,-0.02270250612467591,-0.02755257176589723,-0.03913979899963509,-0.12638245663560196,-0.025416527346910925,-0.1262593265563918
2016-03,-0.08211545180444334,-0.15049182704818734,-0.06727638840749614,-0.03571265052892802,-0.0778293635757849,-0.15830976695294455,-0.0013104108695352564,0.15014984843902496,0.04079625594655141,0.15497497719570152
2016-04,-0.017173788005345407,0.0033162229374868904,-0.04216636676252507,-0.06035021421106278,-0.043076991186348425,0.0028099306897482208,-0.05300475231512724,0.003949428145104766,-0.052739119496986224,0.005805985210390909
2016-05,0.19103476028561517,-0.009135438408324058,0.11473446860320133,0.12744769839623096,0.12308166085728448,0.09800859578516853,0.10424989440131933,0.18790484665605156,0.05814112826341984,0.18928708519011728
2016-06,-0.0333798352535869,-0.13493918028577054,-0.0963801390847617,-0.053302602078439,-0.10479990456993918,-0.056663855269302614,-0.009784212709720904,0.2445395861637191,0.01888422016789131,0.23220181523708697
2016-07,0.08461310564883781,0.14891406586734687,0.09721939761922659,-0.01929364044966373,0.10463124167747752,0.02576768028496788,0.02625247238527979,-0.21003463090731833,-0.03887049376788592,-0.205998327641725
2016-08,-0.05681916459342597,0.04923406145006007,-0.06638929414821812,-0.018255424471516003,-0.06248629152292978,-0.06735229467331633,-0.08788541470455373,-0.08351974297630523,-0.07490238393570538,-0.08015950698662741
2016-09,-0.07445764756048322,0.013404496707231841,-0.033655018371518276,-0.056786409397190776,-0.03203789907555644,-0.03590150738154649,-0.04630383151327031,-0.09304813369385494,-0.03440730457937793,-0.09078193795985808
2016-10,0.02825036706303494,0.023309110662023742,-0.07720539216086972,-0.10455486839281793,-0.08662218289210659,0.02257380836828056,-0.08977512873881417,0.09544533674856351,-0.017852428560045642,0.0980374942393958
2016-11,0.025470795844010848,0.13093752774110376,-0.04052413606556428,-0.05553335381832361,-0.02870415094904522,0.04078344687985944,-0.049821675580423434,-0.029644071896709857,-0.005034818008929894,-0.03147108269889262
2016-12,-0.14857030607249205,-0.011316429235353675,-0.0603407177027016,-0.142115785292108,-0.06292440580728174,-0.04616769766659077,-0.07617633773938592,-0.19994632354772343,-0.06440346421451429,-0.21706143289433424
2017-01,-0.01300653529583831,0.07649402355873043,0.07191808177226042,0.041907800176211665,0.08452860187480589,0.09835924319040586,0.019104967494063124,-0.26469137268724113,-0.053780031422607705,-0.2752468530651704
2017-02,0.023938103632386687,0.017020316555690772,-0.05111303157727139,-0.02005745178972868,-0.05877345989553265,0.0245701463649389,-0.048276866898168694,0.04824447545584299,-0.024576617969882596,0.009998111630124273
2017-03,0.1388628834815367,0.0398974933340778,0.1045573713789316,0.09206136366855813,0.12047664942374504,0.029348095924342708,0.07487958652351835,0.010675020367463641,0.03311885795507773,0.007288780939620728
2017-04,0.1361490679508572,0.0002169910721411344,0.1256593383472692,0.16462130811355918,0.13725810860074156,0.08823277728534265,0.0789642037785114,-0.11909868519370259,-0.026428157096206644,-0.11664910302767084
2017-05,0.0063117204135050885,-0.05502523821015605,-0.022000436588309705,0.04036572832536462,-0.003981759636624134,-0.016520467254941797,0.013521117658457144,-0.09999482970729538,-0.07671861096171208,-0.09999458219529053
2017-06,-0.01246323477632165,-0.09451527616573648,0.06658296599687274,0.0035492327206862145,0.06739225521612913,-0.037555557066650425,0.05753623393521734,-0.146179376858921,0.04807404722903034,-0.1307528288254674
2017-07,-0.14862533508404538,-0.04518481899695085,0.023327320090086957,-0.050429565235421726,0.02598892011888234,-0.01960914543997204,-0.036510319728162814,-0.3081185108315647,-0.00623894746264347,-0.31506638413437704
