ym,roc,roc_g,ev_ebit,ev_np,mf_score
2006-01,,,,,
2006-02,-0.13510723719708528,-0.1067614898322028,-0.1137620187582911,-0.1137620187582911,-0.12653085216653842
2006-03,0.1449246484668663,0.04174409004668151,0.09754088767192996,0.09754088767192996,0.1245131699230423
2006-04,0.1480620438352807,0.12340397591176644,0.11371270528331956,0.11371270528331956,0.13378533225526998
2006-05,-0.26114698411338844,-0.1736156985147807,-0.22407342624500676,-0.22407342624500676,-0.25073551087248386
2006-06,-0.020531006919925154,-0.04457221965707083,-0.01811127518275471,-0.01811127518275471,-0.01987578132727831
2006-07,-0.12353371010173361,-0.1310830274692475,-0.10492713682434442,-0.10492713682434442,-0.1164657263627734
2006-08,0.034700288629043355,-0.029686281180303285,0.019988809352565348,0.019988809352565348,0.02735074950586448
2006-09,-0.04413618397506077,-0.08761635234438991,-0.03241120390521993,-0.03241120390521993,-0.039638098466571035
2006-10,0.20311092909869302,0.23996537694009484,0.18365035336581306,0.18365035336581306,0.19965067357747082
2006-11,0.26221497867664695,0.21863183449578905,0.19456773456023158,0.19456773456023158,0.23453141935916347
2006-12,0.18851981112031901,0.18948660935988318,0.13236730634327254,0.13236730634327254,0.16607306733409735
2007-01,-0.1510337715199487,-0.06478436331118526,-0.208435065906557,-0.208435065906557,-0.18427749613681924
2007-02,-0.3284981232357358,-0.1551992392872058,-0.3072794699399503,-0.3072794699399503,-0.32737387185541394
2007-03,-0.30564199253400504,-0.20378886852651626,-0.2794403570647042,-0.2794403570647042,-0.3017001554911348
2007-04,-0.2625896538583133,-0.09298332488144173,-0.2998725448463827,-0.2998725448463827,-0.2896283721214687
2007-05,0.07710436725820485,0.007480550163478082,0.016838835387235962,0.016838835387235962,0.04937885440410773
2007-06,0.4048050063279544,0.32058511996068356,0.3177043616247087,0.3177043616247087,0.3740547036040968
2007-07,-0.21755591735422986,-0.19456272034836822,-0.21017612768727617,-0.21017612768727617,-0.22124947319275878
2007-08,0.012067544955345942,0.05797596220639339,-0.01920111236056567,-0.01920111236056567,-0.002663340258339719
2007-09,-0.03511950697428222,0.05278218286728025,-0.1154011243662594,-0.1154011243662594,-0.07665394433016692
2007-10,0.2710486196740157,0.23649329314167952,0.21689765131162164,0.21689765131162164,0.2568794627267665
2007-11,-0.21488423576989227,-0.21756360470290745,-0.16581197584738633,-0.16581197584738633,-0.19730899765127372
2007-12,0.12267987540517837,0.0740468117440227,0.07592833237898626,0.07592833237898626,0.10176921628295388
2008-01,-0.053723757588918446,-0.07586961157120076,-0.038094732027230925,-0.038094732027230925,-0.04866972178911687
2008-02,-0.2548254831697288,-0.1529249098719276,-0.25475552966541326,-0.25475552966541326,-0.26678572576591153
2008-03,-0.10551818535471122,-0.1298505398485354,-0.08910646640240578,-0.08910646640240578,-0.10115384771746613
2008-04,0.18256605926608957,0.19723793069526854,0.1021680868642789,0.1021680868642789,0.14625845852424377
2008-05,-0.12034509832338894,-0.09733494786038359,-0.1352495427983355,-0.1352495427983355,-0.13070155369693034
2008-06,0.1429636058409742,0.11534093288119635,0.11301506837669771,0.11301506837669771,0.13421168523213164
2008-07,-0.09885102466625348,-0.15206548540104783,-0.07571002833336966,-0.07571002833336966,-0.09094161757561858
2008-08,0.022801048471963768,0.005084075540614412,0.04695521793738257,0.04695521793738257,0.03687448815032471
2008-09,0.01682539513393289,0.08682303961845861,-0.016596491987764014,-0.016596491987764014,-0.0009838926218238616
2008-10,0.020879998251370553,0.0032083963236502495,0.03393786930710014,0.03393786930710014,0.02779115598372904
2008-11,-0.17577452877028737,-0.19271896641096706,-0.13746455290957152,-0.13746455290957152,-0.16332067029558034
2008-12,0.24326570953881047,0.08406734423703285,0.2915847007703889,0.2915847007703889,0.27852313428547926
2009-01,-0.05765839729192147,0.00299748153495978,-0.09796279351121667,-0.09796279351121667,-0.08282653539599592
2009-02,-0.19218368122317556,-0.12492469126881804,-0.18037686114620624,-0.18037686114620624,-0.1930479176120569
2009-03,-0.08583052421175572,-0.18375044552577832,-0.08391272946576238,-0.08391272946576238,-0.08731187860572595
2009-04,0.10012958881529183,0.009449139559157807,0.12300647902827633,0.12300647902827633,0.11575211648897124
2009-05,-0.24414251922078964,-0.20395272708964815,-0.24440923321926292,-0.24440923321926292,-0.24980832400624875
2009-06,-0.060282218986567375,-0.07649834268863966,-0.07735444999293255,-0.07735444999293255,-0.07080779861730999
2009-07,-0.056543043640697954,0.0036404598912034,-0.06732609596554393,-0.06732609596554393,-0.06219642624636846
2009-08,0.12014425770942246,0.053602711713730086,0.07926602709277311,0.07926602709277311,0.10383495584406109
2009-09,0.162872029760545,0.09768921889067737,0.1613217062295454,0.1613217062295454,0.1703406263173966
2009-10,0.03814143991166224,-0.06999382748742149,0.026067168622289923,0.026067168622289923,0.033348597191211256
