year,return
2006,0.25475115764945366
2007,1.0568900259825331
2008,-0.19992510147897968
2009,0.6637135940748706
2010,0.1840005780339078
2011,-0.19954141873726872
2012,-0.0025605191019610896
2013,0.3841480008669327
2014,0.27764285909114483
2015,1.070668527784159
2016,-0.009739696026854539
2017,-0.1383304488124344
2018,-0.024555072682197254
2019,0.2237156570225829
2020,0.10111845711044398
2021,0.28369367839495063
2022,0.041316317630758936
2023,0.03722310243210791
2024,0.06941775287842944
2025,0.2522897882032633
2026,0.03349253630610183
