year,return
2006,0.22572287263648771
2007,0.6351824781704702
2008,-0.15146926278049777
2009,0.45989519108036525
2010,0.2027655866313678
2011,-0.2065353357086659
2012,-0.017700831676616957
2013,0.3422633735145604
2014,0.26649093879907926
2015,0.8033435965789237
2016,-0.06524017761320122
2017,-0.0828746922979009
2018,-0.03719969816995017
2019,0.09963956988257539
2020,0.06695042003639018
2021,0.22167874828676815
2022,-0.0009398624262761945
2023,0.02438125825963766
2024,0.07660563492646588
2025,0.2348326547841746
2026,-0.012070516949756693
