year,return
2006,0.18847182856372147
2007,0.461913339700321
2008,-0.15367564958916802
2009,0.43828713532684516
2010,0.1240507602674854
2011,-0.1560620898022098
2012,0.005756882924381701
2013,0.2890066556201911
2014,0.2475431011379461
2015,0.9838502074285633
2016,-0.020760677200902578
2017,-0.08446820810270272
2018,-0.03236403789404485
2019,0.19918964544170503
2020,0.09596982818967259
2021,0.22239279737470818
2022,0.035803645665085204
2023,0.04561232792003467
2024,0.08954535228218008
2025,0.20219009809149924
2026,-0.013854108165215262
