year,return
2006,0.3418036692217905
2007,1.4744440197311577
2008,-0.11981582743040153
2009,0.7765855841192095
2010,0.2744434355686869
2011,-0.10661781712909735
2012,0.015722723465645405
2013,0.4228123690830419
2014,0.42473666586393466
2015,0.9644779002041468
2016,0.040388497782301025
2017,-0.057530868947507474
2018,-0.029901926408237633
2019,0.18387869222604736
2020,0.20258632243267516
2021,0.1466109347267157
2022,-0.039026720385305524
2023,0.13660353555685534
2024,0.05772509855830599
2025,0.4201351802162179
2026,0.062348514509456
