year,return
2006,0.2708298550615944
2007,1.0555754974082605
2008,-0.1998498402607526
2009,0.6200671296525484
2010,0.16428201074976068
2011,-0.17318944460508912
2012,0.0043862861822181465
2013,0.30120504981883034
2014,0.2486768717786132
2015,1.025050040909313
2016,-0.020778339123219802
2017,-0.0867114808008348
2018,-0.03215780449008909
2019,0.21086149534454868
2020,0.10931560103896154
2021,0.23552238805490555
2022,0.034790708278746196
2023,0.04657269527369068
2024,0.08979971751421378
2025,0.22003980132858358
2026,-0.012116282361384734
