year,return
2006,0.4174876538418024
2007,1.5470568523451624
2008,-0.46212432730212993
2009,1.7649635851042205
2010,0.34538452688637356
2011,-0.26807090558714897
2012,0.07857615710484911
2013,0.6413334567017319
2014,0.46377911863018273
2015,1.5816155469435036
2016,0.04233415466788304
2017,-0.14321755892996524
2018,-0.13499059092299548
2019,0.5365171385214156
2020,0.18509621996763093
2021,0.4625805408852257
2022,0.11277808805211231
2023,0.08466060390233765
2024,0.12470030664450382
2025,0.32718348356033844
2026,0.0410475715786871
