year,return
2006,0.28530528778380493
2007,1.051466792932561
2008,-0.19300519857639842
2009,0.6629677181622753
2010,0.2243388767744412
2011,-0.1354984295709083
2012,-0.014937424745953831
2013,0.23888664741894083
2014,0.2816932826384104
2015,0.6778583303701748
2016,-0.02294421474743602
2017,-0.05117791329580457
2018,0.00597539559269511
2019,0.133187286146621
2020,0.07994414989705434
2021,0.17847708487796154
2022,0.040671200099251736
2023,0.006433627765009664
2024,0.058755470680791566
2025,0.2292053452470395
2026,-0.035060054775723715
