year,return
2006,0.30881096747468706
2007,1.1570349649659981
2008,-0.18608189168031275
2009,0.6027399137795013
2010,0.24640370524069444
2011,-0.15985138503376561
2012,-0.010148574765720397
2013,0.27302006074678076
2014,0.16505113495530166
2015,0.6338159680374569
2016,-0.08086229208798767
2017,-0.058024252075920435
2018,0.005687393967287013
2019,0.11508151961778457
2020,0.09987392373344917
2021,0.25231454026652833
2022,-0.008200777074446108
2023,0.002272329836921605
2024,0.09978577972062896
2025,0.17271836358840464
2026,0.07211741434353658
