year,return
2006,0.4701533552429671
2007,1.8322169583283676
2008,-0.4809805491801765
2009,1.5399719429636662
2010,0.31347608379956093
2011,-0.24505651375454862
2012,0.1657506157045079
2013,0.5030351069326631
2014,0.41559670798070747
2015,1.5733395507701555
2016,0.008676234722680753
2017,-0.10389703256557448
2018,-0.16584628565086879
2019,0.40676152206736105
2020,0.13889960121237732
2021,0.3394699825000571
2022,-0.017371397110420572
2023,0.09932448931157345
2024,0.171682967035248
2025,0.37068617437945406
2026,0.033703451705622944
