variant,code,buy_date,sell_date,days,ret,ann_ret,exit_action,status,group,buy_price,sell_price,mv_pct,dy_pct,roe,roa,vol20_pct,turnover20_pct,amount20_pct,amt_cv60_pct,ret120,ret120_pct,dist250h,is_delisted_code,st_snapshot
full,002892,2018-07-02,2019-04-01,273.0,0.864962,1.300832,SELL_REBAL,CLOSED,normal,3.598349,6.710786,0.000298,0.862799,0.170137,0.143766,0.919244,0.96595,0.585911,0.752166,-0.193627,0.437931,,0,0
full,002892,2019-11-01,2020-05-06,187.0,-0.194175,-0.343863,SELL_REBAL,CLOSED,normal,6.241367,5.029451,0.006288,0.958286,0.150206,0.122163,0.978078,0.998305,0.890388,0.554992,-0.021738,0.536379,-0.518882,0,0
full,002892,2022-09-01,2022-11-01,61.0,-0.206434,-0.749306,SELL_REBAL,CLOSED,normal,6.202587,4.92216,0.131987,0.923177,0.165467,0.125656,0.609642,0.780715,0.451011,0.697966,0.056486,0.74415,-0.453454,0,0
full,002909,2020-09-01,2021-07-01,303.0,-0.195894,-0.230978,SELL_REBAL,CLOSED,normal,7.858193,6.318821,0.039797,0.938171,0.214967,0.106236,0.158155,0.738487,0.175987,0.276206,0.104014,0.441275,-0.315249,0,0
full,002911,2018-05-02,2018-08-01,91.0,-0.096947,-0.335697,SELL_REBAL,CLOSED,normal,8.177388,7.384613,0.057006,0.901053,0.226097,0.126727,0.800687,0.963834,0.848797,0.481928,-0.150992,0.380454,,0,0
full,002917,2018-09-03,2018-10-08,35.0,0.154247,3.46361,SELL_REBAL,CLOSED,normal,9.738718,11.240884,0.029712,0.657263,0.227215,0.188588,0.770154,0.991228,0.766724,0.40208,-0.085723,0.798969,,0,0
full,002917,2018-11-01,2019-03-01,120.0,0.210616,0.788456,SELL_REBAL,CLOSED,normal,9.114441,11.034092,0.014668,0.718009,0.223408,0.188579,0.843911,0.998264,0.789022,0.476764,-0.233541,0.474227,,0,0
full,002919,2018-09-03,2018-11-01,59.0,-0.257994,-0.842137,SELL_REBAL,CLOSED,normal,9.450639,7.012427,0.003787,0.760204,0.150896,0.123131,0.71012,0.982456,0.634648,0.620451,-0.24651,0.439863,,0,0
full,002923,2018-07-02,2018-11-01,122.0,0.030659,0.094554,SELL_REBAL,CLOSED,normal,9.859612,10.161896,0.011908,0.977901,0.207865,0.169389,0.747423,0.928315,0.584192,0.649913,-0.294155,0.196552,,0,0
full,002923,2018-12-03,2019-02-01,60.0,-0.201304,-0.745226,SELL_REBAL,CLOSED,normal,8.38678,6.698491,0.011465,0.97314,0.232063,0.180476,0.758562,0.942808,0.520548,0.809278,-0.19891,0.33677,,0,0
full,002923,2019-03-01,2019-05-06,66.0,0.055556,0.348521,SELL_REBAL,CLOSED,normal,7.698601,8.126301,0.023282,0.974277,0.232063,0.180476,0.586325,0.936426,0.384615,0.813036,0.091582,0.313894,-0.300975,0,0
full,002923,2019-11-01,2020-05-06,187.0,-0.05692,-0.108087,SELL_REBAL,CLOSED,normal,8.825242,8.322912,0.042373,0.97097,0.151186,0.104848,0.647555,0.811864,0.360877,0.766497,-0.061912,0.417936,-0.348,0,0
full,002932,2019-02-01,2019-03-01,28.0,0.188305,8.478487,SELL_REBAL,CLOSED,normal,9.759581,11.597359,0.004557,0.86217,0.321914,0.313898,0.773973,0.965517,0.453767,0.04811,-0.345861,0.018868,,0,0
full,002932,2019-05-06,2019-06-03,28.0,0.164745,6.30073,SELL_REBAL,CLOSED,normal,9.679131,11.273719,0.003386,0.942874,0.16176,0.156147,0.559524,0.868376,0.25,0.618151,0.022007,0.241438,,0,0
full,002932,2019-08-01,2019-11-01,92.0,-0.085737,-0.299263,SELL_REBAL,CLOSED,normal,9.751134,8.915105,0.010544,0.968222,0.159373,0.152807,0.113367,0.664966,0.221658,0.298305,-0.169728,0.234188,-0.468583,0,0
full,002960,2020-10-09,2020-12-01,53.0,0.1,0.927804,SELL_REBAL,CLOSED,normal,9.147584,10.062343,0.095742,0.8956,0.211448,0.164887,0.626841,0.62069,0.449346,0.384106,0.646182,0.881469,-0.305943,0,0
full,002960,2021-01-04,2021-03-01,56.0,0.278643,3.963369,SELL_REBAL,CLOSED,normal,8.987627,11.491965,0.110702,0.900684,0.211448,0.164887,0.581583,0.612642,0.499192,0.364821,-0.310399,0.216529,-0.373566,0,0
full,002960,2021-05-06,2021-09-01,118.0,0.087445,0.296032,SELL_REBAL,CLOSED,normal,9.492493,10.322563,0.144952,0.871663,0.163865,0.1199,0.36,0.533118,0.464,0.227564,-0.043642,0.516287,-0.218648,0,0
full,002960,2024-01-02,2024-02-01,30.0,-0.131328,-0.819665,SELL_REBAL,CLOSED,normal,8.997749,7.816093,0.651036,0.875818,0.166715,0.131188,0.936631,0.489954,0.656878,0.725429,-0.314721,0.228748,-0.51385,0,0
full,002987,2021-06-01,2022-05-05,338.0,-0.279865,-0.298506,SELL_REBAL,CLOSED,deep_loser,6.737651,4.852022,0.052385,0.864714,0.226149,0.191593,0.386581,0.644338,0.409888,0.407051,-0.023155,0.375405,-0.41739,0,0
full,003000,2023-09-01,2023-11-01,61.0,0.100935,0.777806,SELL_REBAL,CLOSED,normal,9.791955,10.780302,0.260288,0.810309,0.164783,0.131002,0.775889,0.675425,0.333849,0.524106,-0.268838,0.078947,-0.320536,0,0
full,003006,2022-05-05,2022-07-01,57.0,0.197824,2.176802,SELL_REBAL,CLOSED,normal,9.276845,11.112027,0.319878,0.847704,0.174504,0.137475,0.283489,0.267188,0.101562,0.581876,-0.344606,0.142188,-0.60861,0,0
full,003006,2022-11-01,2022-12-01,30.0,0.263594,16.227697,SELL_REBAL,CLOSED,normal,9.955862,12.580173,0.356617,0.81499,0.155517,0.122439,0.913043,0.829193,0.506211,0.81388,0.177758,0.774143,-0.26231,0,0
full,003025,2021-08-02,2021-09-01,30.0,0.280363,19.22485,SELL_REBAL,CLOSED,normal,9.31067,11.921036,0.012164,0.92676,0.254728,0.211857,0.68612,0.947867,0.403785,0.883758,0.457187,0.783654,,0,0
full,003025,2021-11-01,2021-12-01,30.0,0.1829,6.718497,SELL_REBAL,CLOSED,normal,9.876066,11.682395,0.007406,0.938861,0.258606,0.21379,0.389062,0.840625,0.240625,0.87224,-0.009065,0.353503,,0,0
full,003025,2022-05-05,2022-06-01,27.0,0.056226,1.094883,SELL_REBAL,CLOSED,normal,9.72921,10.276249,0.042318,0.937738,0.153181,0.125026,0.048287,0.417188,0.079688,0.023847,-0.102321,0.575,-0.276035,0,0
full,003025,2022-10-10,2022-11-01,22.0,0.296252,73.06645,SELL_REBAL,CLOSED,normal,9.093672,11.787693,0.092428,0.890645,0.162392,0.134298,0.762053,0.934375,0.482812,0.875981,0.182664,0.705607,-0.173725,0,0
full,300001,2010-05-04,2010-06-01,28.0,-0.030446,-0.331726,SELL_REBAL,CLOSED,normal,4.807243,4.66088,0.084351,0.870106,0.242047,0.223869,0.076923,0.604938,0.411538,0.658635,-0.286303,0.169643,,0,0
full,300005,2010-05-04,2010-06-01,28.0,0.070402,1.427542,SELL_REBAL,CLOSED,normal,3.440982,3.683235,0.059337,0.90926,0.236031,0.209194,0.607692,0.798354,0.380769,0.39759,-0.092705,0.513393,,0,0
full,300006,2010-07-01,2010-12-01,153.0,0.544978,1.82291,SELL_REBAL,CLOSED,normal,2.997312,4.630782,0.022714,0.807087,0.171695,0.136549,0.114068,0.554688,0.060837,0.624031,-0.073099,0.377593,,0,0
full,300008,2010-05-04,2010-11-01,181.0,0.321935,0.755615,SELL_REBAL,CLOSED,normal,4.086059,5.401505,0.034904,0.986327,0.243794,0.228362,0.480769,0.806584,0.280769,0.827309,-0.208075,0.3125,,0,0
full,300009,2010-06-01,2010-12-01,183.0,0.265152,0.598553,SELL_REBAL,CLOSED,normal,1.737193,2.197812,0.021827,0.993256,0.189631,0.172849,0.977099,0.995885,0.854962,0.622047,-0.098121,0.597403,,0,0
full,300009,2011-03-01,2011-05-03,63.0,-0.148524,-0.606049,SELL_REBAL,CLOSED,normal,1.813524,1.544171,0.076572,0.995166,0.201992,0.177794,0.442308,0.438356,0.310897,0.055363,-0.120884,0.109091,-0.313373,0,0
full,300009,2013-11-01,2014-04-01,151.0,0.055336,0.139044,SELL_REBAL,CLOSED,normal,2.167355,2.287288,0.10311,0.969969,0.15706,0.138589,0.397561,0.354167,0.334146,0.056098,-0.024314,0.297561,-0.160507,0,0
full,300009,2014-07-01,2015-01-05,188.0,0.248774,0.539296,SELL_REBAL,CLOSED,normal,2.476444,3.092518,0.091219,0.946912,0.154072,0.138111,0.295349,0.4925,0.516279,0.839161,0.083189,0.543124,-0.014287,0,0
full,300009,2015-04-01,2015-09-01,153.0,-0.162124,-0.344253,SELL_REBAL,CLOSED,normal,4.562419,3.822743,0.148583,0.983158,0.166918,0.140862,0.852495,0.42963,0.522777,0.894619,0.674982,0.618721,-0.031643,0,0
full,300009,2015-11-02,2015-12-01,29.0,0.514104,184.130226,SELL_REBAL,CLOSED,normal,5.710293,8.645978,0.219298,0.803074,0.19765,0.17994,0.877378,0.411192,0.566596,0.773913,0.213388,0.930085,-0.058293,0,0
full,300009,2016-04-01,2016-05-03,32.0,0.191849,6.402861,SELL_REBAL,CLOSED,normal,6.504334,7.752186,0.266359,0.820184,0.186381,0.16053,0.966387,0.858824,0.943277,0.732759,0.266586,0.89852,-0.340174,0,0
full,300009,2016-11-01,2017-02-03,94.0,-0.228571,-0.634934,SELL_REBAL,CLOSED,normal,7.461997,5.756398,0.196867,0.864775,0.211729,0.153589,0.408163,0.352052,0.489796,0.446058,-0.029541,0.205821,-0.372933,0,0
full,300009,2017-03-01,2017-05-02,62.0,-0.07257,-0.358226,SELL_REBAL,CLOSED,normal,6.487792,6.016976,0.224958,0.893031,0.211729,0.153589,0.427757,0.48503,0.562738,0.516765,-0.202461,0.092213,-0.327644,0,0
full,300009,2017-06-01,2017-07-03,32.0,0.096561,1.861695,SELL_REBAL,CLOSED,normal,5.863974,6.430205,0.36212,0.865222,0.164538,0.124177,0.340111,0.416996,0.624769,0.022901,0.007636,0.740234,-0.280694,0,0
full,300009,2024-06-03,2024-08-01,59.0,-0.070806,-0.36512,SELL_REBAL,CLOSED,normal,8.64039,8.028598,0.796944,0.838736,0.258511,0.210066,0.023184,0.344668,0.647604,0.914826,-0.119264,0.567233,-0.223798,0,0
full,300009,2024-11-01,2025-06-03,214.0,0.039235,0.067842,SELL_REBAL,CLOSED,normal,8.527444,8.862016,0.752461,0.853382,0.230278,0.19067,0.194745,0.353941,0.568779,0.654743,-0.036598,0.15456,-0.186533,0,0
full,300009,2026-06-01,2026-08-14,74.0,0.071856,0.408142,SELL_FORCED_DELIST,CLOSED,normal,8.35,8.95,0.661902,0.893439,0.165238,0.143063,0.219474,0.193199,0.404946,0.363636,-0.176374,0.440495,-0.341769,0,0
full,300012,2010-05-04,2011-05-03,364.0,-0.170456,-0.170881,SELL_REBAL,CLOSED,normal,2.172326,1.802041,0.014543,0.996271,0.230936,0.219112,0.646154,0.753086,0.388462,0.240964,-0.21264,0.303571,,0,0
full,300012,2014-06-03,2014-07-01,28.0,0.060956,1.162624,SELL_REBAL,CLOSED,normal,4.296941,4.558863,0.229122,0.682143,0.156752,0.13465,0.625581,0.630102,0.734884,0.525701,0.219816,0.741463,-0.224408,0,0
full,300013,2010-05-04,2010-06-01,28.0,-0.12619,-0.827684,SELL_REBAL,CLOSED,normal,5.507023,4.812089,0.05032,0.804848,0.204192,0.176218,0.488462,0.654321,0.034615,0.702811,-0.315922,0.116071,,0,0
full,300014,2010-06-01,2011-05-03,336.0,-0.240528,-0.25835,SELL_REBAL,CLOSED,normal,2.416589,1.835332,0.025847,0.930717,0.202866,0.187022,0.965649,,0.954198,0.496063,0.045629,0.809524,,0,0
full,300015,2010-05-04,2011-05-03,364.0,-0.054942,-0.055089,SELL_REBAL,CLOSED,normal,1.120026,1.05849,0.026178,0.996892,0.23691,0.204998,0.665385,0.909465,0.919231,0.008032,0.318642,0.910714,,0,0
full,300015,2014-05-05,2014-06-03,29.0,0.035476,0.550801,SELL_REBAL,CLOSED,normal,1.720848,1.781897,0.252799,0.981132,0.150798,0.124695,0.781395,0.2175,0.730233,0.014052,0.256134,0.770732,-0.133423,0,0
full,300015,2014-12-01,2015-01-05,35.0,0.085165,1.345144,SELL_REBAL,CLOSED,normal,1.879252,2.039298,0.200913,0.968453,0.186095,0.150867,0.534091,0.113636,0.788636,0.345622,0.148874,0.488372,-0.074882,0,0
full,300015,2015-04-01,2015-06-01,61.0,0.496753,10.169402,SELL_REBAL,CLOSED,normal,2.725948,4.080071,0.178138,0.968421,0.181234,0.149228,0.316703,0.041975,0.637744,0.078475,0.5,0.436073,-0.068894,0,0
full,300015,2015-07-01,2015-08-03,33.0,0.049318,0.703114,SELL_REBAL,CLOSED,normal,3.575609,3.75195,0.368056,0.944184,0.181234,0.149228,0.344609,0.02122,0.758985,0.017279,0.47957,0.608018,-0.1885,0,0
full,300015,2015-12-01,2016-02-01,62.0,-0.093476,-0.438837,SELL_REBAL,CLOSED,normal,3.535683,3.205183,0.249226,0.954491,0.225467,0.180125,0.264271,0.035545,0.509514,0.201299,0.110408,0.293869,-0.2105,0,0
full,300015,2016-05-03,2016-07-01,59.0,0.112384,0.932644,SELL_REBAL,CLOSED,normal,3.582264,3.984853,0.313124,0.933891,0.210953,0.163446,0.185417,0.032864,0.558333,0.550321,-0.025444,0.788584,-0.1765,0,0
full,300015,2016-08-01,2017-02-03,186.0,-0.150136,-0.273296,SELL_REBAL,CLOSED,normal,4.102656,3.486699,0.297967,0.983525,0.229214,0.164896,0.620619,0.090909,0.772727,0.917722,0.292836,0.605042,-0.076084,0,0
full,300015,2017-04-05,2017-06-01,57.0,0.097842,0.818014,SELL_REBAL,CLOSED,normal,3.399503,3.732118,0.351315,0.988652,0.232908,0.15868,0.099812,0.02621,0.726415,0.611219,-0.030383,0.72449,-0.146455,0,0
full,300016,2010-06-01,2010-07-01,30.0,-0.124694,-0.802177,SELL_REBAL,CLOSED,normal,4.056891,3.55102,0.040781,0.813611,0.204172,0.192106,0.862595,0.946502,0.507634,0.283465,-0.180361,0.463203,,0,0
full,300016,2010-11-01,2010-12-01,30.0,0.002845,0.035169,SELL_REBAL,CLOSED,normal,4.183855,4.195758,0.114763,0.838488,0.220931,0.216623,0.689286,0.604396,0.292857,0.581132,0.002806,0.087786,-0.251282,0,0
full,300024,2010-05-04,2010-06-01,28.0,-0.037029,-0.388516,SELL_REBAL,CLOSED,normal,4.437178,4.272873,0.068063,0.76445,0.180224,0.154794,0.761538,0.958848,0.865385,0.02008,0.234149,0.857143,,0,0
full,300025,2010-05-04,2010-06-01,28.0,-0.031601,-0.342028,SELL_REBAL,CLOSED,normal,7.183368,6.956366,0.065154,0.798633,0.327699,0.307087,0.984615,0.946502,0.484615,0.453815,0.047328,0.723214,,0,0
full,300026,2010-06-01,2011-05-03,336.0,-0.057371,-0.062166,SELL_REBAL,CLOSED,normal,1.757262,1.656446,0.007467,0.998774,0.344457,0.309012,0.89313,0.740741,0.564885,0.452756,-0.149517,0.528139,,0,0
full,300026,2016-05-03,2016-06-01,29.0,-0.014495,-0.167876,SELL_REBAL,CLOSED,normal,4.48736,4.422315,0.350345,0.72282,0.217722,0.176312,0.152083,0.159624,0.464583,0.068522,-0.289946,0.207188,-0.551157,0,0
full,300033,2010-04-01,2010-05-04,33.0,-0.23557,-0.948756,SELL_REBAL,CLOSED,normal,8.369222,6.397685,0.1,0.917448,0.623048,0.581865,0.807843,0.872951,0.836576,0.35,,,,0,0
full,300034,2010-06-01,2010-07-01,30.0,-0.098168,-0.715533,SELL_REBAL,CLOSED,normal,3.747649,3.379752,0.048248,0.740037,0.173704,0.163281,0.625954,0.839506,0.438931,0.374016,-0.385931,0.095238,,0,0
full,300035,2010-06-01,2011-01-04,217.0,0.117765,0.205944,SELL_REBAL,CLOSED,normal,3.328463,3.720442,0.029868,0.918455,0.303441,0.284112,0.927481,0.843621,0.278626,0.755906,-0.410225,0.056277,,0,0
full,300040,2013-05-02,2013-06-03,32.0,0.069602,1.154354,SELL_REBAL,CLOSED,normal,4.545629,4.862016,0.216913,0.620552,0.363482,0.305834,0.45122,0.609572,0.521951,0.180488,0.113737,0.170732,-0.241449,0,0
full,300043,2010-06-01,2011-04-01,304.0,0.303684,0.374937,SELL_REBAL,CLOSED,normal,1.86468,2.430954,0.001723,0.988964,0.440544,0.418913,0.19084,0.683128,0.164122,0.311024,,,,0,0
full,300043,2013-12-02,2014-02-07,67.0,0.873278,29.554288,SELL_REBAL,CLOSED,normal,3.913013,7.330162,0.10766,0.732319,0.155632,0.100709,0.587805,0.74677,0.629268,0.839024,0.749755,0.934146,-0.176443,0,0
full,300044,2010-06-01,2010-08-02,62.0,0.029091,0.183904,SELL_REBAL,CLOSED,normal,3.619132,3.724416,0.03676,0.776824,0.305099,0.262599,0.954198,,0.385496,0.393701,,,,0,0
full,300044,2010-12-01,2011-01-04,34.0,0.01563,0.181163,SELL_REBAL,CLOSED,normal,4.736128,4.810155,0.057581,0.757151,0.320207,0.287578,0.775439,0.803704,0.301754,0.238971,0.498778,0.664151,,0,0
full,300045,2010-07-01,2011-05-03,306.0,0.294082,0.360032,SELL_REBAL,CLOSED,normal,3.999062,5.175113,0.020443,0.898243,0.396308,0.371499,0.26616,0.367188,0.026616,0.329457,0.067871,0.655602,,0,0
full,300046,2010-05-04,2010-06-01,28.0,-0.094877,-0.727321,SELL_REBAL,CLOSED,normal,9.043912,8.18585,0.077371,0.894966,0.316502,0.292353,0.426923,0.835391,0.311538,0.26506,,,,0,0
full,300051,2010-07-01,2010-08-02,32.0,0.178218,5.492573,SELL_REBAL,CLOSED,normal,6.206698,7.312843,0.037479,0.958207,0.40111,0.377404,0.501901,0.945312,0.463878,0.003876,,,,0,0
full,300051,2010-09-01,2010-10-08,37.0,-0.152208,-0.803853,SELL_REBAL,CLOSED,normal,6.974854,5.913223,0.053444,0.977713,0.404667,0.379213,0.720149,,0.149254,0.324427,-0.362901,0.031128,,0,0
full,300053,2011-02-01,2011-03-01,28.0,0.041574,0.700595,SELL_REBAL,CLOSED,normal,4.40783,4.591079,0.167523,0.906318,0.269017,0.256696,0.358108,0.296296,0.083612,0.332143,-0.097035,0.089552,,0,0
full,300054,2010-06-01,2011-05-03,336.0,-0.023029,-0.024992,SELL_REBAL,CLOSED,normal,3.749044,3.662707,0.015508,0.968118,0.315585,0.283017,0.969466,0.888889,0.568702,0.011811,,,,0,0
full,300058,2010-06-01,2010-09-01,92.0,0.258672,1.491103,SELL_REBAL,CLOSED,normal,1.513101,1.904498,0.009765,0.989577,0.264,0.252067,0.698473,0.720165,0.374046,0.476378,,,,0,0
full,300058,2010-10-08,2011-05-03,207.0,0.012881,0.022825,SELL_REBAL,CLOSED,normal,1.647103,1.66832,0.013661,0.988953,0.336374,0.317772,0.567273,,0.072727,0.988593,0.104561,0.555985,,0,0
full,300058,2012-05-02,2012-06-01,30.0,0.04328,0.674464,SELL_REBAL,CLOSED,normal,2.527917,2.637324,0.272608,0.892593,0.152215,0.109838,0.792105,0.39548,0.628947,0.453552,-0.024966,0.737892,-0.032571,0,0
full,300059,2010-08-02,2011-05-03,274.0,-0.326414,-0.409255,SELL_REBAL,CLOSED,deep_loser,0.685201,0.461542,0.00056,1.0,0.342313,0.327012,0.496241,0.734375,0.695489,0.210728,,,,0,0
full,300066,2010-08-02,2011-05-03,274.0,-0.166999,-0.216047,SELL_REBAL,CLOSED,normal,2.314217,1.927744,0.00112,0.993433,0.338659,0.304658,0.421053,0.785156,0.218045,0.099617,,,,0,0
full,300071,2010-07-01,2011-05-03,306.0,-0.001722,-0.002053,SELL_REBAL,CLOSED,normal,2.60482,2.600335,0.005679,0.84464,0.330627,0.241391,0.125475,0.898438,0.140684,0.379845,,,,0,0
full,300092,2024-02-01,2024-03-01,29.0,0.258236,17.014664,SELL_REBAL,CLOSED,normal,8.981854,11.301292,0.358737,0.70652,0.208084,0.130656,0.83153,0.846986,0.489954,0.901716,-0.076923,0.647604,-0.305087,0,0
full,300099,2011-05-03,2011-06-01,29.0,-0.06832,-0.589618,SELL_REBAL,CLOSED,normal,5.645013,5.259348,0.087977,0.873243,0.193879,0.186434,0.696875,0.756944,0.3125,0.370968,-0.271789,0.215548,,0,0
full,300121,2023-06-01,2023-11-01,153.0,0.01065,0.025594,SELL_REBAL,CLOSED,normal,8.878348,8.972899,0.443421,0.806614,0.213952,0.170541,0.146832,0.293023,0.175194,0.635647,-0.061897,0.254264,-0.305604,0,0
full,300131,2011-06-01,2011-11-01,153.0,0.015591,0.037598,SELL_REBAL,CLOSED,normal,2.217213,2.251782,0.018331,0.925051,0.188595,0.169188,0.073846,0.615132,0.092308,0.339683,-0.170382,0.363014,,0,0
full,300131,2012-02-01,2012-05-02,91.0,0.18332,0.964317,SELL_REBAL,CLOSED,normal,1.443573,1.708208,0.038009,0.952998,0.174568,0.157967,0.663912,0.637931,0.201102,0.518625,-0.364865,0.035714,-0.480863,0,0
full,300132,2011-05-03,2011-06-01,29.0,-0.1488,-0.868367,SELL_REBAL,CLOSED,normal,5.558494,4.73139,0.096285,0.890161,0.22858,0.171207,0.59375,0.795139,0.103125,0.790323,-0.115064,0.636042,,0,0
full,300133,2011-05-03,2011-06-01,29.0,-0.075735,-0.628885,SELL_REBAL,CLOSED,normal,3.117112,2.881038,0.031281,0.991411,0.258758,0.244811,0.284375,0.409722,0.26875,0.693548,-0.376276,0.04947,,0,0
full,300136,2011-05-03,2011-06-01,29.0,-0.065545,-0.573967,SELL_REBAL,CLOSED,normal,3.419515,3.195384,0.05914,0.943259,0.27913,0.273519,0.646875,0.510417,0.20625,0.383871,-0.337588,0.106007,,0,0
full,300145,2011-06-01,2012-01-04,217.0,-0.111874,-0.180908,SELL_REBAL,CLOSED,normal,1.867623,1.658684,0.017849,0.960986,0.395846,0.335519,0.809231,0.944079,0.563077,0.895238,-0.131584,0.472603,,0,0
full,300145,2012-04-05,2012-05-02,27.0,0.038961,0.676476,SELL_REBAL,CLOSED,normal,1.481819,1.539552,0.053078,0.957507,0.108148,0.088508,0.114362,0.209726,0.071809,0.67036,-0.057078,0.684058,-0.220755,0,0
full,300145,2014-09-01,2015-01-05,126.0,0.03969,0.119355,SELL_REBAL,CLOSED,normal,3.477326,3.615342,0.091062,0.931818,0.150771,0.115039,0.468822,0.046392,0.083141,0.376168,0.065262,0.137209,-0.120345,0,0
full,300145,2015-02-02,2015-05-04,91.0,0.298349,1.849784,SELL_REBAL,CLOSED,normal,4.281857,5.559345,0.1212,0.931483,0.156872,0.118077,0.301339,0.083756,0.236607,0.209195,0.305681,0.556582,-0.059058,0,0
full,300146,2011-06-01,2011-07-01,30.0,0.226937,11.041216,SELL_REBAL,CLOSED,normal,2.788956,3.421873,0.045827,0.997433,0.655868,0.636979,0.673846,0.634868,0.455385,0.111111,-0.205314,0.273973,,0,0
full,300148,2011-06-01,2011-09-01,92.0,0.214715,1.163429,SELL_REBAL,CLOSED,normal,2.963633,3.599969,0.027014,0.846509,0.298457,0.278371,0.32,0.661184,0.04,0.168254,-0.361696,0.023973,,0,0
full,300151,2011-06-01,2012-02-01,245.0,-0.3329,-0.452883,SELL_REBAL,CLOSED,deep_loser,2.765339,1.844758,0.031838,0.981776,0.276539,0.257873,0.910769,0.384868,0.181538,0.946032,-0.309267,0.068493,,0,0
full,300151,2012-03-01,2012-05-02,62.0,-0.1224,-0.536359,SELL_REBAL,CLOSED,normal,2.247512,1.972417,0.044275,0.993845,0.23761,0.211069,0.410326,0.432961,0.040761,0.968927,-0.293553,0.131579,-0.540531,0,0
full,300159,2011-05-03,2011-06-01,29.0,-0.057224,-0.523677,SELL_REBAL,CLOSED,normal,3.603848,3.397622,0.032258,0.931806,0.4863,0.433245,0.64375,0.53125,0.253125,0.467742,,,,0,0
full,300159,2011-07-01,2011-09-01,62.0,0.128527,1.037709,SELL_REBAL,CLOSED,normal,3.256735,3.675312,0.031429,0.93519,0.4863,0.433245,0.836858,0.523659,0.138973,0.157233,-0.19255,0.093333,,0,0
full,300159,2011-10-10,2011-12-01,52.0,0.130929,1.371776,SELL_REBAL,CLOSED,normal,3.056634,3.456835,0.030176,0.931,0.628354,0.524487,0.952941,0.848387,0.491228,0.60423,-0.052083,0.65,,0,0
full,300159,2012-01-04,2012-05-02,119.0,-0.067791,-0.193711,SELL_REBAL,CLOSED,normal,2.906559,2.709522,0.035958,0.934363,0.628354,0.524487,0.75493,0.821656,0.535211,0.282799,-0.259587,0.608434,-0.506207,0,0
full,300160,2024-03-01,2024-05-06,66.0,0.172065,1.406153,SELL_REBAL,CLOSED,normal,4.697747,5.506064,0.468354,0.767959,0.16149,0.132697,0.319938,0.279753,0.171561,0.060559,-0.14087,0.37558,-0.334077,0,0
full,300163,2011-05-03,2012-02-01,274.0,-0.294974,-0.372243,SELL_REBAL,CLOSED,deep_loser,3.3922,2.391588,0.016618,0.945862,0.206837,0.192482,0.059375,,0.04375,0.564516,,,,0,0
full,300166,2011-06-01,2012-05-02,336.0,0.138968,0.151831,SELL_REBAL,CLOSED,normal,2.304532,2.624787,0.00193,0.99076,0.515417,0.500058,0.175385,0.723684,0.113846,0.063492,,,,0,0
full,300167,2011-12-01,2012-02-01,62.0,-0.249645,-0.815633,SELL_REBAL,CLOSED,normal,4.57227,3.430824,0.029707,0.816772,0.180109,0.160009,0.809117,0.54519,0.045455,0.926471,-0.343738,0.283988,,0,0
full,300168,2011-06-01,2011-10-10,131.0,0.125186,0.389071,SELL_REBAL,CLOSED,normal,2.469146,2.778249,0.031356,0.799281,0.21711,0.196376,0.104615,0.569079,0.101538,0.298413,,,,0,0
full,300170,2011-05-03,2011-06-01,29.0,-0.091873,-0.702679,SELL_REBAL,CLOSED,normal,3.601152,3.270304,0.089932,0.937012,0.36456,0.348847,0.25,0.475694,0.178125,0.870968,,,,0,0
full,300172,2011-06-01,2011-11-01,153.0,0.283368,0.813362,SELL_REBAL,CLOSED,normal,2.615638,3.356825,0.023155,0.786448,0.272338,0.23598,0.329231,0.809211,0.224615,0.003175,,,,0,0
full,300172,2012-02-01,2012-03-01,29.0,0.149704,4.788255,SELL_REBAL,CLOSED,normal,2.49345,2.866729,0.096833,0.748681,0.213062,0.178077,0.650138,0.948276,0.892562,0.034384,-0.029986,0.901786,-0.325143,0,0
full,300173,2011-06-01,2012-05-02,336.0,-0.11372,-0.122906,SELL_REBAL,CLOSED,normal,3.3588,2.976838,0.024602,0.88039,0.216868,0.15428,0.283077,0.898026,0.141538,0.142857,,,,0,0
full,300177,2011-07-01,2011-11-01,123.0,0.084255,0.271311,SELL_REBAL,CLOSED,normal,3.381809,3.666743,0.007619,0.868861,0.389484,0.341577,0.169184,,0.048338,0.116352,,,,0,0
full,300179,2011-06-01,2012-03-01,274.0,-0.20789,-0.266887,SELL_REBAL,CLOSED,normal,3.516653,2.785578,0.025084,0.733316,0.249587,0.235436,0.581538,0.375,0.036923,0.825397,,,,0,0
full,300179,2020-05-06,2020-09-01,118.0,0.022876,0.072468,SELL_REBAL,CLOSED,normal,5.633613,5.762486,0.259761,0.897132,0.163312,0.13238,0.366667,0.526316,0.266667,0.421849,0.141489,0.620573,-0.222198,0,0
full,300181,2023-11-01,2024-02-01,92.0,-0.102099,-0.347713,SELL_REBAL,CLOSED,normal,9.576069,8.598359,0.613985,0.882425,0.186737,0.142985,0.642968,0.703246,0.658423,0.414219,-0.185389,0.126739,-0.309361,0,0
full,300182,2011-06-01,2012-04-05,309.0,0.176269,0.211392,SELL_REBAL,CLOSED,normal,1.824172,2.145718,0.019778,0.9923,0.46465,0.445971,0.52,0.703947,0.32,0.542857,,,,0,0
