ym,div_yield_ttm,roe_ttm,roa_ttm,circ_mv
2006-01,-0.022198523878880945,-0.2635543542207316,-0.28226701379953684,0.01264539122801035
2006-02,-0.04420833183017558,0.25297597208832334,0.24626644473805773,0.01429224584744487
2006-03,0.03405439579748029,0.18736104847662588,0.19603138843686532,-0.0461779993911107
2006-04,-0.13506714814966508,-0.36234081919419914,-0.35270674434938576,0.22887361581070428
2006-05,-0.04632315251405501,-0.040440738684178565,-0.03429242132583495,0.14390874058785025
2006-06,-0.15051446673519586,-0.18742535817636283,-0.19214702111660995,0.2161940447740195
2006-07,0.05416323261053814,0.05655002054584302,0.047482774321285205,-0.028448978245440067
2006-08,-0.12305872712142517,-0.1963788877926567,-0.20251345140689891,0.1763289282917193
2006-09,0.22530260269465746,0.2224903231058377,0.19859321608574326,-0.051262090805280804
2006-10,0.22971335836968454,0.29354130211378304,0.258600281968278,-0.2869092264210214
2006-11,0.13897605521242248,0.150835591956186,0.11640689486361033,-0.16541549961833157
2006-12,-0.04950149928875287,-0.1129467714419029,-0.10401898302139494,-0.012465441996635424
2007-01,-0.14977571359502134,-0.3954651341483393,-0.38596511986497073,0.09977700288550936
2007-02,-0.22674291473795585,-0.3794227453829664,-0.3859578484044776,0.21367849529854793
2007-03,-0.03095878029160421,-0.24881243109316628,-0.2212956387436136,-0.07724512378970137
2007-04,-0.05755956674439881,0.004051138924910165,-0.028790762741080132,-0.0009093657436633243
2007-05,0.2789193184113954,0.478748658093362,0.4438145222911426,-0.017457259512943992
2007-06,-0.020796657631114893,-0.17041569901218304,-0.1586126029640283,0.16000000300283268
2007-07,-0.004946150177416997,-0.04592797852839594,-0.06466173125813744,-0.06929314544923826
2007-08,0.047947070750557326,-0.007785997741098147,-0.010153753739330492,-0.11105115567476986
2007-09,0.18117991636398995,0.3324577821286161,0.2792340368908539,-0.03417948639728222
2007-10,-0.10779421426274714,-0.3630941455676886,-0.3034401840873578,0.30500513288270165
2007-11,0.04972107456454593,0.08651286598287335,0.13015668232140096,0.14149939698199826
2007-12,0.07351113737299399,-0.08005078389541598,-0.0413447764700595,0.12725971714087791
2008-01,-0.0781160042112721,-0.2240359862298284,-0.19694387101096947,0.1555021080229497
2008-02,0.04658204007617024,-0.11741067115093998,-0.11278765289625134,0.13799505797000067
2008-03,0.1472415076678213,0.1946120446791247,0.1605895460347185,-0.16347556885540243
2008-04,-0.06477539715869993,-0.20591198706332994,-0.17647442434479965,0.17201034409556212
2008-05,0.09310402474236465,0.12566937644892304,0.13285449229444732,0.016771477009300123
2008-06,-0.06466392743730152,-0.1141362793984453,-0.0820744331933896,0.27820419554828685
2008-07,0.15043398949077305,0.055335535860322374,0.05547268006398733,0.013105938683607385
2008-08,0.13922827827589584,0.048091345151784176,0.07007732422813699,-0.2193573774807955
2008-09,0.017413137014449694,-0.04116421742803973,-0.01661682508396522,0.16456953085764817
2008-10,-0.06554301280560906,-0.07344262314400819,-0.07290648506016337,0.19315296606742763
2008-11,-0.0198075792973652,-0.07920273949327945,-0.07903704423854203,0.3800521109625792
2008-12,0.006876671843499877,-0.0007774481552240932,-0.0009897344603622643,0.025659132668312858
2009-01,-0.11176135980413347,-0.02932405924551286,-0.029484578277904037,0.022166692084029056
2009-02,-0.09260396994550055,-0.0837723324484473,-0.08378047854851643,0.16319798118371728
2009-03,0.02931968864511213,-0.06598877678203749,-0.06626321261549262,0.1627301362562569
2009-04,-0.09625153145222759,0.0008634503263999064,0.0011136190484749022,0.05779406561488341
2009-05,-0.0011543038154430752,0.02977146015043699,0.02911676993885909,-0.06169715999063222
2009-06,0.03483476156050206,0.010485898250225426,0.010955712562322237,-0.10962761013062543
2009-07,0.008785171819448816,-0.09744764043792958,-0.0972080112188705,0.24904789158343893
2009-08,0.17774344538972062,0.21744238703706137,0.1963873928459929,0.06638884301106586
2009-09,-0.014521258445024818,0.07555647866319339,0.0896322536385528,0.12929132766553608
2009-10,-0.013889864118192465,-0.03034712216904606,-0.029946677968008387,0.15035713668757672
2009-11,0.1350804561508052,-0.008635344411835246,-0.00931099888923162,0.1258395559869078
2009-12,0.04690401058691569,-0.0325254207120468,-0.03206686827065535,0.14189075662378947
2010-01,-0.17464989783658622,-0.11346100162046081,-0.11341739231575199,0.12614036652700258
2010-02,-0.12619679718100904,0.06377612428483383,0.06450233477833796,0.34416134907128343
2010-03,0.10838932314679714,-0.08417532497916039,-0.08424188578454779,-0.025896813997924265
2010-04,0.07166161710236797,0.12817523593249425,0.15917117004849055,0.10181813251203517
2010-05,0.06764572085768579,0.09977702097236324,0.08200474199101114,0.08640939655645125
2010-06,-0.04794429791192528,-0.16546595904103073,-0.182318719327758,-0.07506586769060182
2010-07,-0.08048855181128288,-0.06680339508523425,-0.01911095806994182,0.18520700843694524
2010-08,-0.010867046664474642,-0.050088928822065545,-0.09642489197710583,-0.18488029425001049
2010-09,0.08874007401751484,0.12161280046965477,0.0886528088003824,-0.07961262329733117
2010-10,-0.01850148822439241,0.06401034591644801,0.19082600545454959,0.36925138106156236
2010-11,0.061268905987417334,0.08171826568255051,0.045872249683714464,0.03937893143085192
