year,return
2006,0.25475115764945366
2007,0.8823823355971325
2008,-0.14541274264562765
2009,0.638229621771828
2010,0.1718617395452271
2011,-0.20188449485844784
2012,-0.000464314812672062
2013,0.3534817319104382
2014,0.3053758387378025
2015,0.7992626025820588
2016,-0.03972310794914191
2017,-0.11889264954868262
2018,-0.014556541432793058
2019,0.1888411346704051
2020,0.07930629109933962
2021,0.2499823450064278
2022,0.025655251260978895
2023,0.035333007338368416
2024,0.06607620722666607
2025,0.2343320687431356
2026,-0.012371169007415639
