year,return
2006,0.1953965360569383
2007,0.48092895408178404
2008,-0.15344271900332285
2009,0.4488816120141328
2010,0.1261037677116652
2011,-0.1533661031867204
2012,0.00445700846539987
2013,0.3011968803548244
2014,0.2484435285262805
2015,1.00260963404365
2016,-0.01971969264485085
2017,-0.08589437863830318
2018,-0.03200768637848539
2019,0.21046115222130513
2020,0.10214420909503064
2021,0.24338515374131542
2022,0.03534729257299252
2023,0.046484338649841694
2024,0.08902872741922074
2025,0.2184419972941809
2026,-0.007278183888254075
