year,return
2006,0.22734077869988312
2007,0.5721675374014776
2008,-0.1619178024163237
2009,0.5148038826974
2010,0.14187419787003042
2011,-0.165506214236655
2012,0.004620923425672663
2013,0.3004614008984767
2014,0.2474754523319158
2015,0.8664229183848802
2016,-0.012489795316556473
2017,-0.07902347073187832
2018,-0.03241225194352515
2019,0.20806375880986927
2020,0.10485411304210523
2021,0.23047350606582717
2022,0.035458280980648293
2023,0.04624542534964893
2024,0.08426688010802663
2025,0.17892735504045243
2026,-0.005566667596121122
