year,return
2006,0.22734077869988312
2007,0.6644226727341449
2008,-0.16784230663518962
2009,0.5146511958545084
2010,0.14181732173178951
2011,-0.1655050241838829
2012,0.004620925735204784
2013,0.30046140063142857
2014,0.24822875584888937
2015,0.9773312683600821
2016,-0.016354268799450455
2017,-0.07603498098677486
2018,-0.0325822765730136
2019,0.20797780096109597
2020,0.1065039037010318
2021,0.23129176678932373
2022,0.035260991909883854
2023,0.04625460766240086
2024,0.08708293916408816
2025,0.21225687301093688
2026,-0.006761513568214861
