year,return
2006,0.29360552437860177
2007,0.7467158492958532
2008,-0.18462823246490845
2009,0.6496566676315341
2010,0.08968147597221865
2011,-0.1884527264732052
2012,-0.03301310022476489
2013,0.16435629669192275
2014,0.19495997956114475
2015,0.6390748311736227
2016,-0.09347507610195249
2017,-0.05393757170172564
2018,-0.04928520749416376
2019,0.08705595394927301
2020,0.13236248853468613
2021,0.13627970574511106
2022,-0.03943131005107736
2023,0.013319949062226
2024,0.057611282204010905
2025,0.22995698457411984
2026,-0.03454763266579608
