date,pos_ratio
2006-01-31,
2006-02-28,
2006-03-31,
2006-04-30,0.3
2006-05-31,0.3
2006-06-30,0.3
2006-07-31,0.40664873522835143
2006-08-31,0.5245496031739699
2006-09-30,0.5988601587268007
2006-10-31,0.6643619780336928
2006-11-30,0.6733834647644243
2006-12-31,0.612341561411358
2007-01-31,0.5261378621434956
2007-02-28,0.45692799835496234
2007-03-31,0.4091888272707595
2007-04-30,0.38951841189284564
2007-05-31,0.3651475244335041
2007-06-30,0.34551003692359883
2007-07-31,0.33181150159918504
2007-08-31,0.3222457983748523
2007-09-30,0.3269024306156198
2007-10-31,0.3315006853445634
2007-11-30,0.3220429331864066
2007-12-31,0.3411340238156253
2008-01-31,0.3287889899836255
2008-02-29,0.3201499285856513
2008-03-31,0.3141037916836031
2008-04-30,0.30987208667784305
2008-05-31,0.3069101826263297
2008-06-30,0.30483699160415106
2008-07-31,0.3033858273713048
2008-08-31,0.30237004645272514
2008-09-30,0.3016590164907613
2008-10-31,0.3011613036908502
2008-11-30,0.3008129087358248
2008-12-31,0.3005690342296851
2009-01-31,0.30752738437576177
2009-02-28,0.36547881973206164
2009-03-31,0.4046653601009457
2009-04-30,0.4194295999287048
2009-05-31,0.4702143857132727
2009-06-30,0.5304072987107263
2009-07-31,0.5650891559047835
2009-08-31,0.4855623736901382
2009-09-30,0.42989364421592935
2009-10-31,0.42926135815064387
2009-11-30,0.44292763594559936
2009-12-31,0.4720442285760228
2010-01-31,0.4393547805349398
2010-02-28,0.43009155686929296
2010-03-31,0.44211933208804766
2010-04-30,0.3994835313662191
2010-05-31,0.36963847141960043
2010-06-30,0.34874692973071136
2010-07-31,0.3341228506826236
2010-08-31,0.3871983452722595
2010-09-30,0.5413719701819725
2010-10-31,0.6385947377022797
2010-11-30,0.6708264757471888
2010-12-31,0.6885905957131431
2011-01-31,0.5720134168783354
2011-02-28,0.6497481816662749
2011-03-31,0.7229841269646365
2011-04-30,0.5960888888301197
2011-05-31,0.5072622221589721
2011-06-30,0.44508355550044576
2011-07-31,0.40155848884500306
2011-08-31,0.37109094218890076
2011-09-30,0.34976365953095584
2011-10-31,0.3348345616710445
2011-11-30,0.3243841931694251
2011-12-31,0.3170689352184476
2012-01-31,0.3119482546528399
2012-02-29,0.36806347265416706
2012-03-31,0.34764443085777336
2012-04-30,0.5358780234393418
2012-05-31,0.6700315538666698
2012-06-30,0.5590220877064012
2012-07-31,0.48131546139434966
2012-08-31,0.4269208229759805
2012-09-30,0.3888445760831548
2012-10-31,0.36219120325819293
2012-11-30,0.3435338422807275
2012-12-31,0.5375191406642419
2013-01-31,0.6695891559429232
2013-02-28,0.7632017977634519
2013-03-31,0.8336406572314148
2013-04-30,0.7785484600619865
2013-05-31,0.844683771893206
2013-06-30,0.6812786403252388
2013-07-31,0.5668950482276645
2013-08-31,0.5721544350839362
2013-09-30,0.7005081045587567
2013-10-31,0.6853556731911294
2013-11-30,0.7797489712337912
2013-12-31,0.7408242798636536
