year,return
2006,0.5043930117513695
2007,1.371853461935813
2008,-0.5725890587658313
2009,1.7159144337422365
2010,0.2207921940597546
2011,-0.3333282094497154
2012,-0.002118880707152826
2013,0.5454357508702026
2014,0.3874939084045277
2015,1.0127595689149054
2016,-0.10612114190527999
2017,0.009152252731063237
2018,-0.20153609434386943
2019,0.42386591731412904
2020,0.2664253651952595
2021,0.2563246370894199
2022,-0.06089284958020125
2023,0.1085107587910541
2024,0.15875393852116892
2025,0.3620206550041636
2026,-0.016096829871171225
