year,return
2006,0.22861018756159224
2007,0.6546851398417359
2008,-0.16849730756054782
2009,0.5218440357395095
2010,0.143105352611548
2011,-0.16284350668651737
2012,0.004423283900905517
2013,0.3012007834624524
2014,0.24855911022820054
2015,1.0165980493323747
2016,-0.022421272970819972
2017,-0.08956403310128314
2018,-0.03174448175803146
2019,0.21083066411935425
2020,0.09969603110212133
2021,0.2556669493055248
2022,0.03491667013004518
2023,0.04653547676879222
2024,0.08941112700522869
2025,0.21924001098593404
2026,-0.007450986315838293
