year,return
2006,0.29432161765991127
2007,1.5183532593300928
2008,-0.15886395755261906
2009,0.44274861729637327
2010,0.26275075995632635
2011,-0.1165592263599754
2012,0.006930229602363225
2013,0.4509129524107014
2014,0.40249009714408834
2015,0.7943130529642519
2016,0.024047324520416247
2017,-0.04195276309814311
2018,-0.025246274111393685
2019,0.08751622235934908
2020,0.13350135993686685
2021,0.1389336012767064
2022,-0.040412069653205096
2023,0.13551117517008215
2024,0.05769295147169062
2025,0.44114935474729067
2026,0.05132298719572681
