year,return
2006,0.1935825649460876
2007,0.8079452722930864
2008,-0.17248686280115233
2009,0.6666933228831065
2010,0.1635082166671209
2011,-0.15742860018180926
2012,0.00962234117599281
2013,0.25474183816918883
2014,0.3295472143621827
2015,0.6971113438455261
2016,-0.008622546811501763
2017,-0.08783668604655259
2018,-0.02121475943473472
2019,0.14332011318056193
2020,0.1302664849427282
2021,0.20193489946319687
2022,0.010641726631096526
2023,0.05130548247460376
2024,0.05502082513421458
2025,0.2293591747719994
2026,-0.03495519980941353
