date,trend_ma,trend_ma_hs300,mom,vol,f_val,f_credit,f_m2,f_evt_fx,f_evt_shibor,f_breadth,f_trend_comp,f_mom_comp,f_vol_comp
2013-07-31,0.0,0.0,0.4974725508895852,0.9140065695135713,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4974725508895852,0.9140065695135713
2013-08-31,0.5,0.0,0.6878220734807448,0.8991174426901075,1.0,1.0,0.85,1.0,1.0,0.9916497881942086,0.6499999999999999,0.6878220734807448,0.8991174426901075
2013-09-30,1.0,1.0,0.8028227155091039,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.8028227155091039,1.0
2013-10-31,0.5,0.0,0.7868088342372106,1.0,1.0,1.0,0.85,1.0,1.0,0.9739317375139944,0.6499999999999999,0.7868088342372106,1.0
2013-11-30,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0
2013-12-31,0.5,0.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,0.9364933967798962,0.6499999999999999,1.0,1.0
2014-01-31,0.5,0.0,0.7958397161381434,1.0,1.0,1.0,0.7300000000000001,1.0,1.0,0.9403324972784285,0.6499999999999999,0.7958397161381434,1.0
2014-02-28,0.5,0.0,0.7586360571326964,1.0,1.0,1.0,0.7699999999999999,1.0,1.0,1.0,0.6499999999999999,0.7586360571326964,1.0
2014-03-31,0.0,0.0,0.7268172264339658,1.0,1.0,1.0,0.85,1.0,1.0,0.887380704849012,0.3,0.7268172264339658,1.0
2014-04-30,0.0,0.0,0.7505752422202243,1.0,1.0,1.0,0.6099999999999998,1.0,1.0,0.9162358585541359,0.3,0.7505752422202243,1.0
2014-05-31,0.0,0.0,0.6064334643010874,1.0,1.0,1.0,0.85,1.0,1.0,0.9804242464188461,0.3,0.6064334643010874,1.0
2014-06-30,0.5,0.0,0.6770196446905201,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.6770196446905201,1.0
2014-07-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0
2014-08-31,1.0,1.0,0.9537792447163058,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.9537792447163058,1.0
2014-09-30,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0
2014-10-31,1.0,1.0,0.9767893633106142,1.0,1.0,1.0,0.8699999999999999,1.0,1.0,1.0,1.0,0.9767893633106142,1.0
2014-11-30,1.0,1.0,1.0,1.0,1.0,1.0,0.7899999999999998,1.0,1.0,1.0,1.0,1.0,1.0
2014-12-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,0.9558482259753202,1.0,1.0,1.0
2015-01-31,1.0,1.0,1.0,0.9471107147897303,1.0,1.0,0.8299999999999997,1.0,1.0,1.0,1.0,1.0,0.9471107147897303
2015-02-28,1.0,1.0,1.0,0.9588525097794489,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.9588525097794489
2015-03-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0
2015-04-30,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0
2015-05-31,1.0,1.0,1.0,0.8112850526130253,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.8112850526130253
2015-06-30,1.0,1.0,1.0,0.537628829088611,1.0,1.0,0.85,1.0,1.0,0.9459535726433976,1.0,1.0,0.537628829088611
2015-07-31,0.0,0.0,1.0,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,1.0,0.5
2015-08-31,0.0,0.0,1.0,0.5,1.0,1.0,0.85,0.5,1.0,0.998769161009424,0.3,1.0,0.5
2015-09-30,0.0,0.0,1.0,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,1.0,0.5
2015-10-31,0.0,0.0,1.0,0.5,1.0,1.0,0.8099999999999997,1.0,1.0,1.0,0.3,1.0,0.5
2015-11-30,0.0,0.0,1.0,0.5449828815758739,1.0,1.0,0.85,1.0,1.0,1.0,0.3,1.0,0.5449828815758739
2015-12-31,1.0,1.0,1.0,0.7853115702828547,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.7853115702828547
2016-01-31,0.0,0.0,0.4987614467500676,0.5615458019176719,1.0,1.0,0.7700000000000002,1.0,1.0,0.8893388616072443,0.3,0.4987614467500676,0.5615458019176719
2016-02-29,0.0,0.0,0.4,0.528583323908772,1.0,1.0,0.9899999999999998,1.0,1.0,0.9766688123937308,0.3,0.4,0.528583323908772
2016-03-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4,0.5
2016-04-30,0.0,0.0,0.4,0.6882182851554767,1.0,1.0,0.7300000000000001,1.0,1.0,0.9642833571459668,0.3,0.4,0.6882182851554767
2016-05-31,0.0,0.0,0.4,0.8623562953103635,1.0,1.0,0.85,1.0,1.0,0.9192938752804493,0.3,0.4,0.8623562953103635
2016-06-30,1.0,1.0,0.4,0.9463786236088023,1.0,1.0,0.6499999999999999,1.0,1.0,1.0,1.0,0.4,0.9463786236088023
2016-07-31,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9551733102001396,1.0,0.4,1.0
2016-08-31,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,1.0
2016-09-30,1.0,1.0,0.5248452948664886,1.0,1.0,1.0,1.0,1.0,1.0,0.9514397547929683,1.0,0.5248452948664886,1.0
2016-10-31,1.0,1.0,0.4,1.0,1.0,1.0,0.8699999999999999,1.0,1.0,1.0,1.0,0.4,1.0
2016-11-30,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9761984338063504,1.0,0.4,1.0
2016-12-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9328445038642561,0.3,0.4,1.0
2017-01-31,0.5,1.0,0.6119924692238232,1.0,1.0,1.0,0.8300000000000001,1.0,1.0,0.9725741674116926,0.6499999999999999,0.6119924692238232,1.0
2017-02-28,1.0,1.0,0.6606179576957678,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.6606179576957678,1.0
2017-03-31,0.5,1.0,0.599079577426342,1.0,1.0,1.0,0.85,1.0,1.0,0.9136951624846052,0.6499999999999999,0.599079577426342,1.0
2017-04-30,0.5,1.0,0.44596536844001333,1.0,1.0,1.0,0.75,1.0,1.0,0.8688223804819009,0.6499999999999999,0.44596536844001333,1.0
2017-05-31,0.5,1.0,0.5039782938342641,1.0,1.0,1.0,0.8300000000000001,1.0,1.0,0.8380569676924416,0.6499999999999999,0.5039782938342641,1.0
2017-06-30,0.5,1.0,0.5583085412603586,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.5583085412603586,1.0
2017-07-31,1.0,1.0,0.4644193071413878,1.0,1.0,1.0,0.85,1.0,1.0,0.932456711302702,1.0,0.4644193071413878,1.0
2017-08-31,1.0,1.0,0.49384260588856654,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.49384260588856654,1.0
2017-09-30,1.0,1.0,0.5823792622964907,1.0,1.0,1.0,0.7900000000000001,1.0,1.0,0.926480578735619,1.0,0.5823792622964907,1.0
2017-10-31,1.0,1.0,0.5190719391933629,1.0,1.0,1.0,0.9099999999999998,1.0,1.0,0.9984687582978001,1.0,0.5190719391933629,1.0
2017-11-30,0.5,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.8496059178646602,0.6499999999999999,0.4,1.0
2017-12-31,0.5,1.0,0.4841866807774069,1.0,1.0,1.0,0.85,1.0,1.0,0.936456662589503,0.6499999999999999,0.4841866807774069,1.0
2018-01-31,0.5,1.0,0.5220003338779269,1.0,1.0,1.0,0.85,1.0,1.0,0.8394606286013193,0.6499999999999999,0.5220003338779269,1.0
2018-02-28,0.0,0.0,0.4101066517545211,1.0,1.0,1.0,0.93,1.0,1.0,0.9248380277153304,0.3,0.4101066517545211,1.0
2018-03-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4,1.0
2018-04-30,0.0,0.0,0.4,1.0,1.0,1.0,0.7299999999999996,1.0,1.0,0.9290525093298514,0.3,0.4,1.0
2018-05-31,0.0,0.0,0.4261915150468363,1.0,1.0,1.0,0.85,1.0,1.0,0.9446052318717582,0.3,0.4261915150468363,1.0
2018-06-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,0.5,1.0,0.8538159919155952,0.3,0.4,1.0
2018-07-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,0.5,1.0,0.9790368276369479,0.3,0.4,1.0
2018-08-31,0.0,0.0,0.4,0.9761122586024755,1.0,1.0,0.85,1.0,1.0,0.8767279913175748,0.3,0.4,0.9761122586024755
2018-09-30,0.0,0.0,0.4,1.0,1.0,1.0,0.7899999999999998,1.0,1.0,0.9436463892184175,0.3,0.4,1.0
2018-10-31,0.0,0.0,0.4,0.8905754586750738,1.0,1.0,0.8700000000000002,1.0,1.0,0.8985392237800488,0.3,0.4,0.8905754586750738
2018-11-30,0.0,0.0,0.4,0.8672278268206014,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4,0.8672278268206014
2018-12-31,0.0,0.0,0.4,0.8505500176736773,1.0,1.0,0.85,1.0,1.0,0.8472260741515312,0.3,0.4,0.8505500176736773
2019-01-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9154844116585898,0.3,0.4,1.0
2019-02-28,1.0,1.0,0.4,1.0,1.0,1.0,0.9100000000000001,1.0,1.0,1.0,1.0,0.4,1.0
2019-03-31,1.0,1.0,0.4,0.9213357806924718,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,0.9213357806924718
2019-04-30,1.0,1.0,0.4,0.8245702881467574,1.0,1.0,0.85,1.0,1.0,0.8669948570482588,1.0,0.4,0.8245702881467574
2019-05-31,1.0,1.0,0.4,0.7602681429523175,1.0,1.0,0.85,1.0,1.0,0.9395206771630731,1.0,0.4,0.7602681429523175
2019-06-30,0.5,1.0,0.4,0.8609026006818189,1.0,1.0,0.85,1.0,1.0,0.9471753984209194,0.6499999999999999,0.4,0.8609026006818189
2019-07-31,0.5,1.0,0.40170607349442555,1.0,1.0,1.0,0.85,1.0,1.0,0.9111843275735023,0.6499999999999999,0.40170607349442555,1.0
2019-08-31,0.5,1.0,0.5347551513846778,1.0,1.0,1.0,0.85,1.0,1.0,0.907511387443115,0.6499999999999999,0.5347551513846778,1.0
2019-09-30,0.5,1.0,0.6159821673290393,1.0,1.0,1.0,0.85,1.0,1.0,0.9868721111040045,0.6499999999999999,0.6159821673290393,1.0
2019-10-31,0.5,1.0,0.9474130767973117,1.0,1.0,1.0,0.85,1.0,1.0,0.9311403064617197,0.6499999999999999,0.9474130767973117,1.0
2019-11-30,0.0,0.0,0.6012406481341772,1.0,1.0,1.0,0.85,1.0,1.0,0.8398061093103418,0.3,0.6012406481341772,1.0
2019-12-31,1.0,1.0,0.945941139487954,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.945941139487954,1.0
2020-01-31,1.0,1.0,0.9926514690109287,1.0,1.0,1.0,0.95,1.0,1.0,0.982267585751325,1.0,0.9926514690109287,1.0
2020-02-29,0.5,0.0,0.9213239286789032,0.8513530739737365,1.0,1.0,0.7900000000000001,1.0,1.0,1.0,0.6499999999999999,0.9213239286789032,0.8513530739737365
2020-03-31,0.0,0.0,0.4,0.7047771304908461,1.0,1.0,0.85,1.0,1.0,0.857100872134346,0.3,0.4,0.7047771304908461
2020-04-30,0.5,0.0,0.4,0.8157591975741635,1.0,1.0,0.85,1.0,1.0,0.9881895634536388,0.6499999999999999,0.4,0.8157591975741635
2020-05-31,0.5,0.0,0.6876595194533057,0.9744733505301796,1.0,1.0,0.85,1.0,1.0,0.9614234843400349,0.6499999999999999,0.6876595194533057,0.9744733505301796
2020-06-30,1.0,1.0,0.9420724578627677,1.0,1.0,1.0,0.85,1.0,1.0,0.9841294220376009,1.0,0.9420724578627677,1.0
2020-07-31,1.0,1.0,1.0,0.9919486044120596,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.9919486044120596
2020-08-31,1.0,1.0,1.0,0.9662121795401992,0.8802101576183983,1.0,0.85,1.0,1.0,0.9443525997498922,1.0,1.0,0.9662121795401992
2020-09-30,1.0,1.0,0.9090485228858456,0.9683090423834468,0.9959451401313544,1.0,0.85,1.0,1.0,0.8116699194884929,1.0,0.9090485228858456,0.9683090423834468
2020-10-31,0.5,1.0,0.9300824636261806,1.0,0.9840190816936699,1.0,0.85,1.0,1.0,0.8548509821317088,0.6499999999999999,0.9300824636261806,1.0
2020-11-30,0.5,1.0,1.0,1.0,0.7955873583782592,1.0,0.85,1.0,1.0,0.9527176020328154,0.6499999999999999,1.0,1.0
2020-12-31,0.5,1.0,0.9324595878799453,1.0,0.6000000000002331,1.0,0.85,1.0,1.0,0.8382444912819758,0.6499999999999999,0.9324595878799453,1.0
2021-01-31,0.5,1.0,0.7961353684772674,1.0,0.7444114737885048,1.0,0.85,1.0,1.0,0.8486373320026601,0.6499999999999999,0.7961353684772674,1.0
2021-02-28,0.5,1.0,0.8481218557472019,1.0,0.8118203309694261,1.0,0.7100000000000002,1.0,1.0,0.9097118399577141,0.6499999999999999,0.8481218557472019,1.0
2021-03-31,0.0,0.0,0.9432480537055383,1.0,1.0,1.0,0.85,1.0,1.0,0.9319791623009085,0.3,0.9432480537055383,1.0
2021-04-30,0.5,0.0,0.9389443926854697,1.0,1.0,1.0,0.85,1.0,1.0,0.9253951258543356,0.6499999999999999,0.9389443926854697,1.0
2021-05-31,1.0,1.0,0.9563641600329413,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.9563641600329413,1.0
2021-06-30,0.5,0.0,0.8908070881591681,1.0,1.0,1.0,0.85,1.0,1.0,0.9111500737203816,0.6499999999999999,0.8908070881591681,1.0
2021-07-31,0.5,0.0,0.5736905632486691,1.0,1.0,1.0,0.85,1.0,1.0,0.9291750162682526,0.6499999999999999,0.5736905632486691,1.0
2021-08-31,0.5,0.0,0.6767308094446762,1.0,1.0,1.0,0.85,1.0,1.0,0.9693239951256147,0.6499999999999999,0.6767308094446762,1.0
2021-09-30,0.5,0.0,0.736006091438306,1.0,1.0,1.0,0.85,1.0,1.0,0.942930685859381,0.6499999999999999,0.736006091438306,1.0
2021-10-31,0.5,0.0,0.6847398891405736,1.0,1.0,1.0,0.85,1.0,1.0,0.864520792119958,0.6499999999999999,0.6847398891405736,1.0
2021-11-30,0.5,0.0,0.7890397748692943,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.7890397748692943,1.0
2021-12-31,1.0,1.0,0.8393191074645285,1.0,1.0,1.0,0.85,1.0,1.0,0.9789936677395736,1.0,0.8393191074645285,1.0
2022-01-31,0.0,0.0,0.550807627454986,1.0,1.0,1.0,0.85,1.0,1.0,0.8605351073285108,0.3,0.550807627454986,1.0
2022-02-28,0.0,0.0,0.6676838265412144,1.0,1.0,1.0,0.85,1.0,1.0,0.9955680885135048,0.3,0.6676838265412144,1.0
