date,trend_ma,trend_ma_hs300,mom,vol,f_val,f_credit,f_m2,f_evt_fx,f_evt_shibor,f_breadth,f_trend_comp,f_mom_comp,f_vol_comp
2006-01-31,0.0,0.0,,,1.0,1.0,0.85,1.0,1.0,1.0,0.3,,
2006-02-28,0.0,0.0,,,1.0,1.0,0.85,1.0,1.0,0.8475965012078959,0.3,,
2006-03-31,0.0,0.0,,,1.0,1.0,0.85,1.0,1.0,0.846685586494249,0.3,,
2006-04-30,0.0,0.0,,1.0,1.0,1.0,0.85,1.0,1.0,0.9896670673749088,0.3,,1.0
2006-05-31,0.0,0.0,,0.9531989677825248,1.0,1.0,0.85,1.0,1.0,1.0,0.3,,0.9531989677825248
2006-06-30,0.0,0.0,,0.8118418285808422,1.0,1.0,0.85,1.0,1.0,0.9970136808585328,0.3,,0.8118418285808422
2006-07-31,1.0,1.0,,0.71802557809728,1.0,1.0,0.85,1.0,1.0,0.8709308034684045,1.0,,0.71802557809728
2006-08-31,1.0,1.0,,0.9263648074286113,1.0,1.0,0.85,1.0,1.0,0.9932701100484831,1.0,,0.9263648074286113
2006-09-30,1.0,1.0,,0.9610537178813817,1.0,1.0,0.85,1.0,1.0,0.956672173851058,1.0,,0.9610537178813817
2006-10-31,1.0,1.0,,1.0,1.0,1.0,0.85,1.0,1.0,0.9472060405187731,1.0,,1.0
2006-11-30,1.0,1.0,,1.0,1.0,1.0,0.85,1.0,1.0,0.9984489420653416,1.0,,1.0
2006-12-31,1.0,1.0,,1.0,1.0,1.0,0.85,1.0,1.0,0.9678985145456325,1.0,,1.0
2007-01-31,1.0,1.0,1.0,0.726540918580461,0.7425305902918322,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.726540918580461
2007-02-28,1.0,1.0,1.0,0.6244321995149806,0.7317735646094341,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6244321995149806
2007-03-31,1.0,1.0,1.0,0.6174889052512726,0.666155707946804,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6174889052512726
2007-04-30,1.0,1.0,1.0,0.6549243676517219,0.7462955492806715,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6549243676517219
2007-05-31,1.0,1.0,1.0,0.6739290394571802,0.6719818853533996,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6739290394571802
2007-06-30,1.0,1.0,1.0,0.5,0.7663687283995174,1.0,0.85,1.0,1.0,0.9726907779949594,1.0,1.0,0.5
2007-07-31,1.0,1.0,1.0,0.5,0.6000000000000429,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.5
2007-08-31,1.0,1.0,1.0,0.5446769917199279,0.7972769684852272,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.5446769917199279
2007-09-30,1.0,1.0,1.0,0.7370148403760944,0.6795963058174215,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.7370148403760944
2007-10-31,1.0,1.0,1.0,0.7467688424232652,0.7029153494907243,1.0,0.85,1.0,1.0,0.9374345405880508,1.0,1.0,0.7467688424232652
2007-11-30,0.0,0.0,1.0,0.7235577877798418,0.9670530382859406,1.0,0.85,1.0,1.0,0.9731098203108758,0.3,1.0,0.7235577877798418
2007-12-31,1.0,1.0,1.0,0.765568324753794,0.8669476642079663,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.765568324753794
2008-01-31,0.0,0.0,1.0,0.6218411646697252,1.0,1.0,0.85,1.0,1.0,0.946248295002073,0.3,1.0,0.6218411646697252
2008-02-29,0.5,0.0,1.0,0.5845282084104556,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,1.0,0.5845282084104556
2008-03-31,0.0,0.0,1.0,0.5,1.0,1.0,0.85,1.0,1.0,0.7855278721228998,0.3,1.0,0.5
2008-04-30,0.0,0.0,0.638895266862006,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.638895266862006,0.5
2008-05-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.9614134539414,0.3,0.4,0.5
2008-06-30,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.7970850169793066,0.3,0.4,0.5
2008-07-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4,0.5
2008-08-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.7574396539829285,0.3,0.4,0.5
2008-09-30,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.9423827862376084,0.3,0.4,0.5
2008-10-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.7078352974341838,0.3,0.4,0.5
2008-11-30,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4,0.5
2008-12-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.9580399390733592,0.3,0.4,0.5
2009-01-31,0.5,0.0,0.4,0.5389959134788149,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.4,0.5389959134788149
2009-02-28,1.0,1.0,0.4,0.5497200470368855,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,0.5497200470368855
2009-03-31,1.0,1.0,0.4,0.5948684011880275,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,0.5948684011880275
2009-04-30,1.0,1.0,0.4,0.5822676426481347,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,0.5822676426481347
2009-05-31,1.0,1.0,0.4,0.7848621302789861,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,0.7848621302789861
2009-06-30,1.0,1.0,0.8390551804228137,0.972018718384586,1.0,1.0,0.85,1.0,1.0,0.9526873344955709,1.0,0.8390551804228137,0.972018718384586
2009-07-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0
2009-08-31,0.0,0.0,1.0,0.6547778283694938,1.0,1.0,0.85,1.0,1.0,0.8991885743758887,0.3,1.0,0.6547778283694938
2009-09-30,0.0,0.0,1.0,0.594924350289352,1.0,1.0,0.85,1.0,1.0,1.0,0.3,1.0,0.594924350289352
2009-10-31,1.0,1.0,1.0,0.6050816529304547,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6050816529304547
2009-11-30,1.0,1.0,1.0,0.6854563145132453,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6854563145132453
2009-12-31,1.0,1.0,1.0,0.7903129627862383,1.0,1.0,0.85,1.0,1.0,0.9901530151090846,1.0,1.0,0.7903129627862383
2010-01-31,0.5,0.0,1.0,0.778367420648677,1.0,1.0,0.85,1.0,1.0,0.9465688090446335,0.6499999999999999,1.0,0.778367420648677
2010-02-28,0.5,0.0,1.0,0.8808374142805098,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,1.0,0.8808374142805098
2010-03-31,0.5,0.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,1.0,1.0
2010-04-30,0.0,0.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,0.8796897141973335,0.3,1.0,1.0
2010-05-31,0.0,0.0,0.9826228786314362,0.819729049007764,1.0,1.0,0.85,1.0,1.0,0.9298895766485993,0.3,0.9826228786314362,0.819729049007764
2010-06-30,0.0,0.0,0.6359160033818272,0.7333106510429558,1.0,1.0,0.85,1.0,1.0,0.8176453808723132,0.3,0.6359160033818272,0.7333106510429558
2010-07-31,0.0,0.0,0.6386447913546527,0.7316255759695277,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.6386447913546527,0.7316255759695277
2010-08-31,0.5,0.0,1.0,0.8724981467247133,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,1.0,0.8724981467247133
2010-09-30,1.0,1.0,0.9690553883979525,1.0,1.0,1.0,0.85,1.0,1.0,0.9812560935468839,1.0,0.9690553883979525,1.0
2010-10-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0
2010-11-30,1.0,1.0,0.8417670624766753,0.8303629535481243,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.8417670624766753,0.8303629535481243
2010-12-31,1.0,1.0,0.761992986822686,0.8160057907272943,1.0,1.0,0.85,1.0,1.0,0.9332644814273232,1.0,0.761992986822686,0.8160057907272943
2011-01-31,0.0,0.0,0.4423765199104903,0.7863771167103291,1.0,1.0,0.85,1.0,1.0,0.9873763210441986,0.3,0.4423765199104903,0.7863771167103291
2011-02-28,1.0,1.0,0.8636565642836151,0.9425803758116713,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.8636565642836151,0.9425803758116713
2011-03-31,1.0,1.0,0.6665271174312775,1.0,1.0,1.0,0.85,1.0,1.0,0.9719577871163173,1.0,0.6665271174312775,1.0
2011-04-30,0.0,0.0,0.44348899087655913,1.0,1.0,1.0,1.0,1.0,1.0,0.9139637417301717,0.3,0.44348899087655913,1.0
2011-05-31,0.0,0.0,0.6239879842507752,1.0,1.0,1.0,0.85,1.0,1.0,0.8333976309918845,0.3,0.6239879842507752,1.0
2011-06-30,0.0,0.0,0.7094395913580942,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.7094395913580942,1.0
2011-07-31,0.0,0.0,0.9635548960034406,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.9635548960034406,1.0
2011-08-31,0.0,0.0,0.4880689960146969,1.0,1.0,1.0,0.85,1.0,1.0,0.929829928981692,0.3,0.4880689960146969,1.0
2011-09-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.7255008480576495,0.3,0.4,1.0
2011-10-31,0.0,0.0,0.4,0.9524842598721476,1.0,1.0,0.75,1.0,1.0,0.9826750409944202,0.3,0.4,0.9524842598721476
2011-11-30,0.0,0.0,0.4,0.9542044467759787,1.0,1.0,0.85,1.0,1.0,0.8531269066899748,0.3,0.4,0.9542044467759787
2011-12-31,0.0,0.0,0.4,0.9161827266115975,1.0,1.0,0.85,1.0,1.0,0.6962778778874678,0.3,0.4,0.9161827266115975
2012-01-31,0.0,0.0,0.4,0.7943348992481877,1.0,1.0,1.0,1.0,1.0,0.8953455493012822,0.3,0.4,0.7943348992481877
2012-02-29,0.5,1.0,0.4,0.7892975126464326,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.4,0.7892975126464326
2012-03-31,0.0,0.0,0.4,0.8138272685880533,1.0,1.0,0.85,1.0,1.0,0.8504653611029201,0.3,0.4,0.8138272685880533
2012-04-30,1.0,1.0,0.4,1.0,1.0,1.0,0.93,1.0,1.0,0.9731358321720365,1.0,0.4,1.0
2012-05-31,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9236498680380608,1.0,0.4,1.0
2012-06-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.8043490301691211,0.3,0.4,1.0
2012-07-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.7920016933724415,0.3,0.4,1.0
2012-08-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9218814567113334,0.3,0.4,1.0
2012-09-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9967748882445221,0.3,0.4,1.0
2012-10-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9905186291235868,0.3,0.4,1.0
2012-11-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.6869608553175077,0.3,0.4,1.0
2012-12-31,1.0,1.0,0.40742813722307725,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.40742813722307725,1.0
2013-01-31,1.0,1.0,0.6493496305575426,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.6493496305575426,1.0
2013-02-28,1.0,1.0,0.51679639388969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51679639388969,1.0
2013-03-31,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.8790232578890824,1.0,0.4,1.0
2013-04-30,0.5,0.0,0.4,1.0,1.0,1.0,0.95,1.0,1.0,0.8555231288388004,0.6499999999999999,0.4,1.0
2013-05-31,1.0,1.0,0.568403682529631,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.568403682529631,1.0
2013-06-30,0.0,0.0,0.4,1.0,1.0,1.0,0.7899999999999998,1.0,1.0,0.6993875736794585,0.3,0.4,1.0
