year,return
2006,0.21852553157177912
2007,0.5474541783540414
2008,-0.15948470368725542
2009,0.4992958388273654
2010,0.13790569099510308
2011,-0.1588102768287385
2012,0.004854910390555078
2013,0.299711021159627
2014,0.24732647817163778
2015,0.8505359389873282
2016,-0.010735339272167965
2017,-0.07603447629019577
2018,-0.03264445716586517
2019,0.20527389916595862
2020,0.10420417036421958
2021,0.22041781784925152
2022,0.035690722363591165
2023,0.04593219453010189
2024,0.0835092112868776
2025,0.17530710130833538
2026,-0.005569985010458356
