year,return
2006,0.2920294197310944
2007,1.1287599886962325
2008,-0.1994123645998579
2009,0.7250085884761288
2010,0.22274570849790498
2011,-0.18084943377935225
2012,-0.0051855660367512435
2013,0.2849064560102066
2014,0.23787068382219978
2015,0.6415600811759912
2016,-0.06528267570249635
2017,-0.033401397597918714
2018,-0.0008513499758667775
2019,0.1661950354609627
2020,0.12162843028286963
2021,0.2065586716714085
2022,0.012996505572414385
2023,0.02978048955443313
2024,0.03980209962303105
2025,0.22936323230203226
2026,-0.029850576899177916
