year,return
2006,0.29360552437860177
2007,0.7658817470101622
2008,-0.18846686281337244
2009,0.6726045525793745
2010,0.13880282318507153
2011,-0.18754853682757222
2012,-0.021409565109311912
2013,0.2543343275808829
2014,0.24295942480909005
2015,0.6797502642385371
2016,-0.06924744938776162
2017,-0.041458361622685125
2018,-0.05815136372339358
2019,0.0669439357807331
2020,0.08451041456408559
2021,0.21004426205402305
2022,-0.01299732780049212
2023,0.019502528065775238
2024,0.05813095205633001
2025,0.22970639787705371
2026,-0.034718490247206635
