variant,2015股灾段,2008熊市,2018熊市
i2_base,-0.3907041052763691,-0.3595748372860821,-0.13128227670960657
i2_val_q3,-0.3907041052763691,-0.3595748372860821,-0.13128227670960657
i2_val_q5,-0.3907041052763691,-0.3595748372860821,-0.13128227670960657
i2_val_abs,-0.367972159995132,-0.30732282329950267,-0.12481735848303521
i2_val_q5abs,-0.367972159995132,-0.30732282329950267,-0.12481735848303521
i2_deind,-0.3907041052763691,-0.3595748372860821,-0.13128227670960657
i2_full,-0.367972159995132,-0.30732282329950267,-0.12481735848303521
