date,trend_ma,trend_ma_hs300,mom,vol,f_val,f_credit,f_m2,f_evt_fx,f_evt_shibor,f_breadth,f_trend_comp,f_mom_comp,f_vol_comp,f_val_q3,f_val_q5,f_val_abs,f_val_deind,f_val_abs_v2,f_val_abs_s1,f_val_abs_s2,f_val_abs_s3,f_val_abs_s4,f_val_q5r
2008-04-30,0.0,0.0,0.638895266862006,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.638895266862006,0.5,1.0,1.0,0.6759,1.0,0.6759,0.7259,0.5610625,0.4098333333333334,0.4259,1.0
2008-05-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.9614134539414,0.3,0.4,0.5,1.0,1.0,0.697,1.0,0.697,0.747,0.600625,0.445,0.447,1.0
2008-06-30,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.7970850169793066,0.3,0.4,0.5,1.0,1.0,0.8030714285714285,1.0,0.8030714285714285,0.8393285714285714,0.6964374999999999,0.5678749999999999,0.604,1.0
2008-07-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4,0.5,1.0,1.0,0.7989999999999999,1.0,0.7989999999999999,0.8358,0.692875,0.5607500000000001,0.5913333333333335,1.0
2008-08-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.7574396539829285,0.3,0.4,0.5,1.0,1.0,0.8755,1.0,0.8755,0.8953,0.8132499999999999,0.701,0.8009999999999999,1.0
2008-09-30,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.9423827862376084,0.3,0.4,0.5,1.0,1.0,0.89625,1.0,0.89625,0.9077500000000001,0.844375,0.7425000000000002,0.8425,1.0
2008-10-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.7078352974341838,0.3,0.4,0.5,1.0,1.0,0.99825,1.0,0.99825,0.96895,0.94825,0.9172,0.9586,1.0
2008-11-30,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4,0.5,1.0,1.0,0.976,1.0,0.976,0.9556,0.9259999999999999,0.8815999999999999,0.9408,1.0
2008-12-31,0.0,0.0,0.4,0.5,1.0,1.0,0.85,1.0,1.0,0.9580399390733592,0.3,0.4,0.5,1.0,1.0,0.9895,1.0,0.9895,0.9637,0.9395,0.9032,0.9516,1.0
2009-01-31,0.5,0.0,0.4,0.5389959134788149,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.4,0.5389959134788149,1.0,1.0,0.95875,1.0,0.95875,0.94525,0.90875,0.854,0.927,1.0
2009-02-28,1.0,1.0,0.4,0.5497200470368855,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,0.5497200470368855,1.0,1.0,0.9435,1.0,0.9435,0.9361,0.8935,0.8296,0.9148000000000001,1.0
2009-03-31,1.0,1.0,0.4,0.5948684011880275,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,0.5948684011880275,1.0,1.0,0.8727499999999999,1.0,0.8727499999999999,0.89365,0.809125,0.6955,0.7955,1.0
2009-04-30,1.0,1.0,0.4,0.5822676426481347,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,0.5822676426481347,1.0,1.0,0.8257857142857142,1.0,0.8257857142857142,0.8590142857142857,0.732625,0.6076250000000001,0.6746666666666667,1.0
2009-05-31,1.0,1.0,0.4,0.7848621302789861,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.4,0.7848621302789861,1.0,1.0,0.8000714285714285,1.0,0.8000714285714285,0.8367285714285715,0.6938124999999999,0.562625,0.5946666666666668,1.0
2009-06-30,1.0,1.0,0.8390551804228137,0.972018718384586,1.0,1.0,0.85,1.0,1.0,0.9526873344955709,1.0,0.8390551804228137,0.972018718384586,1.0,1.0,0.7338571428571428,1.0,0.7338571428571428,0.7793428571428571,0.635875,0.47633333333333333,0.4895,1.0
2009-07-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6803999999999999,1.0,0.6803999999999999,0.7303999999999999,0.5695,0.41733333333333333,0.4304,1.0
2009-08-31,0.0,0.0,1.0,0.6547778283694938,1.0,1.0,0.85,1.0,1.0,0.8991885743758887,0.3,1.0,0.6547778283694938,1.0,1.0,0.8097142857142857,1.0,0.8097142857142857,0.8450857142857143,0.7045,0.5795,0.6246666666666667,1.0
2009-09-30,0.0,0.0,1.0,0.594924350289352,1.0,1.0,0.85,1.0,1.0,1.0,0.3,1.0,0.594924350289352,1.0,1.0,0.7865714285714285,1.0,0.7865714285714285,0.8250285714285714,0.6819999999999999,0.5389999999999999,0.5526666666666666,1.0
2009-10-31,1.0,1.0,1.0,0.6050816529304547,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6050816529304547,1.0,1.0,0.7640714285714285,1.0,0.7640714285714285,0.8055285714285714,0.6623125,0.4998333333333333,0.52475,1.0
2009-11-30,1.0,1.0,1.0,0.6854563145132453,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.6854563145132453,1.0,1.0,0.7383571428571428,1.0,0.7383571428571428,0.7832428571428571,0.6398125,0.47983333333333333,0.49475,1.0
2009-12-31,1.0,1.0,1.0,0.7903129627862383,1.0,1.0,0.85,1.0,1.0,0.9901530151090846,1.0,1.0,0.7903129627862383,1.0,1.0,0.7216428571428571,1.0,0.7216428571428571,0.7687571428571429,0.6251875,0.4668333333333334,0.47525000000000006,1.0
2010-01-31,0.5,0.0,1.0,0.778367420648677,1.0,1.0,0.85,1.0,1.0,0.9465688090446335,0.6499999999999999,1.0,0.778367420648677,1.0,1.0,0.7728571428571428,1.0,0.7728571428571428,0.8131428571428572,0.6699999999999999,0.5149999999999999,0.535,1.0
2010-02-28,0.5,0.0,1.0,0.8808374142805098,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,1.0,0.8808374142805098,1.0,1.0,0.7694285714285714,1.0,0.7694285714285714,0.8101714285714285,0.6669999999999999,0.5089999999999999,0.531,1.0
2010-03-31,0.5,0.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,1.0,1.0,1.0,1.0,0.7775714285714286,1.0,0.7775714285714286,0.8172285714285714,0.674125,0.52325,0.5405000000000001,1.0
2010-04-30,0.0,0.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,0.8796897141973335,0.3,1.0,1.0,1.0,1.0,0.8714999999999999,1.0,0.8714999999999999,0.8929,0.8072499999999999,0.693,0.7929999999999999,1.0
2010-05-31,0.0,0.0,0.9826228786314362,0.819729049007764,1.0,1.0,0.85,1.0,1.0,0.9298895766485993,0.3,0.9826228786314362,0.819729049007764,1.0,1.0,0.911,1.0,0.911,0.9166,0.861,0.772,0.872,1.0
2010-06-30,0.0,0.0,0.6359160033818272,0.7333106510429558,1.0,1.0,0.85,1.0,1.0,0.8176453808723132,0.3,0.6359160033818272,0.7333106510429558,1.0,1.0,0.93725,1.0,0.93725,0.93235,0.88725,0.8196,0.9098,1.0
2010-07-31,0.0,0.0,0.6386447913546527,0.7316255759695277,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.6386447913546527,0.7316255759695277,1.0,1.0,0.9027499999999999,1.0,0.9027499999999999,0.91165,0.8527499999999999,0.7555000000000001,0.8554999999999999,1.0
2010-08-31,0.5,0.0,1.0,0.8724981467247133,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,1.0,0.8724981467247133,1.0,1.0,0.9325,1.0,0.9325,0.9295,0.8825,0.812,0.906,1.0
2010-09-30,1.0,1.0,0.9690553883979525,1.0,1.0,1.0,0.85,1.0,1.0,0.9812560935468839,1.0,0.9690553883979525,1.0,1.0,1.0,0.9325,1.0,0.9325,0.9295,0.8825,0.812,0.906,1.0
2010-10-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8995,1.0,0.8995,0.9097,0.84925,0.7490000000000001,0.849,1.0
2010-11-30,1.0,1.0,0.8417670624766753,0.8303629535481243,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.8417670624766753,0.8303629535481243,1.0,1.0,0.9295,1.0,0.9295,0.9277,0.8795,0.8072,0.9036,1.0
2010-12-31,1.0,1.0,0.761992986822686,0.8160057907272943,1.0,1.0,0.85,1.0,1.0,0.9332644814273232,1.0,0.761992986822686,0.8160057907272943,1.0,1.0,0.92525,1.0,0.92525,0.92515,0.87525,0.8004,0.9002,1.0
2011-01-31,0.0,0.0,0.4423765199104903,0.7863771167103291,1.0,1.0,0.85,1.0,1.0,0.9873763210441986,0.3,0.4423765199104903,0.7863771167103291,1.0,1.0,0.92425,1.0,0.92425,0.92455,0.87425,0.7985000000000001,0.8985000000000001,1.0
2011-02-28,1.0,1.0,0.8636565642836151,0.9425803758116713,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.8636565642836151,0.9425803758116713,1.0,1.0,0.9137500000000001,1.0,0.9137500000000001,0.91825,0.86375,0.7775000000000001,0.8775000000000001,1.0
2011-03-31,1.0,1.0,0.6665271174312775,1.0,1.0,1.0,0.85,1.0,1.0,0.9719577871163173,1.0,0.6665271174312775,1.0,1.0,1.0,0.9245,1.0,0.9245,0.9247,0.8745,0.799,0.899,1.0
2011-04-30,0.0,0.0,0.44348899087655913,1.0,1.0,1.0,1.0,1.0,1.0,0.9139637417301717,0.3,0.44348899087655913,1.0,1.0,1.0,0.946,1.0,0.946,0.9376,0.896,0.8336,0.9168000000000001,1.0
2011-05-31,0.0,0.0,0.6239879842507752,1.0,1.0,1.0,0.85,1.0,1.0,0.8333976309918845,0.3,0.6239879842507752,1.0,1.0,1.0,0.96625,1.0,0.96625,0.94975,0.91625,0.8660000000000001,0.933,1.0
2011-06-30,0.0,0.0,0.7094395913580942,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.7094395913580942,1.0,1.0,1.0,0.96425,1.0,0.96425,0.94855,0.91425,0.8628,0.9314,1.0
2011-07-31,0.0,0.0,0.9635548960034406,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.9635548960034406,1.0,1.0,1.0,0.9705,1.0,0.9705,0.9523,0.9205,0.8728,0.9364,1.0
2011-08-31,0.0,0.0,0.4880689960146969,1.0,1.0,1.0,0.85,1.0,1.0,0.929829928981692,0.3,0.4880689960146969,1.0,1.0,1.0,1.0,1.0,1.0,0.97015,0.95025,0.9204,0.9602,1.0
2011-09-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.7255008480576495,0.3,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.98305,0.97175,0.9548,0.9773999999999999,1.0
2011-10-31,0.0,0.0,0.4,0.9524842598721476,1.0,1.0,0.75,1.0,1.0,0.9826750409944202,0.3,0.4,0.9524842598721476,1.0,1.0,1.0,1.0,1.0,0.9817,0.9695,0.9511999999999999,0.9756,1.0
2011-11-30,0.0,0.0,0.4,0.9542044467759787,1.0,1.0,0.85,1.0,1.0,0.8531269066899748,0.3,0.4,0.9542044467759787,1.0,1.0,1.0,1.0,1.0,0.9904,0.984,0.9743999999999999,0.9872,1.0
2011-12-31,0.0,0.0,0.4,0.9161827266115975,1.0,1.0,0.85,1.0,1.0,0.6962778778874678,0.3,0.4,0.9161827266115975,1.0,1.0,1.0,1.0,1.0,0.9961,0.9935,0.9896,0.9948,1.0
2012-01-31,0.0,0.0,0.4,0.7943348992481877,1.0,1.0,1.0,1.0,1.0,0.8953455493012822,0.3,0.4,0.7943348992481877,1.0,1.0,1.0,1.0,1.0,0.9877,0.9795,0.9672,0.9836,1.0
2012-02-29,0.5,1.0,0.4,0.7892975126464326,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.4,0.7892975126464326,1.0,1.0,1.0,1.0,1.0,0.97975,0.96625,0.9460000000000001,0.973,1.0
2012-03-31,0.0,0.0,0.4,0.8138272685880533,1.0,1.0,0.85,1.0,1.0,0.8504653611029201,0.3,0.4,0.8138272685880533,1.0,1.0,1.0,1.0,1.0,0.98905,0.98175,0.9708,0.9853999999999999,1.0
2012-04-30,1.0,1.0,0.4,1.0,1.0,1.0,0.93,1.0,1.0,0.9731358321720365,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.98155,0.96925,0.9508,0.9754,1.0
2012-05-31,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9236498680380608,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.9874,0.979,0.9664,0.9832,1.0
2012-06-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.8043490301691211,0.3,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.997,0.995,0.992,0.996,1.0
2012-07-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.7920016933724415,0.3,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9218814567113334,0.3,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9967748882445221,0.3,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-31,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.9905186291235868,0.3,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-11-30,0.0,0.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.6869608553175077,0.3,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-12-31,1.0,1.0,0.40742813722307725,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.40742813722307725,1.0,1.0,1.0,1.0,1.0,1.0,0.99265,0.98775,0.9803999999999999,0.9902,1.0
2013-01-31,1.0,1.0,0.6493496305575426,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.6493496305575426,1.0,1.0,1.0,1.0,1.0,1.0,0.9835,0.9725,0.9560000000000001,0.978,1.0
2013-02-28,1.0,1.0,0.51679639388969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51679639388969,1.0,1.0,1.0,1.0,1.0,1.0,0.98635,0.97725,0.9636,0.9818,1.0
2013-03-31,1.0,1.0,0.4,1.0,1.0,1.0,0.85,1.0,1.0,0.8790232578890824,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.9985,0.9975,0.996,0.998,1.0
2013-04-30,0.5,0.0,0.4,1.0,1.0,1.0,0.95,1.0,1.0,0.8555231288388004,0.6499999999999999,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-05-31,1.0,1.0,0.568403682529631,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.568403682529631,1.0,1.0,1.0,1.0,1.0,1.0,0.99925,0.99875,0.998,0.999,1.0
2013-06-30,0.0,0.0,0.4,1.0,1.0,1.0,0.7899999999999998,1.0,1.0,0.6993875736794585,0.3,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-07-31,0.0,0.0,0.4974725508895852,0.9140065695135713,1.0,1.0,0.85,1.0,1.0,1.0,0.3,0.4974725508895852,0.9140065695135713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-08-31,0.5,0.0,0.6878220734807448,0.8991174426901075,1.0,1.0,0.85,1.0,1.0,0.9916497881942086,0.6499999999999999,0.6878220734807448,0.8991174426901075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-09-30,1.0,1.0,0.8028227155091039,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.8028227155091039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-10-31,0.5,0.0,0.7868088342372106,1.0,1.0,1.0,0.85,1.0,1.0,0.9739317375139944,0.6499999999999999,0.7868088342372106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-11-30,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-12-31,0.5,0.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,0.9364933967798962,0.6499999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-01-31,0.5,0.0,0.7958397161381434,1.0,1.0,1.0,0.7300000000000001,1.0,1.0,0.9403324972784285,0.6499999999999999,0.7958397161381434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-02-28,0.5,0.0,0.7586360571326964,1.0,1.0,1.0,0.7699999999999999,1.0,1.0,1.0,0.6499999999999999,0.7586360571326964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-03-31,0.0,0.0,0.7268172264339658,1.0,1.0,1.0,0.85,1.0,1.0,0.887380704849012,0.3,0.7268172264339658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-04-30,0.0,0.0,0.7505752422202243,1.0,1.0,1.0,0.6099999999999998,1.0,1.0,0.9162358585541359,0.3,0.7505752422202243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-05-31,0.0,0.0,0.6064334643010874,1.0,1.0,1.0,0.85,1.0,1.0,0.9804242464188461,0.3,0.6064334643010874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-06-30,0.5,0.0,0.6770196446905201,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.6499999999999999,0.6770196446905201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-08-31,1.0,1.0,0.9537792447163058,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.9537792447163058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-09-30,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-10-31,1.0,1.0,0.9767893633106142,1.0,1.0,1.0,0.8699999999999999,1.0,1.0,1.0,1.0,0.9767893633106142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-11-30,1.0,1.0,1.0,1.0,1.0,1.0,0.7899999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-12-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,0.9558482259753202,1.0,1.0,1.0,1.0,1.0,0.9815,1.0,0.9815,0.9589,0.9315,0.8904,0.9452,1.0
2015-01-31,1.0,1.0,1.0,0.9471107147897303,1.0,1.0,0.8299999999999997,1.0,1.0,1.0,1.0,1.0,0.9471107147897303,1.0,1.0,0.9884999999999999,1.0,0.9884999999999999,0.9631,0.9385,0.9016,0.9508,1.0
2015-02-28,1.0,1.0,1.0,0.9588525097794489,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.9588525097794489,1.0,1.0,0.97975,1.0,0.97975,0.95785,0.92975,0.8876,0.9438,1.0
2015-03-31,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9385,1.0,0.9385,0.9331,0.8885,0.8216,0.9108,1.0
2015-04-30,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8855000000000001,1.0,0.8855000000000001,0.9013,0.82825,0.7210000000000001,0.8210000000000001,1.0
2015-05-31,1.0,1.0,1.0,0.8112850526130253,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.8112850526130253,1.0,1.0,0.8915,1.0,0.8915,0.9049,0.8372499999999999,0.7330000000000001,0.833,1.0
2015-06-30,1.0,1.0,1.0,0.537628829088611,1.0,1.0,0.85,1.0,1.0,0.9459535726433976,1.0,1.0,0.537628829088611,1.0,1.0,0.89725,1.0,0.89725,0.90835,0.845875,0.7445,0.8445,1.0
2015-07-31,0.0,0.0,1.0,0.5,1.0,1.0,0.85,1.0,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.9545,1.0,0.9545,0.9427,0.9045,0.8472,0.9236,1.0
2015-08-31,0.0,0.0,1.0,0.5,1.0,1.0,0.85,0.5,1.0,0.998769161009424,0.3,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.97465,0.95775,0.9324,0.9662000000000001,1.0
