year,return
2006,0.2708298550615944
2007,1.0555754974082605
2008,-0.20938794925312632
2009,0.6204707834146734
2010,0.1642828102220999
2011,-0.1731894618412746
2012,0.004386286148450713
2013,0.30120504982272034
2014,0.24867687177863051
2015,1.0295319688670825
2016,-0.023023363331805102
2017,-0.090826950361797
2018,-0.031785203579223875
2019,0.21105362006940842
2020,0.10570543328616644
2021,0.24656143785796125
2022,0.03461984888570235
2023,0.04658054042566118
2024,0.0897997432755735
2025,0.22003901255223668
2026,-0.008253248238843103
