year,return
2006,0.46231647327029335
2007,0.9991477054985289
2008,-0.1596554705622959
2009,0.47528344956861646
2010,0.16016227079524703
2011,-0.17658425475938966
2012,-0.008741381977802165
2013,0.528018677003661
2014,0.386615249449036
2015,0.9924770704277739
2016,-0.021841725886039054
2017,-0.05497589122821811
2018,-0.02194031502459548
2019,0.05060339448523421
2020,0.12245294565010179
2021,0.133108823572063
2022,-0.044269712358468216
2023,0.009183241815270415
2024,0.043552346505071116
2025,0.0800941661620529
2026,0.0018142287153586345
