year,return
2006,0.19375549072276366
2007,0.4725773422224999
2008,-0.15341512622390097
2009,0.43965492450593446
2010,0.12528541543756844
2011,-0.1584117374329861
2012,0.004850640903213188
2013,0.29972398788218757
2014,0.24781116682271787
2015,0.9241912339996681
2016,-0.009474493046544685
2017,-0.062476334546268775
2018,-0.03375519215024869
2019,0.20492654292457524
2020,0.1129645599189566
2021,0.20203658200899333
2022,0.03592795374415969
2023,0.04593118740820823
2024,0.08461627450214015
2025,0.20478706232068733
2026,-0.006503062162300455
