year,return
2006,0.48870292544065297
2007,0.6017750799350512
2008,-0.15326382249912707
2009,0.36169095806764107
2010,0.125763835150708
2011,-0.1399012541872081
2012,0.01372488420332818
2013,0.19212958933395408
2014,0.23121878003678553
2015,0.9809089721110771
2016,-0.03152686184599951
2017,-0.05203966164072871
2018,-0.035009831020825555
2019,0.136380933072626
2020,0.07151400602667568
2021,0.18796781667912654
2022,0.0292523988421296
2023,0.03566054241288397
2024,0.06769334432792373
2025,0.1631249966076027
2026,-0.007812714389423547
