ym,pb_inv,n_pb_inv,ret120,mom_pen,mom_pen_dz
2007-11,0.010431409027236587,1203,-0.09312829140190344,0.12944867056081721,0.08336389337171479
2007-12,0.05065723766060164,1220,-0.11784010874494927,-0.05546633245819673,-0.0010712656063371247
2008-01,0.024992589820626514,1235,0.020230788427059106,-0.022030581781787316,-0.03636319752957317
2008-02,0.11996529764344863,1234,-0.009004416577232022,-0.06034827422703424,-0.04539310230425584
2008-03,0.022633488115168843,1237,0.016554630487638583,-0.01468958456079633,0.07545162722634932
2008-04,0.009325235857361494,1243,0.08720613750429099,-0.09843615699942479,-0.06336411350545877
2008-05,0.09001247150463966,1259,0.11293703293952896,-0.1156956063378241,-0.061679483199758675
2008-06,0.07443510925247036,1287,-0.24955318454902412,0.25002224468461387,0.23499416610577836
2008-07,0.1587298900092239,1303,0.053015236463118065,-0.05754300114892738,-0.043492998829378446
2008-08,0.026989435790027896,1305,0.019814607826304745,-0.02001116297686351,0.005539898965500686
2008-09,0.12733916699354556,1314,0.14732172642219607,-0.14843813683888027,-0.1505034711086444
2008-10,0.05928640990545876,1314,-0.31293523534876266,0.31301558540836766,0.2902660683348265
2008-11,0.1017799547574587,1315,-0.1757988529483881,0.17594972813572854,0.13343924714238387
2008-12,0.039287704651925666,1324,-0.4192814601371738,0.4202453715800299,0.3911910838623814
2009-01,0.007720647292161673,1323,-0.25047433636727057,0.25107829375986745,0.22768536442282072
2009-02,0.052218776534277,1329,-0.055011460326468975,0.05472949607041477,-0.009594330233010425
2009-03,0.15166243865472873,1328,0.03038795199233447,-0.023248928533477393,-0.06941680201438861
2009-04,-0.013068796754689043,1330,0.05799203777299683,-0.007658377793220361,-0.03864176164752492
2009-05,0.08905894835181256,1322,-0.10549516565549669,-0.0008219030325352413,0.025160407799893137
2009-06,0.10503876701441531,1329,0.06824032569895735,-0.025623690105054202,
2009-07,0.02113185024176723,1334,-0.2811059391849313,0.05513157691099222,
2009-08,0.09357635008431682,1342,-0.09871034109695132,0.008184332259639642,
2009-09,0.02987636719381311,1356,0.07655819683702157,-0.04825262793134797,0.03769449373885532
2009-10,0.0514783546637521,1385,-0.16935031791222338,0.10108495097564926,0.02845643201819832
2009-11,0.10281748228911851,1394,-0.06407351535921667,-0.01516015172432207,
2009-12,-0.00382012981274736,1419,0.10050883067980265,-0.16787536751172666,-0.03792979883335102
2010-01,-0.018755510013427644,1450,0.10117940467376021,-0.12120489396022277,-0.06427173665614219
2010-02,0.14132749164573966,1475,-0.042869670572699595,-0.02183468915060349,-0.02083740632836437
2010-03,-0.049551150774227865,1501,0.04406414284236699,-0.02925485453152172,
2010-04,-0.021605012848265638,1530,0.2556599947635411,-0.23002540292518317,-0.02846109019676849
2010-05,0.15468891775027616,1550,-0.10788528726329188,0.09043385321486791,0.03338930017846837
2010-06,-0.0370885110013773,1572,-0.37214474817449844,0.37999667965757544,0.3271851490731761
2010-07,-0.11685591743689443,1592,0.15030989431300726,-0.1268052471645529,-0.025467120676063076
2010-08,-0.15594227944212696,1616,0.08162799200794865,-0.07919661846059199,-0.008094352011631917
2010-09,0.08730721868437748,1646,-0.13921799288181777,0.1443464253854717,0.08504990393296999
2010-10,0.07918267718912611,1661,-0.07318006182447473,0.06055194013532494,0.007342899660977736
2010-11,0.1236234836836679,1687,0.01397023138281035,-0.009212279085819512,-0.01151561501734068
2010-12,0.07180855866143282,1724,-0.31236158001642195,0.1398366292889917,
2011-01,-0.15861352632849388,1749,0.15655499041890647,-0.10478082972672104,0.025303304170891935
2011-02,-0.020379472206280776,1778,-0.1824339860363153,0.11830632443348192,0.03996720493108218
2011-03,0.017816222309463406,1804,-0.08151214015664934,0.011829339796006406,-0.01956599552368756
2011-04,-0.025816426347266278,1826,-0.012581293571733248,-0.007061069558139742,-0.0014861842086514442
2011-05,0.0040370488479329735,1850,0.01289718591491768,-0.0053473504654264785,0.04034574721960809
2011-06,0.10619166051199572,1877,-0.17722528015122183,0.17103499434389105,0.07781811094585188
2011-07,0.138525988249267,1904,-0.05928553438099653,0.029143533206179684,-0.024810695497303383
2011-08,0.051935080500021207,1931,-0.09988101105763325,0.085877294332322,0.03464472843125521
2011-09,0.13482724322629866,1952,-0.042383403262473675,0.044006514285587425,0.028945042872936037
2011-10,0.06703791714833181,1959,0.13220043174111967,-0.13370402649005408,-0.04267156568682727
2011-11,0.1700177355334685,1974,0.0802975772480846,-0.08913843064716463,-0.011910674989777248
2011-12,-0.14514213372945012,1993,-0.4076652426044811,0.4068697794069657,0.39730049817271534
2012-01,0.07558457092842243,2002,-0.3870213455184482,0.3888876772298285,0.33406242589923235
2012-02,0.007303660826491104,2016,0.14328162320055793,-0.14641836828475407,-0.06331519255374
2012-03,-0.10670745868048502,2044,-0.16501225507318984,0.1646982266771029,0.02530124899181801
2012-04,0.13019061030503945,2050,-0.0501452195177086,0.04961897418155218,0.07464090968073324
2012-05,0.24278166251098132,2073,-0.0835425762866954,0.0755832040932718,0.06763009007211757
2012-06,-0.012119939213240881,2096,0.13516874511232066,-0.18050641478748713,-0.023394560520308316
2012-07,0.10497868418008911,2115,-0.1567357869220196,0.1531472325425263,0.09152407609559353
2012-08,-0.08008555074579617,2127,-0.13869909558119847,0.13912429827552025,0.1154082445104859
2012-09,0.034647321644506734,2140,-0.018913037527414082,0.02706077006308971,0.049143361683838815
2012-10,0.09809776258269348,2142,0.013400739610516387,-0.021354999973281837,-0.04699613868408696
2012-11,0.1024764414646763,2147,-0.21158726049283344,0.21469019232248288,0.19753613314939117
2012-12,-0.0021702731533853365,2142,-0.021624997677743257,0.030521149297892753,-0.03696639823201972
2013-01,0.1436170857529607,2137,-0.038533465093203656,0.04552576290125166,0.015937231382092795
2013-02,-0.021709248400143502,2143,-0.007656930064214206,-0.02041789818475032,-0.022417418476775447
2013-03,0.10540419080282469,2141,0.09965879390612103,-0.07827180556956853,-0.014599239982417089
2013-04,0.09723640823250305,2140,0.03209325371444435,-0.023399438107062683,-0.017857795197407798
2013-05,0.08871886346782146,2139,0.16768764683766268,-0.12610934032423543,-0.014886343489027693
2013-06,0.048824376152115385,2126,0.17779323057754642,-0.17870886864490837,-0.10841894835284975
2013-07,0.02253751306160152,2133,-0.29412394366284544,0.27790096051486474,0.11772292192824206
2013-08,0.07568425418802824,2134,0.053386998159144626,-0.03593736136992577,-0.028985714669555244
2013-09,0.18302996999634916,2118,-0.19905845843131778,0.10801670089379431,-0.010918670954640395
2013-10,0.17485050313451606,2128,0.09139844092405112,-0.0981549720652577,-0.01303155880552425
2013-11,0.10428954697730407,2124,-0.05953569790207213,0.008934726444480397,-0.031086749551937628
2013-12,0.027591652533296412,2127,0.24772074039146588,-0.16392777798858962,-0.013035305898142011
2014-01,0.013274438034882423,2160,-0.09477239692656553,0.032129439098389105,-0.00965170504627118
2014-02,0.08097320491691631,2150,-0.2976396500015484,0.22497598362785626,0.058134332899756384
2014-03,0.08657521897971844,2146,-0.043292814571535526,0.012918091623210472,0.00468340921234534
2014-04,0.08547716796629021,2122,0.056649496521397565,-0.05730855573644865,0.01471375902616234
2014-05,0.052818799973579876,2099,0.1266873529919477,-0.12157264098719672,-0.038239280603926354
2014-06,0.08315746532556977,2113,-0.25023958397888274,0.1933637391003962,0.0060034868244386065
2014-07,-0.01337671119163732,2124,-0.11104603081852737,0.08108322175604195,0.019658327835501064
2014-08,0.041948228430421196,2133,0.03323443244048379,-0.07406314407896897,0.02275019283412197
2014-09,0.16741021212995616,2161,-0.10384758666364512,-0.03228341505901355,
2014-10,0.2209997229398654,2141,-0.024530485281521866,-0.06466311429783918,
2014-11,0.16084620028826696,2152,-0.05592374621425721,-0.036906119846182535,
2014-12,-0.03746004100990917,2187,-0.34713747097082154,0.2410894997777506,0.08302878547373824
2015-01,-0.06951097881346764,2194,-0.06571874803439773,0.05129726199031216,-0.02558551190975022
2015-02,0.04699921140972784,2180,-0.03401836461381998,-0.02692462180151891,-0.01769033611503259
2015-03,0.11803761013230306,2219,0.02143879702046547,-0.030453972126269907,
2015-04,0.05939076022672367,2249,-0.10881317459340968,0.004040165014591289,-0.02684794364870721
2015-05,0.2102136403982079,2261,-0.4261579353563484,0.11401078156124382,0.014746244162425598
2015-06,0.14375095982148486,2281,-0.06556242861631525,0.028955619410916598,0.012043031083614692
2015-07,0.07246331366420984,2223,-0.10817370191442101,0.08025784592498267,0.04861402766472593
2015-08,0.06972624122185159,2180,-0.1375371496095391,0.12944178975965337,0.07040509431060947
2015-09,-0.09775432134162473,2190,-0.3023019066934998,0.29890573553454963,0.20860214399160665
2015-10,0.11324163085063547,2227,-0.02562718440759165,0.027331580130857278,-0.017467227392708045
2015-11,0.06801178801482705,2284,-0.19193506207572422,0.19117192309803138,0.18862725090151747
2015-12,0.26007370165062105,2361,-0.147953490490684,0.041487743321017734,-0.03311982402987655
2016-01,0.10087954232847085,2369,-0.08890000776002312,0.08768394317326213,0.07433642054037151
2016-02,-0.033563797954808294,2366,-0.11797014476635437,0.08679409814283641,0.07364132101987057
2016-03,0.11229374512230729,2384,-0.0367356616772289,-0.001249104049839438,0.028533839925726674
2016-04,0.09058566737059216,2375,-0.1239376620968923,0.11920584154956834,0.01886543371022387
2016-05,-0.017095041174855576,2375,-0.05940743902646059,0.06228704867356993,0.019941023430942145
2016-06,0.25081108297566157,2398,-0.16909833158487822,0.16621054284874018,0.06721993369426071
2016-07,0.138673784847276,2436,-0.1272445803859517,0.03452023371208039,0.012735589347830636
2016-08,0.10235366122122497,2474,-0.09094639631531944,0.007427498169681066,-0.027745769779736525
2016-09,0.10947151934159023,2506,-0.0461047753903252,0.04819659880913133,0.014766639980320882
2016-10,0.23010750296666843,2519,-0.14963250898221614,0.08605192538703814,0.011619371511548739
2016-11,0.08650146661060203,2578,0.1308030529844577,-0.19318801193956467,-0.03276831916516177
2016-12,0.1496226412539651,2629,0.08757330081970836,-0.13247778200465618,-0.06269936329027355
2017-01,0.13467145277372294,2671,-0.12675151346105634,0.10315740694923899,0.06762526632912105
2017-02,0.12489169782028829,2689,0.06569055481848977,-0.09556803809243196,-0.01734815485181527
2017-03,0.0985089862866908,2736,0.09958702072290596,-0.10886617621983982,-0.04642472642765574
2017-04,0.046120711719557346,2774,0.13371844942029923,-0.14056066791887897,-0.10195705989710778
2017-05,-0.006239231611915743,2791,-0.05409278010348019,0.05403680890509396,0.08367115544502078
2017-06,0.06427278125727509,2826,0.12445350667798896,-0.13405774776271215,-0.06975700410456087
2017-07,0.08876936442049509,2860,-0.260173693306095,0.27182804730721444,0.18919479066169706
2017-08,-0.08961666380250213,2896,-0.08864826003801884,0.08671741767517611,0.056526522673016506
2017-09,0.08766819249850966,2973,0.06137702699433729,-0.056908795351189666,0.004868410088230957
2017-10,0.027389127012921188,2996,0.24268638046639174,-0.24995701049767363,-0.10180449774347256
2017-11,-0.0269888983189436,3045,0.1433409646070139,-0.14797714117786057,-0.08242508358671957
2017-12,0.1422302042471251,3056,0.054959581571419024,-0.05846748544683115,-0.032682493579423086
2018-01,-0.08511937632893125,3064,0.14770207390814233,-0.1511051719698226,0.0016933889565544694
2018-02,-0.03131186133587203,3055,-0.26592052932759774,0.26800980672108615,0.2126333163179022
2018-03,0.06334973754099572,3048,0.16270263161474852,-0.16477549540378575,-0.09698462934053757
2018-04,0.09993595148788444,3050,-0.01748414271523457,0.020888146513126503,-0.015370098318913167
2018-05,0.04177145997989144,3098,0.10483635289009491,-0.10132659423141752,-0.052846314173240885
2018-06,0.0869472175410883,3112,-0.24351377543644612,0.24257578614872718,0.16265522309094216
2018-07,0.03937171151896815,3127,0.05360233267827742,-0.052495392543490046,-0.053563777354793826
2018-08,0.08010935379408372,3169,-0.07866436916744139,0.07866436030137856,0.07602330306666741
2018-09,0.20770604975497312,3201,0.08064418104330542,-0.08301782420963312,-0.09423833481571285
2018-10,-0.01003081586688399,3223,-0.31609457314422335,0.3162103769033959,0.27929989930634896
2018-11,0.06860405623539328,3245,0.0767284619649184,-0.07699203314962288,-0.0771811662344467
2018-12,0.06021095704926966,3260,0.14741224826322993,-0.15426489267808152,-0.1759128808685559
2019-01,-0.048624872111692016,3276,-0.3669857668526707,0.36987667905665994,0.29497752650119036
2019-02,-0.03233994625686935,3282,0.02068159659875165,-0.03017218190223832,-0.0076235554325545
2019-03,0.1078131108246684,3293,-0.0663789723103082,-0.013298464280707445,-0.0014915617694585643
2019-04,0.018091952218065727,3304,-0.053317405726729286,-0.014344369758710509,-0.03965803688316083
2019-05,0.05445058724416391,3316,-0.044984662030347546,-0.03615371299375382,-0.056310179793863185
2019-06,0.07193488580408611,3327,0.0038785607713909325,-0.06092597952545447,-0.07525615494326997
2019-07,-0.12268688976415816,3364,0.135550414481876,-0.06348401580483537,-0.009277353606357555
2019-08,0.053893974454433724,3379,-0.07596576413434182,0.07563109798161796,0.01832830705666606
2019-09,-0.010251400679690728,3390,0.040265299389145165,-0.04116144776765024,-0.05945372122762379
2019-10,0.08545159650889961,3405,-0.04503483545607876,0.0462367045183093,0.050349697793200976
2019-11,0.01776829284557249,3436,-0.020266042903738776,0.02318167551760738,0.03483702892699522
2019-12,-0.15913872214440047,3464,0.20765424500375873,-0.17607067255237224,-0.07395663882752908
2020-01,-0.13540478007360038,3479,0.21522668515133192,-0.20437025959641789,-0.042746631187657355
2020-02,0.23893017705193131,3499,-0.31504280710399185,0.26046940947881186,-0.004918379527725684
2020-03,-0.11164977406746396,3511,0.16170684304177255,-0.15362800065002793,-0.09584069204807272
2020-04,-0.03609748152159265,3533,-0.016368080753521728,0.01846087212175502,-0.06869286584587887
2020-05,-0.16479200752279266,3548,0.18188066697707206,-0.1433587501074547,-0.02252279280903079
2020-06,0.10547050034578652,3573,-0.021930042230675878,0.011180494947113961,-0.04359812239274579
2020-07,0.12950633896955413,3617,-0.11532360628902968,0.03977758052159305,0.025669359574095472
2020-08,0.15775559734444147,3671,-0.11709199509155988,0.052185205108885545,0.025993834819285445
2020-09,0.04842218854439401,3739,0.0861665380654051,-0.09985636350078789,-0.049772689681345066
2020-10,0.24890803391694669,3763,-0.18626142912249144,0.07173795062968462,0.022546029348127244
2020-11,-0.05776872515513783,3785,0.18473118021566415,-0.16308808556033366,-0.03300985617382721
2020-12,-0.028758755714414885,3837,0.1108553164336061,-0.10847371975222479,-0.05843770432385642
2021-01,0.23092616920609008,3870,-0.167591077773021,0.15816876457826773,0.13332613410505748
2021-02,0.2886635204117159,3896,-0.04193807494929033,0.027822403139771475,-0.021134348255478535
2021-03,-0.08028174701254065,3934,0.0646347899203531,-0.04598198706963723,-0.015776324944594248
2021-04,-0.04525351093366562,3992,-0.06354829400986489,0.07748781991491363,0.09558491217836974
2021-05,-0.05623877405723276,4032,-0.11170570835979174,0.12399673081299005,0.17419289109087968
2021-06,-0.02927854533537396,4081,0.08937602891602407,-0.09953660651406306,-0.054373795261622185
2021-07,0.17747869484566994,4128,0.07417350591496798,-0.0866252538816538,-0.07310497036525064
2021-08,0.1897064320570915,4168,-0.3013344332001235,0.21638100601520038,0.07627100817399678
2021-09,-0.15755385674668468,4206,-0.004248169398668166,0.022425948368353082,0.008479259168644379
2021-10,-0.07254854475289622,4237,0.023301123267550655,-0.04661358448613012,0.008662349336661006
2021-11,0.2832662986927716,4269,-0.33224892740667183,0.2254703698334361,0.03376504560667728
2021-12,0.3272291958705909,4311,-0.19590477614094112,0.07322509922345433,-0.06103988445162198
2022-01,-0.018861877560424765,4335,0.022628280276635163,-0.03767007852007013,-0.0025599318598782585
2022-02,0.27057479575077215,4350,0.1999200479606574,-0.2264032880510301,-0.11928799707033487
2022-03,0.17099543116680788,4380,-0.09981290036368345,0.060612861228114975,-0.020251215975646313
2022-04,-0.10274299585540596,4418,-0.1942505320982198,0.1901639027159641,0.16095375534082196
2022-05,-0.14283333098656126,4430,-0.37262505383694866,0.36906386998740875,0.2760609701197225
2022-06,0.05222015064325843,4451,-0.08113595442822444,0.0728335639111356,0.01295913959710437
2022-07,0.15905753551692692,4478,-0.16050678496711485,0.12508193138537485,0.036394052217088566
2022-08,0.08489191051155356,4522,0.07165209060849836,-0.07753556240166955,-0.06401540941471037
2022-09,-0.04703773563320523,4560,-0.0552293300488941,0.05238110403726252,0.006688921243415074
2022-10,0.2236572932319357,4583,-0.397468148898653,0.3489078896508967,0.1648185992491582
2022-11,-0.027619358839526698,4608,-0.08246305929658677,0.054401556516907576,-0.010293759125027346
2022-12,-0.05600429159625847,4635,-0.2451934546547014,0.2353525820200854,0.1301594742831396
2023-01,0.17745908938921914,4639,0.0005326107686009114,-0.018860007188643547,-0.0675498442959017
2023-02,0.07135737230369794,4653,0.10992271017773973,-0.12292057778906765,-0.06933633894505177
2023-03,0.18566579525913646,4678,0.060818975596347594,-0.10151594626849703,-0.07271001921160701
2023-04,0.08806858161134833,4706,0.01109680957677137,-0.05968308328915115,-0.07920963429204615
2023-05,0.0240416599406841,4725,-0.052493762752210724,0.032260328569486095,0.02863554671555262
2023-06,0.321599905298673,4759,-0.4303429604146297,0.2918860579174743,0.02771211772954445
2023-07,0.0633526616042892,4790,0.12417132795230659,-0.14239357782383144,-0.08430992833786634
2023-08,0.10084816807003279,4817,-0.04693831312952913,0.02134319258620253,-0.012729418177738372
2023-09,-0.006225807284037829,4831,-0.031834706090915973,0.009999016019796986,-0.03218682427938224
2023-10,-0.03277484202308852,4839,0.07013834855500906,-0.08511256579590694,0.00327064432737014
2023-11,0.0487936264247807,4847,-0.025634502091160246,-0.0002797763145494621,0.03922067146089755
2023-12,0.32115271222452235,4861,-0.0033540988473284633,-0.016874972043189107,-0.08086850740895987
2024-01,-0.2701089323730674,4870,-0.19602119736511986,0.1972597567824993,0.2388104439859313
2024-02,0.08027471589853623,4875,-0.06806301265132564,0.06728746229836058,0.010702960598984254
2024-03,0.11790455463969512,4882,0.09138744054968828,-0.09645536376751788,-0.08360201361660863
2024-04,0.1827880592038152,4886,0.04033683871662919,-0.04264873803614821,-0.044351312956771326
2024-05,-0.015505796295556332,4888,0.22737232879747124,-0.2237123828768563,-0.1685825798739711
2024-06,0.12053723498568875,4893,-0.20960000040356885,0.20729298639500868,0.15335649199041446
2024-07,0.10352049943909246,4899,-0.20123775193856216,0.1944057733966391,0.1303697561908283
2024-08,-0.05321417962364524,4906,-0.34330273241828435,0.34330919808853094,0.19992394708780564
2024-09,-0.09551159267237068,4914,-0.01342508237872492,0.030386005836822737,0.0306421425717308
2024-10,0.15902749849233833,4922,-0.28516120159325903,0.19458373443724525,0.04325266786690845
2024-11,0.10171290256697349,4928,-0.23916111658235545,0.1355112263659388,0.014736305677948359
2024-12,-0.009900549580970856,4933,-0.06995912000787674,0.015310611494536396,-0.007459581113955377
2025-01,-0.07952358902037919,4947,0.09674551151163728,-0.052616541023351726,0.01169846133303105
2025-02,0.1438504175283873,4947,-0.2677201590829129,0.0705671136978419,-0.028279046509837598
2025-03,0.1124043060187381,4960,-0.03392728651175748,-0.04037510801092095,-0.045384241670624784
2025-04,0.13825936961975072,4970,-0.16211970705848514,0.10438999714682458,0.07231798751976043
2025-05,-0.05243166355419797,4973,-0.0979950392873248,0.08323911417761695,0.0032145634670101043
2025-06,0.09641550817268578,4978,-0.05051608375245735,0.017966731586355963,-0.029067246456673638
2025-07,-0.183838161274363,4986,-0.04527699748423119,0.08587779385183615,0.018527727962876245
2025-08,0.06071923731389998,4989,-0.05148252383087164,-0.022250732815435242,-0.04958881101922347
2025-09,0.24966971327079493,4996,-0.17173162224281546,0.03435879321904594,0.010359622805697338
2025-10,0.15085670468717938,4999,-0.1684032641322236,0.03572343458467337,-0.004741734002963186
2025-11,-0.1082588834304076,5003,0.07203618881994166,-0.03180248081352613,-0.037362798961530226
2025-12,0.05586894927194181,5014,0.013048305150327524,-0.02119748302037448,-0.002252622885136033
2026-01,0.0013706322385162648,5018,0.06195125351530811,-0.0751798846108888,-0.032200140007185865
2026-02,0.23480566911867298,5022,-0.10078838490811566,0.050061678685323636,0.008683735585953112
2026-03,-0.16898553312685022,5025,0.05628062994373603,-0.034372964728815174,0.01771225355979378
2026-04,-0.09189619939912802,5032,0.11213971622561107,-0.08990033779977193,-0.02532294698332138
2026-05,-0.21084908570276104,5030,0.2546479559721602,-0.20519808857928004,-0.09382357317735389
2026-06,0.5647601036906514,5030,-0.6194140294787497,0.5855902194145903,0.2925421642193998
2026-07,-0.34902974708471507,5032,0.08983335400034609,-0.0793043737034002,0.012680596271589217
2026-08,,0,,,
