year,return
2006,0.3542253509270077
2007,1.58050335640762
2008,-0.14189054985626015
2009,0.6682848358562117
2010,0.14267867269102408
2011,-0.05918342965195811
2012,-0.00732209922600191
2013,0.477862791375397
2014,0.3944997449221934
2015,0.7666608997671716
2016,0.04892522253376508
2017,-0.12978605525530074
2018,-0.05146393941201566
2019,0.11019575592109421
2020,0.11925706550969029
2021,0.2134052952565786
2022,-0.004371898744277014
2023,0.1803550963963183
2024,0.03155495905496264
2025,0.48592314973005934
2026,0.05720376503240354
