year,return
2006,0.4790541004854554
2007,1.940303996159316
2008,-0.7038376842181662
2009,0.21560813661449774
2010,0.185759672556276
2011,-0.42006244817965066
2012,0.04769987063036285
2013,0.49218445322693904
2014,0.18087328665239832
2015,0.6402370169225786
2016,-0.13900140130683059
2017,-0.03762998564043063
2018,-0.33074138254841234
2019,1.0106294994165497
2020,-0.11703588014866273
2021,0.09365544455080088
2022,-0.1679569143247901
2023,-0.0005888769014503747
2024,0.1153300261084449
2025,-0.06379382034337311
2026,0.136011483920095
