year,return
2006,0.16977247742699442
2007,0.5004614721599911
2008,-0.08933519922665112
2009,0.32162114819788545
2010,0.0861401918274669
2011,-0.09520502430491584
2012,-0.0016605743187159128
2013,0.11496387285446619
2014,0.10910542117923505
2015,0.6634521988671751
2016,-0.0013450075121270721
2017,-0.06494312701147253
2018,-0.011168692692404503
2019,0.09549916025905159
2020,0.07062614306390635
2021,0.19163626863390548
2022,-0.004975855567216914
2023,-0.015716120955210577
2024,-0.006153082003857779
